,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.310100451775732e-07,3.725314449860363e-05,-0.3330095053461312,12.153702915289811,4991,2.486619416668548e-11,1.5619007674830695e-10,3.795758197747442e-10,7.255523158307287e-11,5.609928328836483e-10
ch1,1.9122545995991602e-06,5.86576253883374e-05,0.7447593625688477,17.734063137438948,3000,5.029161505784448e-11,1.2971057347636109e-10,2.4833505971037295e-10,2.3390426493240307e-10,1.9171873292312564e-09
ch2,-2.3570002963521576e-08,2.4913258981414395e-05,1.149373805549073,21.71111153080881,5773,3.093128449933731e-11,7.503965265943266e-11,1.5829862188676958e-10,7.656810873024524e-11,1.7474419448655657e-10
ch3,1.6082496374296133e-06,6.857512096182056e-05,1.1852789930036984,15.471668403944562,3275,5.553498082991236e-11,2.0195624671352652e-10,4.604109993665038e-10,2.6788478603996654e-10,2.4603375755397335e-09
ch4,6.256697826705161e-08,3.632250806645387e-05,1.2441734915446547,13.870908059675354,4417,2.385645911818943e-11,9.68152044641776e-11,2.270927360342564e-10,5.6842845160371834e-11,5.982618213727503e-10
ch5,-4.1328311109924067e-07,1.8869814043551163e-05,-0.12882239054852845,22.104236377272265,7810,2.3337207711154657e-11,6.756104287446722e-11,1.6119767435358064e-10,2.6667191591589038e-11,3.7737476141895086e-11
ch6,-3.971020274264316e-07,2.2109398833338234e-05,2.2274231108889917,46.637297267876455,5667,3.28964040502297e-11,5.955800997292315e-11,1.2940580221645098e-10,7.684802454644214e-11,1.4323747324860763e-10
ch7,2.766788342564104e-06,8.353245015529276e-05,1.1233682927669777,34.34913094795518,3412,1.1667376496002297e-10,2.5036613948221394e-10,3.7468737715605233e-10,4.4958342812312284e-10,3.935519027595234e-09
ch8,-3.168887866702453e-07,2.4197398142492952e-05,-0.14252745856731708,8.63487013333358,4177,2.0631913020210766e-11,6.555171994764594e-11,1.4870454222853874e-10,3.8198764385262283e-11,2.1974945474296155e-10
ch9,-4.2338772385192555e-07,2.606046127398847e-05,-0.9014034102890505,15.591682923792192,5765,2.3557106156080268e-11,7.078414906405173e-11,1.4760208123366546e-10,6.610771611457017e-11,1.9745811767390138e-10
ch10,-2.21269358050988e-07,2.1724588694195212e-05,0.4310181748199282,3.368433331231918,2441,1.4618982599664573e-11,1.3170055910178168e-11,1.5171304065828162e-11,4.5228013724516867e-11,3.1025903687174503e-10
ch11,2.5647399227542006e-06,8.5891557372235e-05,1.0470590248262996,30.351608975013093,2950,1.382685138688933e-10,2.752762122071538e-10,4.032446238246682e-10,5.424559535935536e-10,4.020352186869239e-09
ch12,2.8726554688904964e-07,3.87637763451067e-05,0.08192617410803232,8.087887268360067,4451,3.5761879447644175e-11,1.8089756523416183e-10,3.098949785099207e-10,8.378269991637875e-11,5.86700246815342e-10
ch13,3.766527775750657e-07,2.027432809064626e-05,-2.7129674606998253,69.5552230616011,4119,2.528364671562509e-11,5.105051823949032e-11,8.647641605101036e-11,4.767330913559188e-11,1.6140570214075572e-10
ch14,-1.1408008999708029e-07,2.154783387667347e-05,-0.49002267394314536,18.50781320081211,6287,2.002676323789465e-11,7.069777765414357e-11,1.4732061393738803e-10,3.279135956118283e-11,9.946093652755205e-11
ch15,9.593550209727369e-08,1.8773774697604567e-05,1.0224161523197093,34.4846969610686,6119,1.491468249055692e-11,6.665523832968994e-11,1.521563584229817e-10,2.294914180079621e-11,6.159446747070266e-11
ch16,-7.363397932930435e-07,1.817577488418012e-05,0.06724946541729633,22.397592650920632,6491,2.2505387558985065e-11,5.443823690115509e-11,1.2416648505360094e-10,3.570091260855366e-11,4.517014800612515e-11
ch17,6.196713250513406e-08,1.4197910060030435e-05,0.1355319847096068,3.0174091359046447,3067,2.2499468840651142e-11,1.741521953381274e-11,1.4490257822663395e-11,3.333937208803304e-11,9.089929693962193e-11
