,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-9.336725139147222e-09,5.620073988150516e-05,0.20633324829226077,3.622816008516258,7338,5.97117382153035e-11,8.269358154754102e-10,1.4421149822374532e-09,1.5510491480789833e-10,3.983400986338792e-10
ch1,3.896271180694685e-08,3.817563587257842e-05,1.2149902527435577,7.560609320652485,3157,3.704591700270582e-11,7.524599934801331e-11,9.014718373952868e-11,1.871270658879393e-10,7.970424133054343e-10
ch2,-3.1218205757847975e-07,2.5532776673290984e-05,1.4605589401014978,31.23888966474945,3696,5.0797477025114204e-11,1.0004396544804554e-10,2.1008707143169935e-10,8.356063869621714e-11,1.7794311183601004e-10
ch3,3.481107425911856e-07,4.220253669712452e-05,1.6343227025664284,10.938385177872563,2916,3.008723912766408e-11,4.1239496440880266e-11,5.307396846085066e-11,1.6464418975266776e-10,1.0784458937690166e-09
ch4,3.317257459754821e-07,2.559877584083548e-05,0.1845610142172069,0.7850591038634529,2578,9.806418316512636e-11,5.206857839543062e-11,2.0673601291370935e-11,2.097342945914444e-10,2.1506026605352581e-10
ch5,-2.0643955516593446e-07,4.624335794512648e-05,0.0075768349438675225,15.588921739918408,1836,5.651852258093519e-11,4.439981202883808e-11,4.454245684259064e-11,1.8427417648596474e-10,1.1595188947651174e-09
ch6,-7.723670123757409e-08,3.268833049877945e-05,-0.304872987280727,15.207947067604906,3308,7.993986698213535e-11,9.925026097443275e-11,1.221515164795174e-10,1.9296074211040385e-10,4.4793355815350567e-10
ch7,2.0661254228516368e-07,4.3944177542872146e-05,1.6888612788111927,9.618857749697426,2411,3.9898255228886414e-11,5.943293026423682e-11,6.012691369265284e-11,1.9709373265894551e-10,1.1306964375588228e-09
ch8,1.5481029802092652e-07,2.235510379195894e-05,0.12290682880076444,1.055830566339126,2399,6.229726404298822e-11,4.1742960132842265e-11,1.4375534474394741e-11,1.2225477897079674e-10,1.9768526572637999e-10
ch9,-8.714678369747013e-09,5.3191058729815186e-05,-0.23368819212889574,4.370178928265821,7108,1.0756914294252838e-10,8.411407192661439e-10,1.2172285771729126e-09,1.3699415646058055e-10,2.9649849314159206e-10
ch10,4.888100258464853e-08,2.26490801948827e-05,0.2422491055588778,0.6406994243103381,2117,3.201737687387762e-11,2.6607970975956533e-11,6.248192860537762e-12,1.9866910636527997e-10,2.1368668110599167e-10
ch11,1.359157403878435e-07,4.026165997268568e-05,1.2947446949249908,9.436794141307894,2440,3.1605382941116436e-11,4.283284954555067e-11,4.085282099207638e-11,1.5974434133906552e-10,9.425414960321312e-10
ch12,1.700766804710223e-07,5.642028636972551e-05,0.3307325593784305,3.7180911081653685,7295,6.480672708167396e-11,8.137805300001942e-10,1.2156875777524398e-09,1.0648740943588207e-10,6.018523731250805e-10
ch13,-3.1253966997337366e-07,3.0091738990601595e-05,0.8673019020698371,13.059642898811504,1946,8.657345771762418e-11,6.119767666630789e-11,2.003931193175734e-11,1.9557809247870893e-10,4.218659972776062e-10
ch14,-1.4695140825217817e-07,6.712656166153099e-05,-0.28227500053708154,6.117956175455857,6738,7.014738855583311e-11,8.713737173364748e-10,1.5118450746624483e-09,1.629347555885142e-10,1.2342839657553848e-09
ch15,-2.785487848995326e-07,2.7608597905985218e-05,0.03137493133717178,0.9694487206619873,1817,4.6509826217591585e-11,2.563711655475444e-11,1.0760711171678604e-11,1.4927342662013533e-10,4.612942205422887e-10
ch16,-1.0126627577329256e-07,2.7956621866539245e-05,-0.2096740628862864,1.1230872241072847,1982,3.8655604005720427e-11,2.1410036475867327e-11,1.4204186887163524e-11,1.4918608326629265e-10,4.031282625932205e-10
ch17,-1.21087659125571e-07,2.6574585610397807e-05,0.10060987011488338,1.0391939727903807,1739,4.853197560809867e-11,2.9337876725094745e-11,4.151322465400357e-12,1.8948961426112875e-10,3.871262465042979e-10
