,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.526762387157718e-07,1.7687828060886318e-05,0.10724714004942604,0.600838059443578,1660,1.346944459806935e-11,1.2809767655877946e-11,2.229073345586798e-12,6.37605433156578e-11,1.8975570964412352e-10
ch1,-9.574898301064989e-08,2.1182975782843227e-05,0.18665598527311691,1.1761658878529264,1634,1.5180667444705597e-11,1.5310839127685958e-11,2.6036516114045845e-12,1.6107436726894013e-10,2.3077174283591839e-10
ch2,-1.8016903663188145e-07,2.1722302165258506e-05,0.04575526128108134,1.2144756977920537,1648,1.6200045665308478e-11,8.244480359472495e-12,2.7742881959629015e-12,5.5894885640439946e-11,2.737800799295478e-10
ch3,-1.239382264505999e-07,1.4303350030479116e-05,0.5779170514990194,4.129195236497533,1954,8.451115686921045e-12,9.630475700871892e-12,2.037137996080311e-12,3.087212943425121e-11,1.3364028255763904e-10
ch4,-3.5421858022014285e-07,2.2962395769021157e-05,0.008100564081134421,0.21237725321743284,1506,2.1715058821657748e-11,1.8800638644837405e-11,2.8896069580482494e-12,1.106471819401642e-10,3.1031863008484755e-10
ch5,6.353795866593056e-07,3.348600434512835e-05,-0.1964849014918676,1.4140008784387472,1245,2.8285851645511958e-11,1.9580508213306668e-11,3.535779923416495e-12,1.37852235067915e-10,7.327246978175654e-10
ch6,1.945562044151453e-07,2.1636884951457716e-05,0.02640028364883385,0.535249229980753,1732,2.2125321356307163e-11,1.1321204773892125e-11,3.429130382862889e-12,9.55198751384947e-11,2.681445039270214e-10
ch7,-8.81859730022074e-08,1.986601843216795e-05,0.18750575559877108,0.7155805250040674,1808,1.4214487901545042e-11,1.624694663139258e-11,3.245634228356297e-12,1.2648346205450477e-10,1.9854783139971885e-10
ch8,-2.025740490620305e-07,2.063336243633536e-05,-0.08428394195218092,0.2552562014611217,1599,2.218893729780104e-11,1.8005945905259893e-11,2.8070968798847897e-12,9.476903048487422e-11,2.418258797726482e-10
ch9,1.9605922424708995e-07,2.54055366189534e-05,0.26422272956050774,0.9134244112690819,1394,2.423015538579152e-11,1.3121622147295653e-11,2.232906885839146e-12,7.618900332702079e-11,3.8911933308462155e-10
ch10,-3.7431979296667965e-07,2.422770865005705e-05,0.030100071238534,0.3533022199735423,1889,2.475670758153769e-11,1.652874167516726e-11,5.265223330484866e-12,1.2526650067856929e-10,3.2943674561259975e-10
ch11,-6.148021480386585e-08,1.3361038433042823e-05,0.24487868037989433,2.4844792128294886,2311,8.126718056371815e-12,8.593246474437107e-12,2.250500896529672e-12,3.6166595164537864e-11,9.993018150919887e-11
ch12,-2.4314813562745638e-08,1.4202996608343046e-05,0.16712001723417802,0.6908748497050765,1715,1.2299973873634098e-11,1.0106937107556037e-11,1.8681554896670745e-12,3.7625761346062815e-11,1.1234910693751466e-10
ch13,2.43621786528821e-08,3.563354478566637e-05,0.16008479941768755,1.1473582350094595,1065,3.014230750273734e-11,1.5534055214089036e-11,2.1714316438219317e-12,1.0105679223542975e-10,7.742699110588645e-10
ch14,-7.962706866004401e-07,3.535295591556794e-05,-0.0074549166471046206,1.1280330352602075,1119,2.327578287829924e-11,1.6507074240723446e-11,2.8091108956821774e-12,1.0001674708183967e-10,8.063867305150836e-10
ch15,-4.0488067327195106e-07,3.2452354181559725e-05,-0.1459803920839203,0.9538148498938219,1117,2.1035298421412545e-11,1.2920840920974218e-11,2.0359035816611274e-12,1.087376872038478e-10,6.939071330896225e-10
ch16,4.279402714166014e-07,4.14129813488002e-05,-0.06677566488026535,0.8962804070465236,1189,4.0220675041515716e-11,2.5583071891350676e-11,5.25511566561604e-12,2.152565527589776e-10,1.1777661448692654e-09
ch17,-1.1356204344745712e-07,3.604006439409461e-05,-0.13529396248811643,0.9845560052370277,1453,2.899635503160334e-11,1.5995094690471363e-11,5.243558616931886e-12,1.85285577247862e-10,8.322966002098941e-10
