,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-5.997810193016867e-07,4.517658461412256e-05,0.5126272644083613,3.7886754473624835,1263,5.900065553480755e-11,3.719956003169833e-11,5.761138389508449e-12,3.945437726419461e-10,1.3534143150819216e-09
ch1,9.804705156349584e-07,6.192035041277717e-05,0.5262905062735977,5.196052437766751,1086,1.4225063529653364e-10,5.5090707188371826e-11,4.779344054916477e-12,7.800285387511576e-10,2.615839944155484e-09
ch2,5.273887861473334e-07,4.13322647629565e-05,0.04079870724066206,1.415906058223083,1336,4.667278271692723e-11,2.8659064316624437e-11,9.910969714221875e-12,3.6024222927937255e-10,1.104214157534834e-09
ch3,-3.755837606548696e-07,2.734925849406115e-05,0.06503665713330598,2.5486955759721655,1397,2.369969030147232e-11,1.9058524216516446e-11,4.10729890051635e-12,1.3666070714926414e-10,4.872720815290823e-10
ch4,-8.523219999995761e-07,7.42653583131989e-05,0.3846593169729563,4.9710870907703475,1138,2.3326009661729954e-10,1.2391859488904729e-10,1.0090822490340925e-11,1.3971249592887235e-09,3.3208955824141834e-09
ch5,6.643913226528502e-07,4.32681293173421e-05,-0.09993725836949446,2.085588021566177,1244,4.3334317022831275e-11,2.7787565109211976e-11,6.003599700995457e-12,3.210181758184095e-10,1.2765357012280564e-09
ch6,8.768432228793929e-07,6.241225252689585e-05,-0.2821253906207764,3.9116423863971095,1170,1.044264231663383e-10,5.4138681359950953e-11,7.938582240449594e-12,8.833805162266286e-10,2.5063165565631176e-09
ch7,4.269485310323047e-07,5.5149519990740553e-05,0.5002107956557642,5.5873546148917335,1142,1.2416247379041614e-10,4.8016118435267015e-11,3.1244824573673546e-12,6.791937882038661e-10,2.029127367022157e-09
ch8,-2.2517835791374521e-07,7.083474405850385e-05,0.2510978677289182,3.4846593600517313,1081,2.54665206131412e-10,1.8196545863452435e-10,1.692821463759924e-11,1.2503054474287912e-09,3.0625059718541494e-09
ch9,1.1154160428420536e-06,4.55044513236349e-05,-0.09005962773314412,0.8720956739686994,1135,4.8636647239597733e-11,3.2367075303313655e-11,5.51089292850747e-12,3.228525035356103e-10,1.4523767220356813e-09
ch10,2.3064980458317432e-07,8.916254537886826e-05,0.30112045091847783,3.725846924998714,998,4.0879041280923787e-10,1.9697496360793776e-10,1.5125617280538996e-11,2.13102404709853e-09,4.849631358987838e-09
ch11,-6.38200037850196e-08,3.333885040967892e-05,0.14285520184110365,2.441627638445997,1170,3.545320741632458e-11,3.4614886287057354e-11,3.781322563996043e-12,2.424619643631868e-10,6.833687739242963e-10
ch12,-1.2044407248624576e-06,4.6691837066010294e-05,-0.03861270631174173,3.5591562419849536,1132,6.399984782218243e-11,4.826230594946925e-11,6.297514463807785e-12,3.318196070591982e-10,1.5461124037546852e-09
ch13,-7.143855075425473e-07,7.376354018064528e-05,-0.3553872410075437,3.0410718426517507,1007,2.8868873548724755e-10,1.1197485185439994e-10,6.9953728240932924e-12,1.2638939512234052e-09,3.585711281130229e-09
ch14,3.494686976760407e-07,3.5286908637349776e-05,0.04372591635904112,1.2551795656759621,1243,3.853498311978694e-11,2.3245024854526054e-11,5.136263550740383e-12,2.304961711709982e-10,8.419576675257227e-10
ch15,-6.715984912128706e-07,6.698490905767814e-05,-0.16614399095481733,3.12248001007172,1117,2.501858311776876e-10,1.0242956387679705e-10,9.01018339747913e-12,1.075363936438149e-09,2.885007441521745e-09
ch16,5.975301382592931e-07,5.97756246417474e-05,-0.41084575564557785,6.137574796576166,1167,9.623571736044651e-11,3.915817000140941e-11,4.954657815778661e-12,7.376823396821862e-10,2.3021247864588273e-09
ch17,-1.4818489128257124e-06,9.398667178001683e-05,-0.3663518824627459,2.094074411728526,950,4.37978070397627e-10,2.0668583228753208e-10,1.3864652090640264e-11,1.7972149359172149e-09,6.031055474725477e-09
