,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.1736138215455005e-07,2.4631744306448694e-05,0.12838916064196254,0.23713773958222628,3637,8.594854710463547e-11,1.0488531244663677e-10,4.6109038222467037e-11,1.4414641405783706e-10,1.9537095660423972e-10
ch1,2.0811303360864243e-07,2.3802067684104916e-05,0.005360420358787087,0.43556485191210204,3791,8.107097952111604e-11,1.2920838840317446e-10,4.592532346295929e-11,1.4799679668283105e-10,1.4197755826404875e-10
ch2,8.312586745552873e-09,2.6504836867012648e-05,-0.26832504708034777,0.20723722061860306,2958,8.407361586005033e-11,6.45999072165604e-11,4.8468210063082877e-11,1.7767886629982005e-10,2.893493222619865e-10
ch3,3.8233892198905615e-07,1.8731959272269072e-05,0.017502780093536705,0.203748942237449,3430,4.154062643345527e-11,6.43742425868863e-11,2.3704554913178308e-11,7.61865832657384e-11,1.2230012029014539e-10
ch4,-5.352051416174812e-08,3.830786099079941e-05,0.28863872475347024,0.4449903580805783,2602,4.823424062155055e-10,1.722702967740257e-10,3.992782993304973e-11,4.0235401812419217e-10,3.457139841483569e-10
ch5,9.608596996178174e-08,2.7865392194136483e-05,-0.2741496709132177,0.17878138547551758,4643,9.958295559732819e-11,7.68842460055116e-11,8.018182506838622e-11,1.9366855722338408e-10,2.7094194687987344e-10
ch6,-1.721429621537939e-08,2.8156576545911764e-05,-0.1895157578998464,0.21463032094406032,2492,1.3725203138627102e-10,8.171488835067947e-11,2.7303167499457752e-11,1.8766305574825325e-10,3.140446949675461e-10
ch7,3.1573588164691695e-07,2.432591293298691e-05,0.2738995692710066,0.9954284344847935,3621,8.355141975435943e-11,1.1395641573355658e-10,3.776629584137254e-11,1.347931487718714e-10,2.0194421344757587e-10
ch8,1.6961191320963552e-07,3.0719566846664634e-05,0.09706252205268456,0.44578509458640436,2726,3.5872325667373473e-10,1.329503415973274e-10,2.3520352549181374e-11,2.0513976926260448e-10,1.929240951057509e-10
ch9,1.3321366907763907e-07,2.4817006232385945e-05,-0.007243231867593569,0.2158974258782953,3577,9.259602656273011e-11,1.0739880683697782e-10,5.426011693186311e-11,1.2635056393129838e-10,1.9391445294784534e-10
ch10,-4.0510828637654885e-07,4.6606925555418095e-05,0.24274126231400778,0.15189775452631915,2284,1.1795463789479414e-09,1.3654753249559622e-10,2.123813281959089e-11,5.370521768065061e-10,2.701604269442281e-10
ch11,3.7463996880499535e-07,1.913774623578232e-05,0.4127698841262414,1.2176481276418771,3835,4.2590073811329036e-11,7.066057365198302e-11,2.9019973032687856e-11,7.84771993312993e-11,1.3217100309263227e-10
ch12,5.354704441339001e-08,2.4585122844611612e-05,0.04246992215340907,0.11582356520474191,3879,1.1273567357177352e-10,1.3452575864307127e-10,5.647515208288657e-11,1.2363889888315977e-10,1.472226867417922e-10
ch13,9.889872660068991e-08,2.103459379994955e-05,-0.07269288326569448,0.012959436607644204,2862,1.4650056820093264e-10,5.1188230933353696e-11,1.8418290178670083e-11,1.1593708225280185e-10,9.489674565201947e-11
ch14,-1.58212338342429e-07,2.555780800832296e-05,0.04588210921754943,0.1731084894103092,3186,9.130374595335252e-11,9.709767440876574e-11,3.819973486181254e-11,1.823447250446607e-10,1.9501732098493987e-10
ch15,-5.153109117605058e-09,3.002398493113625e-05,-0.05745732252826225,0.08438768212776537,2774,2.3718971378204345e-10,9.329466561528314e-11,3.0517217023198007e-11,2.980190915064683e-10,2.1179624547344536e-10
ch16,4.9453831058162003e-08,2.802381218003293e-05,-0.12601376028239866,0.10040914337833717,4523,1.555629032003331e-10,8.476003825402451e-11,6.842910082429932e-11,1.9810266054898132e-10,2.3663640223817e-10
ch17,3.9902138190054215e-07,3.735212341666522e-05,-0.15463853942933584,0.08586509503287632,2333,7.02268518852933e-10,1.0327641481375047e-10,1.8382441214246418e-11,3.374947700541349e-10,1.9967223861128126e-10
