,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-5.978279841500925e-08,1.2415222043257057e-05,0.22393713615456295,1.6252889290470849,3507,1.2018789680425737e-11,3.5291623170185537e-11,7.849506835807672e-12,2.5562055394854113e-11,5.979542015524097e-11
ch1,9.855608220173336e-07,2.3200202659537767e-05,0.9867806551766121,4.655980008907956,5114,8.386444960509767e-12,8.165901251794163e-11,4.918517638297543e-11,2.6125706627848187e-11,2.6777423256643944e-10
ch2,9.589036080249057e-08,1.451120009650122e-05,0.2319534154269096,0.7870666687540679,3405,8.419474516570688e-11,4.073551815368887e-11,6.2725118210690694e-12,3.206805770036674e-11,4.285792557214388e-11
ch3,9.150838884246196e-07,2.5804010297672046e-05,1.1032562809047008,5.35117230174817,5076,7.425827896147598e-12,8.01329943961919e-11,5.501467388363544e-11,2.839866706054625e-11,3.3612951730996376e-10
ch4,8.276368286997725e-08,1.12485806789059e-05,0.045239887171743105,0.8049413299396533,3903,1.076861264118211e-11,4.9505450813748094e-11,3.4071820147042457e-12,1.7761727276480658e-11,3.713877867607752e-11
ch5,2.684635326118916e-07,1.2551854052359587e-05,-0.025726492731489164,0.5340189113197606,2849,2.887097413232294e-11,1.8484018014409522e-11,3.652061112010507e-12,3.681817687674618e-11,6.260649381598631e-11
ch6,-5.350232751921226e-09,1.6513750698579257e-05,0.16487112342022756,0.8092337678364254,3200,1.2579737434271826e-10,4.721968159949754e-11,5.053354650435877e-12,4.9423228455379915e-11,4.1466165723746203e-11
ch7,1.0290146880986515e-06,2.4150387057746528e-05,0.8902256886087914,4.5310930170670565,5557,1.0534964862403134e-11,1.1862660964839329e-10,5.806320856941633e-11,3.302816783925562e-11,2.6166878000567635e-10
ch8,8.007458435429285e-08,1.2313806097285416e-05,0.08178443319964217,0.7244758800811293,3900,1.2154320829995843e-11,7.052977523917363e-11,3.2029061620737644e-12,2.1548071556604093e-11,3.6123029721572885e-11
ch9,-5.4544238016130967e-08,1.3760540886486693e-05,0.11803442167852321,0.5296517872796769,3208,5.573154036329091e-11,4.256682318178497e-11,5.065179023835375e-12,3.292279578463462e-11,4.81639835309105e-11
ch10,1.680829393189514e-07,1.1210313582885046e-05,0.09673484656973161,0.7015669333833294,3410,7.6870086583419e-12,4.128702536398151e-11,2.797200246796337e-12,1.997986651222747e-11,4.646125682336911e-11
ch11,7.640501367357329e-07,2.0449985703827135e-05,0.6250945217162104,4.523632288758788,6312,7.832125560208878e-12,8.14680526853721e-11,5.887079160614879e-11,2.4368651957410764e-11,1.734226814130804e-10
ch12,4.189910025735826e-07,1.4670524972178003e-05,0.5574068980951805,1.9478669804527655,3502,1.2174201177203366e-11,4.5787742601865796e-11,5.582665399651766e-12,2.230584791922861e-11,9.603100066172055e-11
ch13,1.2829971434841295e-07,1.1065662793215478e-05,0.11287734257891162,0.795076616186404,3679,2.2850373609270656e-11,4.746078840693368e-11,3.1329759947926084e-12,1.9146037037878513e-11,2.697094986396086e-11
ch14,2.610232077827532e-09,1.1699360507987916e-05,-0.16930034575476696,1.0526997200802368,2776,1.741315297322762e-11,1.6439847444460137e-11,4.150215921201423e-12,2.997540504061055e-11,5.921416787818228e-11
ch15,-1.8028321252356186e-08,8.983260594334094e-06,0.06548322882443346,0.6019426967079848,3293,1.4688951432786178e-11,1.9238934315025017e-11,2.1184742794637053e-12,1.496637106279824e-11,2.64827097735554e-11
ch16,6.046417866284405e-08,1.209456390776047e-05,-0.00913525186528382,0.5795705712673245,3054,2.6203516194341963e-11,2.4392956418910887e-11,3.6536890577543435e-12,3.020269218578426e-11,5.481748984026505e-11
ch17,-1.1661507913537548e-08,1.027673532115948e-05,0.07601651634821786,0.6347273611558037,3319,1.696852291194498e-11,3.367198640275153e-11,2.574569107185285e-12,1.9692956544401788e-11,2.949343827940087e-11
