,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.8392067898002198e-07,1.9835209209853213e-05,0.9015620577803929,12.78227149918963,2497,1.5146353644192343e-11,2.340706135260092e-11,1.656476344076298e-11,2.2941543049710733e-11,1.8287372079608034e-10
ch1,1.403626132568287e-07,2.1757017947363e-05,0.12923790966413382,7.2670099036169855,2347,4.4403771930663656e-11,4.896036547579415e-11,7.242789156831493e-12,3.6308396400101104e-11,2.428682546366242e-10
ch2,-2.8737829214904674e-08,1.0870974065807818e-05,0.011279014171565866,1.0144370213856826,3505,7.598537880272018e-12,1.638879930189841e-11,8.042422000387317e-12,2.4035245447052318e-11,4.97327666824797e-11
ch3,2.1375154912359084e-07,1.7291032247435615e-05,0.13466321771617548,13.075156355226866,2462,1.581160054703242e-11,1.7171389509500843e-11,9.74521260944885e-12,2.2728920735762235e-11,1.592986575476798e-10
ch4,4.70980887190596e-08,1.660076549763472e-05,-0.35107808666600865,5.574885500876881,2441,2.4579493886167064e-11,3.201465314717319e-11,6.321597858687221e-12,2.680446637325751e-11,1.3695767556148523e-10
ch5,-7.418354569171301e-08,1.2148078095186565e-05,-0.10632547889261788,1.9461301181884645,2729,7.690977227495527e-12,2.010982061503414e-11,5.757916627534654e-12,2.08296235344532e-11,7.24560752151643e-11
ch6,-1.8865315273585205e-07,1.293348682430624e-05,-0.042489585885983,1.5544124030960624,3679,9.3115442938913e-12,2.6988187363461053e-11,9.835515097917685e-12,2.2323747483665214e-11,7.338427521479687e-11
ch7,2.4604831943235674e-07,2.1815007713151434e-05,-0.10695551325830166,7.678329355575649,2449,3.7640727402402674e-11,6.805191387799835e-11,1.7212415872922747e-11,3.8235829616334676e-11,2.384362886086061e-10
ch8,1.0435187903147785e-07,1.470696558187802e-05,-0.722079155089909,10.233459870447032,2815,1.9342963183511427e-11,3.207415915386283e-11,1.0058720387516546e-11,2.5112149749777068e-11,9.297339074851033e-11
ch9,-2.389370404568665e-07,1.3542615843352736e-05,-1.0839559724237604,25.04376748581302,2741,8.47493446896184e-12,3.514544418393555e-11,3.9146699719600245e-11,1.4103655660963729e-11,6.979457033685743e-11
ch10,-6.757333169729383e-08,1.7406455612222377e-05,-0.1908343155095608,6.353436639623858,2141,2.2712638854275294e-11,3.082969845387686e-11,2.2399090151043674e-12,4.4539743925285715e-11,1.543255320840207e-10
ch11,2.0952271875995153e-07,2.148015563281374e-05,1.1548348572571787,28.03059957039221,2638,2.1982321464969667e-11,3.5782973937314924e-11,2.808389713304215e-11,2.4288053199002913e-11,1.9589163733719314e-10
ch12,-1.0638356971552716e-08,1.705461022858662e-05,1.2287538586110855,22.84850188584571,2685,1.1747344544783825e-11,3.827492873594333e-11,3.974138886150578e-11,1.874929735307093e-11,1.0761825651599788e-10
ch13,-2.2308547389059147e-07,1.2975453035667529e-05,-0.23900224479518872,5.492119397977579,2939,1.2156779421308478e-11,3.3008315889761e-11,1.0800112311345643e-11,1.813736823015505e-11,7.283832624182119e-11
ch14,-2.813939725040617e-07,1.2802522968894293e-05,-0.8707544024174237,14.98086622415314,2955,7.1770489564570985e-12,2.4531507783786106e-11,2.058957894855127e-11,1.5597913971143828e-11,6.794656009114632e-11
ch15,-5.457917912161224e-08,1.103712750050751e-05,-0.29509423711038857,4.422244806545611,2879,8.779344235132406e-12,1.56603486563093e-11,4.42005913770368e-12,1.1333791046173014e-11,5.952684735598604e-11
ch16,-8.037303310782718e-08,9.563286096481337e-06,-0.1586746999872788,1.4417410438824385,3805,5.7578042995911995e-12,1.2656047833387728e-11,6.2076334756488645e-12,1.1230848387472695e-11,3.7314889896715486e-11
ch17,-6.200735825155991e-08,1.485806659402838e-05,-0.1517762337023131,2.575454119809642,2249,1.5129737545921614e-11,3.0275939842535953e-11,2.5001988729841297e-12,3.287579484122273e-11,1.105871565622308e-10
