,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.279643636883713e-06,4.575188939812693e-05,-0.3673616718667728,2.1235883072474477,858,4.7478356996377765e-11,1.586566183328162e-11,2.027331263860799e-12,2.636835038440811e-10,1.318167443812365e-09
ch1,1.461930546948554e-06,4.878125051215077e-05,0.2653839421622689,2.5842460706858317,1073,7.666400721207442e-11,2.6970510680021768e-11,2.761565553767184e-12,3.900711950765403e-10,1.3500732508915982e-09
ch2,-9.030294922870637e-08,3.743695995142401e-05,0.10658311711297111,0.8833188818619364,1040,3.358561956349276e-11,1.4237256558351411e-11,2.3956607889879795e-12,3.191824974196904e-10,8.272437496832789e-10
ch3,7.005483170900472e-08,2.8824668665212434e-05,-0.02472275369775703,1.4881042462431884,1025,2.4976885777545678e-11,9.687374526715345e-12,1.6591543555603092e-12,1.1635527971707417e-10,4.98498705232807e-10
ch4,-1.035357600024882e-06,5.103894400276748e-05,-0.15475007635227475,1.4281023133670239,963,5.4231002109829914e-11,2.6316516456163875e-11,3.310278127561841e-12,2.792329719827398e-10,1.7719273990645217e-09
ch5,-4.762821351405219e-09,4.093990494638454e-05,0.49215826098087484,4.1474217238295505,1087,3.4483586972243854e-11,1.6836020910714093e-11,2.3798948049219333e-12,2.956898769144394e-10,1.0448438767696347e-09
ch6,-6.373602180757381e-07,5.166132310256272e-05,-0.10915460104662321,1.9462825496577771,920,4.7816463650835583e-11,2.4382523879639053e-11,2.9504824628426406e-12,4.178330239522372e-10,1.6616744913928949e-09
ch7,6.721392051167165e-07,3.9733841845104187e-05,0.3173302032498117,2.7234684515013665,1128,3.6798294412941133e-11,2.5041247526896567e-11,3.5233084321499406e-12,2.5485631530127604e-10,9.560944990509094e-10
ch8,-4.877706552422666e-07,4.7901060593659255e-05,-0.1042677489044562,1.0863152425635585,886,3.681325827646487e-11,2.086311344591493e-11,2.651138201425471e-12,2.312677162559036e-10,1.5236133192529552e-09
ch9,3.346091789307642e-07,3.6982370968501346e-05,0.5149593888569114,5.048195755900119,1064,2.8657197559535732e-11,1.3725993215862362e-11,1.894582777679619e-12,2.4607375826263085e-10,8.431238553476891e-10
ch10,-3.766533623161406e-07,6.400093393701764e-05,-0.07162232582816558,2.352832837027763,917,6.540910310159526e-11,3.657193102684463e-11,2.8685664485275023e-12,4.559131265409471e-10,2.803982364988536e-09
ch11,-4.217483795367171e-07,2.8179416324858935e-05,-0.2837036945292666,1.8822133344144794,1234,1.5525111958662007e-11,1.1768465991763758e-11,3.168500542398887e-12,8.772181328913093e-11,5.470985208592364e-10
ch12,-1.750550995100234e-07,3.1548581383696783e-05,-0.10243399823544554,1.4637342955118022,938,1.6011453189519325e-11,8.705132843368763e-12,1.324369840292501e-12,1.1162448724465194e-10,6.424664012957945e-10
ch13,7.692194645121119e-08,3.530245914547362e-05,0.44907331440278353,4.371076570816565,1139,3.1311013734169015e-11,1.9183244008639475e-11,2.081068541343132e-12,1.86609346202723e-10,7.825081390265509e-10
ch14,-2.566905559821407e-07,3.6946397753247285e-05,0.20126932973616085,1.9839926486957777,1153,4.61219977366242e-11,1.768459587741414e-11,2.2194344998795375e-12,3.02861392605622e-10,8.484323721192217e-10
ch15,-3.746998253870265e-07,3.2611224189514714e-05,0.13081206102022394,1.9787365616915826,1272,3.2378784274750546e-11,1.957276405531937e-11,3.0970275807147235e-12,1.5953506699149635e-10,6.229196828715108e-10
ch16,-1.5088261789409051e-06,4.2460210508538406e-05,0.3104835814816278,2.7193640127968584,1190,3.7195445622467155e-11,1.9596480410315174e-11,3.5297430161187225e-12,2.9191490482166685e-10,1.1403509817002366e-09
ch17,-7.292495695422426e-07,4.6090329517619416e-05,0.41788055754664144,3.511078427010607,1032,5.384356273696971e-11,3.329231478631515e-11,2.6165695703622376e-12,3.408489770344196e-10,1.2208576809614424e-09
