,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.754659475098193e-07,1.4021663500110983e-05,0.032718405719964254,0.2556690338602303,1815,1.0415976187362058e-11,1.0195610410330662e-11,1.6907751999970682e-12,4.458689146408692e-11,1.1860531338748544e-10
ch1,3.9557124661756145e-08,1.9428944241493898e-05,0.039713645714437945,1.3592972085778277,1700,1.4365252735238827e-11,1.3715233563737438e-11,2.248509995057135e-12,1.1530623142070773e-10,1.9722948528043422e-10
ch2,1.5958318541557137e-07,1.760058486339264e-05,-0.07400913029284999,1.0194459760286314,1785,1.5320983987112004e-11,7.487829336865088e-12,2.671846195141166e-12,3.931520198913071e-11,1.7638586242257592e-10
ch3,4.470786340082346e-08,1.2136197829881883e-05,0.54850911442955,4.247657200333206,2306,6.701324321344074e-12,7.892061806426163e-12,1.964507901296596e-12,2.514881574840236e-11,8.313806044925273e-11
ch4,5.462695261243174e-07,1.9076607710844688e-05,0.027368500067977506,0.18258784990951238,1744,2.292502989203395e-11,1.8401658611420718e-11,2.670714075572807e-12,9.696089582577678e-11,1.889892135784554e-10
ch5,5.363872388888203e-08,2.0939708026499904e-05,-0.038890359273173566,0.20121144678107727,1532,2.0809201583460764e-11,1.0274803470630372e-11,2.725851008360385e-12,8.507055544448919e-11,2.6451709235363293e-10
ch6,-2.0571370661555362e-07,2.0567065215826332e-05,0.11117993944620384,0.6597610277625034,1703,2.7030649848172885e-11,1.0057559558588746e-11,3.4324035462125434e-12,7.1319859583086e-11,2.3152443229892887e-10
ch7,-3.655878142132701e-08,1.8945436492505944e-05,-0.016364678166784326,1.407524462079314,1800,1.5381167796729772e-11,1.4213830948623688e-11,3.1084376735093582e-12,9.385903277045557e-11,2.054772150709535e-10
ch8,4.042185213867586e-07,1.8382425475552286e-05,-0.10308026414620455,0.47829743278162384,1811,2.0365412299236145e-11,1.646436837857758e-11,2.8134374826387116e-12,8.229046722749135e-11,1.8314658624418502e-10
ch9,1.4102173089461156e-07,1.91381248571433e-05,0.23283860611603072,1.716461663397724,1611,2.5704529526144096e-11,1.1427334651668744e-11,2.026211916900206e-12,5.3763948989881205e-11,2.1032641122895492e-10
ch10,3.6168851222235854e-07,2.1847466845316707e-05,0.032891540677070896,0.360059841032462,2092,2.6225573225477848e-11,1.646091875260731e-11,5.2097965080746636e-12,1.2870747984560036e-10,2.494806730448067e-10
ch11,-5.789440586916481e-09,1.2186783267861303e-05,0.6327077405442847,5.378572195971461,2551,6.950662026643734e-12,7.052504263064686e-12,2.216340646070313e-12,2.5280368880822844e-11,8.193772963131775e-11
ch12,1.2224727906934982e-07,1.1908644198235813e-05,-0.04602011364936023,0.6722161551917929,1940,1.152309519263861e-11,9.08061593889029e-12,1.850179720535171e-12,2.877117330370517e-11,7.864039781284227e-11
ch13,2.606020574174797e-07,2.5819743352305564e-05,0.1625759377794007,1.788191111852857,1216,2.7786368080987547e-11,1.2303499808702869e-11,1.8705015636549475e-12,7.614509316016765e-11,4.03765512550407e-10
ch14,2.495861722414486e-07,2.6625280717666374e-05,0.018502652715897603,0.9035462920253527,1309,2.1275773444061597e-11,1.5171780516876334e-11,2.5140815071522666e-12,8.487211872193961e-11,4.664463099828985e-10
ch15,3.575957304071449e-07,2.641132502178169e-05,-0.08253065156408944,1.1388877032927605,1279,2.0800103598091843e-11,1.255012967705392e-11,2.1304624437500886e-12,9.41485599332613e-11,4.415568911937665e-10
ch16,-4.326489885099822e-07,2.3100297727435363e-05,0.04477275183099583,0.4044598571937308,1809,2.5519306170422173e-11,1.0420256138348428e-11,4.2715212065383904e-12,9.569582510006714e-11,3.1134056008274794e-10
ch17,4.381035389232231e-07,2.8875382080991856e-05,-0.14912320727894068,1.1016879763058194,1620,2.6964082493711926e-11,1.536967668434856e-11,5.294361784304901e-12,1.4655136121596918e-10,5.095283343704783e-10
