,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.0135353701809308e-07,4.731765954636558e-05,1.3830369921440544,14.033245900459029,6598,1.497979229394806e-11,1.2295262740246472e-10,1.797018404797282e-10,8.424404158365904e-11,1.1545193203800985e-09
ch1,3.7804143480588835e-07,5.862531330918218e-05,1.4602346000553026,11.528472242580937,5528,1.4496033604231112e-11,1.2789583590014495e-10,1.3363110504151097e-10,1.8118981220050547e-10,2.113731873457917e-09
ch2,1.558299352434946e-08,1.0766016205734317e-05,0.14119141334833857,3.2475378324783657,6613,9.586497237257323e-12,2.924062635581877e-11,2.797408440012703e-11,1.031133971752685e-11,2.6066921508554356e-11
ch3,1.3004381545749847e-07,5.707805967728106e-05,1.7554492942951816,17.37668298189902,5070,1.4893672538873792e-11,8.356799995629776e-11,9.57975808952111e-11,1.768175679732653e-10,1.9495618584272886e-09
ch4,2.264932986567877e-08,2.000466825102073e-05,0.6959773138559235,6.142885907776494,5765,1.959373682303994e-11,3.78087167040811e-11,4.306680977354675e-11,2.4165528669175373e-11,1.9001564292653802e-10
ch5,3.5967596103679957e-09,9.84692538782687e-06,0.10948985722518939,3.813180168805834,5934,8.382832376597968e-12,1.9691582546488123e-11,2.001237312387792e-11,8.669463105474153e-12,2.867657301538498e-11
ch6,-4.500653914281385e-08,1.0283396902271543e-05,0.17315243748561843,7.341211669666425,5505,9.016075422588362e-12,1.6600218210351496e-11,1.4899018574876906e-11,1.171307273986235e-11,3.646542961113523e-11
ch7,2.1096436065414983e-07,5.4494943693410014e-05,1.4850227467102906,11.875897205712077,5491,1.4764695347195664e-11,9.256892534141729e-11,9.432640661195784e-11,1.577419992950929e-10,1.8520988955295813e-09
ch8,9.593838981398155e-08,1.652230049980523e-05,0.822897001634746,6.313025365266171,5476,1.3516422341715163e-11,2.4465327408017698e-11,2.3855451349444388e-11,1.880272840046228e-11,1.3438043659359747e-10
ch9,2.4733057210210432e-08,2.0995795766361163e-05,-1.2850815953143693,11.824045027697414,7820,1.6490448200003386e-11,1.2110842897351166e-10,1.809522790158552e-10,1.4162948179256225e-11,5.897582029092568e-11
ch10,1.4799228651042721e-07,1.6603503597934797e-05,1.1268089973316415,9.025679673212998,2928,6.078015361897899e-12,7.04440519441222e-12,3.7329320706276944e-12,2.2055589319581668e-11,1.6817653489050916e-10
ch11,1.5055574398588365e-07,6.307932671814849e-05,1.4957178931811166,15.732907410093322,5203,1.524995286225337e-11,5.716040877705299e-11,9.279987158476584e-11,1.982314623806757e-10,2.44438611204579e-09
ch12,4.151962424865699e-08,3.448694801995217e-05,1.3696298659699058,11.104455006677275,6793,2.0212941735167185e-11,1.2394691958019274e-10,2.004176426090308e-10,4.559968038875717e-11,4.474700654046499e-10
ch13,-3.2523558631499344e-08,1.1196920358760513e-05,0.2343956856138586,5.622904729981787,4158,1.777991836442092e-11,1.7699079561671558e-11,1.4262019692900439e-11,9.497404860089199e-12,4.8582136724342876e-11
ch14,4.811882093494904e-08,2.0009403203266427e-05,-0.4646713793950399,3.9158709320441663,7860,1.3764761692391355e-11,1.1760697018476585e-10,1.6140333808084388e-10,1.060016200981677e-11,5.616343825916746e-11
ch15,-6.530559185371698e-08,1.1859034779671616e-05,0.265431804940582,6.882870997466739,6692,1.2733231571423041e-11,2.161603998979968e-11,2.26013781693612e-11,8.015411733063846e-12,4.113091900939224e-11
ch16,-4.390917172175493e-08,1.010009342150838e-05,0.6482818933105746,7.064925343297167,7667,4.958432285636283e-12,1.4517346660564544e-11,1.6532623701141192e-11,7.428804701842721e-12,3.881235007261557e-11
ch17,-1.2871207243766814e-07,1.0107880667486937e-05,0.13836375398903564,0.8062064394622959,3795,1.7095161793754537e-11,1.2907131922999643e-11,4.557737818037548e-12,1.332646380803093e-11,4.341494266896713e-11
