,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-4.380833435166692e-08,2.2128554177261456e-05,-1.2424531047547043,38.68661582499742,4325,3.2242856122735086e-11,5.979867191521564e-11,1.3605990238562747e-10,2.481090328323581e-11,1.445519392754782e-10
ch1,-4.704394756689974e-08,2.429132678517067e-05,0.2504598243389843,9.813154861553524,4623,1.3706163438425506e-11,2.484960210037801e-11,5.0255057778126914e-11,3.09998647515254e-11,3.2118129916097765e-10
ch2,1.6933580909898058e-08,1.4175440412901339e-05,-0.7573510291284329,65.53103564509476,4870,2.4589871804464878e-11,2.509517494765911e-11,6.823610131814745e-11,2.9767511835825705e-11,2.5989537289161194e-11
ch3,-1.0843605212089662e-07,2.9516211250101366e-05,0.6128238381429014,21.289100143299784,4334,2.579583595171121e-11,6.68007658348953e-11,1.3890459172038663e-10,3.5877730810932257e-11,3.712812688870532e-10
ch4,-5.836251463244164e-09,1.8873757123134932e-05,-0.4709760808849399,35.721070073916124,4766,5.48725552451149e-11,4.4711546984921494e-11,1.122153327690858e-10,1.5605749641310958e-11,6.570312752602238e-11
ch5,-1.6651298167098306e-08,1.2896785523632321e-05,-0.6519194314305586,76.3531664718447,5692,1.758478158016757e-11,2.6800955631810862e-11,6.848532149392683e-11,1.2715135510332763e-11,1.534970927867135e-11
ch6,-1.2232545145694905e-07,1.4910356883005673e-05,-0.41900725138462774,48.14484465710336,4756,3.467248499290336e-11,3.3642505936735526e-11,6.640077691868068e-11,2.8770340419838545e-11,2.986737434316645e-11
ch7,1.0399085981687667e-07,2.039929546447102e-05,0.3135055794020815,10.749563964916055,3839,1.0637837909701908e-11,1.4321115505831542e-11,3.136566823793486e-11,2.670978273692855e-11,2.327257485513495e-10
ch8,-7.146495856448244e-08,1.5540036254328777e-05,-0.8407528102722784,41.10730494990631,3040,3.5872277082502455e-11,2.7667343058258128e-11,5.947345849532129e-11,1.544058383984522e-11,5.898915228815174e-11
ch9,-6.92320731062728e-08,1.248599986108845e-05,-0.656899686787976,35.686951205934925,4024,1.7751790509063796e-11,1.974265936311873e-11,4.579853920555135e-11,2.5290693302616948e-11,2.822125878787467e-11
ch10,2.3167775407820183e-08,1.1009606570035816e-05,0.13331187828595423,3.6578598020345865,2933,3.048111009120566e-11,8.527260072339788e-12,5.98444122323225e-12,1.1593925361442845e-11,4.608914708989384e-11
ch11,-1.804041514825004e-08,2.5039352003394632e-05,0.8491091606165001,28.05265026963092,3841,1.4239401567142733e-11,4.685614736915027e-11,9.335675952639083e-11,3.724415928323912e-11,2.890950696144693e-10
ch12,-8.97727766280076e-08,1.882974698784596e-05,-0.19430675026227437,50.61825284001162,4035,2.75200329668285e-11,3.8999915150643584e-11,9.01334662707328e-11,2.9879782814385635e-11,9.21438312491003e-11
ch13,-8.491517134775666e-08,1.3907507208114202e-05,0.3259554445605474,31.54175737815634,3794,4.2418939414897286e-11,2.922151847958531e-11,4.2206580430593255e-11,2.317691845943295e-11,3.2250879768110936e-11
ch14,-6.859068518270743e-08,1.5368318303043986e-05,0.6650559000275925,56.54149550526917,4632,1.9246382355375694e-11,3.404758733120068e-11,8.13829896254499e-11,1.6953515253264115e-11,4.8502829302570285e-11
ch15,-5.48033951304978e-08,1.4566689854607145e-05,-0.17713382310574421,75.31009354689213,4935,2.6292544892522164e-11,3.631032036093617e-11,9.235334123134587e-11,1.0807667565459326e-11,1.5162822655392525e-11
ch16,-1.3189297678933176e-07,1.4099664917964689e-05,-0.15671104636484443,57.75419381716906,4891,2.984557824431959e-11,3.109440695530074e-11,6.89651884213861e-11,1.893778235523561e-11,1.9849534758827858e-11
ch17,-1.0127092710165225e-07,1.1971155178083292e-05,0.28152488452027336,0.8386219638882513,2898,7.209118741406812e-11,1.718559993911833e-11,6.11672613975742e-12,1.978674408446198e-11,2.2404300861992598e-11
