,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-3.1399806574587587e-08,1.0187558045112577e-05,0.049857449421283874,0.49624908245965216,2666,1.618108932814877e-11,1.1658704408185036e-11,2.7621395291671545e-12,2.1342117292184004e-11,4.488222658220111e-11
ch1,-6.808353960267721e-08,1.1406674286711633e-05,0.19502573472357865,1.351423996680392,2481,9.981210340909018e-12,1.1730312607720583e-11,3.2844793610795768e-12,3.422045813647075e-11,6.060808523396192e-11
ch2,2.8564264110423157e-08,9.318233625635452e-06,-0.18694404900782083,0.5809142194565435,2406,1.0132224093262101e-11,5.998821728880676e-12,1.6601305081163182e-12,2.925938400986297e-11,3.612926742847158e-11
ch3,1.6065774257329884e-08,9.069999322556474e-06,0.08363213191836746,0.5819759573309176,2488,8.026918194041215e-12,6.517932449284054e-12,1.935265724533008e-12,1.5554828435676664e-11,3.725404327141781e-11
ch4,-6.683749814434405e-08,1.0354526116439622e-05,-0.0454340451020146,0.6893169949155551,2396,1.178254923079729e-11,1.1446693304696878e-11,1.98090734425252e-12,3.2216148179764396e-11,4.4916319477327693e-11
ch5,3.855563731111053e-09,1.2377167545603934e-05,-0.1357456478876476,0.36849650749325624,2147,2.0153133267755933e-11,1.0829759780232776e-11,1.7748946926487853e-12,5.157691624388775e-11,6.260604617368215e-11
ch6,2.234895284193477e-09,9.988395768424866e-06,-0.09142909461124477,0.6611792072485594,2105,1.106238007426556e-11,7.306954123651917e-12,1.378144844594385e-12,3.045005824662441e-11,4.520531631833462e-11
ch7,-1.4924253681295648e-08,1.1207555706886856e-05,0.15543077834564137,1.1597732972414772,2578,8.966008319529623e-12,9.49708990052754e-12,5.207740102199604e-12,3.0440085357639536e-11,6.200714703142786e-11
ch8,-1.0350483440124559e-07,9.145734889573284e-06,0.030184600213981283,2.9809528039654243,2425,8.354923281906968e-12,7.552020905221729e-12,1.5444152013580283e-12,2.7964445782444184e-11,3.2128399351794224e-11
ch9,-1.3127586313202065e-08,1.0116617243266376e-05,-0.2340326941155284,0.6231809501913967,4243,9.237559768677412e-12,1.3114103844189941e-11,1.3788000618198249e-11,2.1784995883419394e-11,3.76198599101396e-11
ch10,-2.2466120499073508e-07,1.0925975642674175e-05,0.7116664049858695,22.486352139463612,2361,1.1055018945620687e-11,1.1866572331431883e-11,2.071187608626208e-12,4.4454905331606885e-11,3.950388872176057e-11
ch11,-1.1492913562649734e-07,8.81479842551185e-06,0.08312469196075498,1.067517926909093,2901,5.079326477960838e-12,5.351978000688012e-12,4.297679595478709e-12,1.3412398044278117e-11,3.7813257019874704e-11
ch12,-2.322165771088149e-08,9.411287061661292e-06,0.1005320384327252,0.5388881247016712,4635,7.448862002170486e-12,1.1357969089379822e-11,1.3120455207267774e-11,1.4027559889754787e-11,3.131798389622899e-11
ch13,-9.066679931959618e-09,8.166605261559164e-06,-0.10195623150210031,0.7894963380391249,2221,6.55767895707377e-12,5.616030522521265e-12,9.875780511436705e-13,2.0824307402388662e-11,2.918615235768989e-11
ch14,-1.611166325805919e-07,1.2353506358193846e-05,-0.00828499568893028,0.4167499674154467,2323,2.2716184884313807e-11,1.1562285569919165e-11,2.31194864606207e-12,4.086044147028286e-11,6.790627125355078e-11
ch15,2.0457499518166148e-08,1.1063705268601585e-05,0.0031415910213358064,-0.023212674218636487,3243,7.475249856854354e-12,7.571080065779492e-12,6.009541343248459e-12,2.0876275558779017e-11,4.713271185662858e-11
ch16,-5.773106913340608e-08,1.2778908552902502e-05,-0.15846922876864422,0.2393214124834886,3101,1.24772644411554e-11,8.963925544334117e-12,6.194672779001126e-12,3.3723095153531666e-11,6.360964554930708e-11
ch17,-9.029981838656816e-08,1.1035983711349046e-05,-0.07620710118026001,1.1078346235888725,2544,1.0285110200711305e-11,1.1524004274033066e-11,2.868408944860874e-12,3.719948642509043e-11,5.218552802671852e-11
