,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-5.720216277110451e-07,2.7496793067129423e-05,0.00949981525434715,0.1156753719377388,3858,4.596251835059988e-11,2.0443272874990024e-10,5.294357130383407e-11,1.4323646181368605e-10,2.549190233760185e-10
ch1,-5.523689630923259e-07,2.451481183595351e-05,0.1349660623238053,0.9159990177341197,3867,3.600801558128395e-11,9.436698610121453e-11,4.701029065699578e-11,1.645080067052048e-10,2.1360023080966755e-10
ch2,3.589341815547945e-07,3.184142247759373e-05,0.03388701175888175,0.5206894337276631,2484,9.945336434272256e-11,1.293786875524882e-10,1.045828863175038e-11,2.6217786161816494e-10,4.390109072357827e-10
ch3,-3.160628391722167e-07,1.8479455828697518e-05,0.0326795373128655,0.6464926376260443,3553,1.7350175256193056e-11,5.919614272740686e-11,2.3661702524322098e-11,5.6680485201972044e-11,1.3137823374077686e-10
ch4,-2.1807468642131254e-07,3.103894079193639e-05,-0.07927829639336813,0.2613314360728842,2838,9.192171447844871e-11,9.688080980508502e-11,3.7966442236443116e-11,2.897064521389275e-10,3.824282841047654e-10
ch5,1.492741723637062e-07,2.67915552180628e-05,-0.07201420673533492,0.565643022647131,2973,6.165221613267924e-11,1.2305395828058605e-10,1.1016939872691859e-11,1.656341601139019e-10,2.760537950929322e-10
ch6,5.034027202025551e-07,3.339969038177705e-05,0.057835919137344684,0.42377931250771983,2023,1.1742128786616868e-10,7.983321834059346e-11,9.874781413444245e-12,3.236697428491228e-10,4.4820464143456016e-10
ch7,-8.612397660944762e-07,2.1453159386807832e-05,0.3406413408320097,2.795432014845785,2891,2.43026830877002e-11,4.989486784890266e-11,1.7254549528955937e-11,1.0060892164227538e-10,1.8613230770314232e-10
ch8,-5.98229087202873e-07,2.988649260155663e-05,-0.13553334226133443,0.1939680051118926,2202,4.368241127649554e-11,7.702613610536341e-11,1.4349438117333522e-11,2.5931889490348863e-10,4.1733803737642255e-10
ch9,3.528076235698087e-07,3.296524539174224e-05,-0.05822970087003611,0.27422872985789626,3480,6.54694572986405e-11,2.9762691314745855e-10,2.000130064864267e-11,2.7860223053986497e-10,3.518752642995368e-10
ch10,-3.071668748051334e-07,2.9286285920451188e-05,0.02381274910903139,0.3390755525129876,1861,5.452680439108738e-11,4.6967400411088555e-11,8.151835422122172e-12,3.6574327510314904e-10,3.2865989133658543e-10
ch11,-8.332487387959154e-07,2.0578299070838436e-05,0.42176692149138023,3.2066977172270947,2895,1.8786004304298946e-11,5.4890058010748106e-11,1.4918543427669235e-11,6.330224117411774e-11,1.8213280294564006e-10
ch12,-1.0196559810115432e-08,2.6386824956159965e-05,-0.10627987802020926,0.06491335359936601,3360,3.1421035662822064e-11,1.6383924365739415e-10,2.2378038577532582e-11,1.39239927674109e-10,2.7031634713828133e-10
ch13,8.184463933060044e-07,2.6374759382072644e-05,0.017984837331947636,1.8321944920840947,2224,4.942084941082831e-11,6.601591756537974e-11,7.222556503366983e-12,1.9501017134303e-10,3.124782911353458e-10
ch14,5.40674389466315e-07,3.388338160714971e-05,-0.019335123428001675,0.5057797557733235,3813,7.208694084792607e-11,3.1388619844798595e-10,5.1033270547922555e-11,3.272565639000021e-10,3.3621972421545193e-10
ch15,6.588338175707438e-07,3.2598506965863483e-05,0.12847149180581777,1.994945364965968,2466,8.80872481167498e-11,1.0520620946473289e-10,1.145681224483518e-11,3.6293927194126907e-10,4.2134562317850946e-10
ch16,-9.439393036977405e-08,2.5374387350270363e-05,-0.023486811235191446,0.41061989956555367,2530,8.322355584062893e-11,7.57733780197821e-11,7.77969485173474e-12,1.7680621185342279e-10,2.2847335354565833e-10
ch17,6.035112288451779e-07,3.142235852312153e-05,0.054767607791102735,3.7873099827942625,2083,7.615830761010394e-11,8.139361423287941e-11,8.12880184147584e-12,3.852598301828556e-10,3.851895294078386e-10
