,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.1638073766956676e-06,0.00011521566972760829,-0.023752149351575772,0.6754666955484736,3094,1.4132030132730862e-10,7.454008414805871e-10,8.181547578147268e-10,1.1210481089111586e-09,9.481582092114442e-09
ch1,-2.2383481827978654e-07,9.875806206175513e-05,0.13210786136757752,0.8585164936719734,2387,1.1650702610343022e-10,6.497845773978839e-10,5.322106876142775e-10,1.2229551522509861e-09,6.689761546222403e-09
ch2,-9.066488016783859e-07,6.583109823765846e-05,0.05813645937073072,5.7275460244195955,3277,1.1521385459134644e-10,7.807132094433087e-10,9.618429479241803e-10,5.992230934549076e-10,1.640949986172637e-09
ch3,-1.6821873063205936e-06,9.069395157502985e-05,0.32577898932510574,2.123107671397542,2419,8.898036284134845e-11,2.891685758642356e-10,2.7484119055291325e-10,7.908373247055406e-10,5.54767760875871e-09
ch4,-1.1298601144122318e-06,0.00010562998082131371,-0.20378996231260244,0.6240337750103864,1264,1.0951660161776382e-10,1.19056647913673e-10,7.52403569190956e-11,1.6744977977459873e-09,8.283341488339986e-09
ch5,1.1286541702706076e-06,0.00010423762781580162,-0.022776950551621322,0.5777260421040169,2190,1.7944304437422266e-10,7.057205840810898e-10,4.774142497125899e-10,1.2830055879928153e-09,7.3777708632672596e-09
ch6,-7.671542530975812e-07,5.839299474762961e-05,-0.13707085770461527,0.44227229487075803,2175,7.136255052302817e-11,1.178293729498702e-10,1.147289534283392e-10,8.873919214379249e-10,1.8945571699552555e-09
ch7,4.888779779265721e-07,7.775092400621434e-05,-0.38184685081382413,6.93953331424826,3005,9.748105138452689e-11,6.380695663276984e-10,4.953540063640722e-10,8.989728096781109e-10,3.3952998252107412e-09
ch8,-5.483857713611061e-07,7.126437656403795e-05,-0.38953647853319495,1.5463721793695013,2157,4.7070314362125506e-11,1.3845470985054254e-10,1.2806051283303194e-10,1.0053737024706451e-09,3.3026607305972964e-09
ch9,-1.613970419908941e-07,7.974841436504977e-05,-0.6319373544929825,9.522412307409276,5409,1.4414869763826919e-10,1.3950429269636172e-09,1.7990344248500422e-09,5.576643267779715e-10,1.8434221242252416e-09
ch10,-9.54934924427505e-08,7.54731407944298e-05,-0.28284674592712655,0.9189691901559991,1146,4.365665387554909e-11,4.010247694686897e-11,1.2104758226736448e-11,1.5408473443292981e-09,3.4323492131279848e-09
ch11,8.510604819181829e-07,9.624335998379609e-05,0.5837164374499053,8.196683321428964,5325,1.3078529918206034e-10,4.028976173122046e-10,3.87794298664816e-10,8.545313853377716e-10,5.550226056408716e-09
ch12,-5.862993466547224e-07,9.480344088570537e-05,-0.4165560927367586,6.554677476775694,6254,1.4901080872926395e-10,9.98721818806258e-10,1.2199024653440116e-09,8.635908869000629e-10,4.014798875169199e-09
ch13,1.7187707726894506e-08,5.481934458743031e-05,0.05851675112422134,1.2685876173171948,1628,5.717411230629774e-11,8.879018697992026e-11,4.9763474767578165e-11,6.452439552140907e-10,1.8754489261032454e-09
ch14,-2.417268609755514e-07,8.690861081004213e-05,-0.21633697152322487,1.9773694257911298,4363,1.7890735079375382e-10,1.185623080782397e-09,1.116880569421976e-09,8.202169354625396e-10,3.6905207101136172e-09
ch15,-8.181209487278709e-07,6.361498394881319e-05,-0.168398424373218,0.4581867749769173,1267,1.022851319881616e-10,6.90336753274733e-11,2.2061773585237762e-11,6.792959540700035e-10,2.947067868942773e-09
ch16,2.1390365521404763e-07,9.308138994750919e-05,0.024084723745281575,0.10762574043931616,1186,1.269873128816615e-10,8.659723259181177e-11,5.0418835908416326e-11,1.1112237743631472e-09,6.77856459692735e-09
ch17,-4.634460330689085e-07,4.1384463315770056e-05,-0.14627378651847198,1.1489234257506133,2744,4.745198926124925e-11,5.565833640306261e-11,2.0143515053244525e-11,5.625637421072173e-10,8.81055747830858e-10
