,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-9.160845780135215e-07,6.739617477552167e-05,0.30848492744412975,1.6750942034405378,3842,1.275653875184504e-10,3.4242529635793005e-10,4.013566329550892e-10,1.5247746373522347e-09,1.8073613151923836e-09
ch1,-3.652301086237354e-07,9.201019267316117e-05,0.3732552815277217,2.066325979643427,3054,1.8285943697000365e-10,4.4663932967601924e-10,3.6495536342026637e-10,4.856512804473524e-09,2.331379684071958e-09
ch2,4.347393215548727e-07,5.0896691368994933e-05,0.13958336624298218,3.0147756169969933,4732,1.1513318461086233e-10,4.1339949950908706e-10,4.443259799649102e-10,6.87565256060389e-10,6.247585841999582e-10
ch3,2.2655640589476785e-07,6.460694218480298e-05,0.5683812671861976,2.767599597042299,3683,9.422213783420018e-11,2.514308955411609e-10,2.896660586040719e-10,1.474057397586368e-09,1.7118537123937919e-09
ch4,-1.9618852725640899e-07,6.290129330302615e-05,-0.32296812337171577,1.6394089236650844,2653,1.0717690212187691e-10,1.1802303672980614e-10,7.832954021833191e-11,2.879494557617055e-09,7.362212493504986e-10
ch5,8.489604868538722e-07,6.12569373683529e-05,-1.009905748041316,8.292174152960579,4451,1.4448027681235488e-10,6.966835078519942e-10,7.657227824493483e-10,8.131329933278416e-10,9.630451690668082e-10
ch6,5.151065961332184e-07,5.945989977191895e-05,-0.2754513678150175,0.6367073354956192,2813,1.2399454571566804e-10,1.467514142913485e-10,1.4146228280303762e-10,1.8212351330413845e-09,1.0750127872950206e-09
ch7,-5.019801749289649e-07,8.599339362300352e-05,0.5198543392889329,3.5819618562652122,3519,1.9152867342560377e-10,6.217093457868568e-10,5.368245871422127e-10,3.5613488109579212e-09,2.1252322444325236e-09
ch8,2.7649824542743126e-07,5.8728288708546305e-05,-0.31009407017006035,1.252744883039064,2947,9.761939125503582e-11,1.5569996179602112e-10,1.293827817445206e-10,2.3072769445003038e-09,7.176985421864786e-10
ch9,4.021628286519972e-07,6.809523729068845e-05,-0.24888220050765547,1.0771921448112183,4809,1.3726046568425875e-10,5.594113116144917e-10,7.440177867314331e-10,2.0691089701170922e-09,8.990337501494451e-10
ch10,4.5243826826631273e-07,7.625345711905301e-05,-0.13498867619382623,3.645708477830496,1654,2.1143852233818386e-10,1.8963395871248178e-10,5.408481405769222e-11,3.781185067596995e-09,1.4654734925148242e-09
ch11,-1.2829430391773287e-06,7.016968419897565e-05,0.5067181777637593,6.390779355572821,3530,1.3102868573568016e-10,2.7565511694079186e-10,2.7910041152305495e-10,1.649712288476509e-09,2.3254901247080144e-09
ch12,6.22448477955912e-07,5.908300582435235e-05,0.3745445688222632,1.6976009225775224,4747,1.1982901204571038e-10,3.4441724887402716e-10,5.17576038603967e-10,1.1376275701978966e-09,1.1192486515220295e-09
ch13,-1.2481869791171181e-07,3.9414888996096375e-05,0.1088081940124962,0.7428993296424222,1848,8.043937484186913e-11,6.154494245846083e-11,1.63080534145843e-11,8.336054804962494e-10,4.840837473041954e-10
ch14,-3.1883051473079664e-07,8.431562878305356e-05,0.30676473092957074,4.490878648588512,4183,2.057843584778707e-10,9.493155594612917e-10,1.2016748935169409e-09,2.2204733447598577e-09,2.060974304410224e-09
ch15,-2.3997485089177277e-07,3.9356187106881306e-05,0.20968735700812818,1.0938232406387067,1769,7.221778171692893e-11,4.740092091078601e-11,1.1723799479363765e-11,7.046107520583028e-10,5.168222745813235e-10
ch16,6.50181101973528e-07,5.835377136862288e-05,-0.4346158903393452,1.2511449968724673,2483,1.2526342059924675e-10,1.3764084460398412e-10,1.0127230481530389e-10,1.2739565218929222e-09,1.4435674634513996e-09
ch17,-3.204700717418096e-07,5.8078157009965205e-05,-0.6492325261201466,13.898604055548287,1760,2.1711835393054086e-10,2.0768639404510808e-10,7.382750417185914e-11,1.6704846575921815e-09,9.784977474770623e-10
