,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,8.202808523031579e-07,3.360367983793755e-05,1.141928038037041,11.765738110642797,5076,2.045380602605426e-11,9.44686734509143e-11,2.4599996741871254e-10,1.1727282848167611e-10,4.668198055739934e-10
ch1,2.204773160144305e-07,6.13517745687449e-05,2.438811574862566,22.93159679678667,5634,4.686251820257609e-11,2.3059122735373037e-10,3.126089335018613e-10,3.354730598751281e-10,2.24232909936179e-09
ch2,5.407967597284283e-08,1.921082489842791e-05,-0.012639498397193999,1.9812716771336252,3889,3.609321176664955e-11,3.979673528676968e-11,5.278988283270389e-11,9.496181043984193e-11,1.0997847403190251e-10
ch3,-1.4091111016362248e-07,6.252017063362525e-05,2.5930810384928216,30.010614825753663,5504,3.951065705222498e-11,1.3731468795710475e-10,2.1924580494298587e-10,2.9933290990163693e-10,2.481520917095967e-09
ch4,5.106001384337746e-07,2.2610818581736268e-05,0.7294481100991952,7.170545474227877,3968,2.5159775221256173e-11,5.0200596572055526e-11,6.34908335953971e-11,9.453110167627312e-11,2.0830897698765242e-10
ch5,1.513059922597373e-07,2.450125687163443e-05,-0.03552867033808309,4.9897304010370505,2877,4.5447289000017656e-11,3.269330212815613e-11,2.935146420361152e-11,1.1231407119684518e-10,2.429733664452911e-10
ch6,-2.6532586580911953e-07,2.4917782927395243e-05,-0.06060803392210428,2.0858056107688787,2983,4.7212025599600314e-11,4.72747140055545e-11,4.739884019879439e-11,1.3369457905518206e-10,2.417194810587969e-10
ch7,-4.823813600520559e-08,6.460810562150638e-05,2.0699723522762756,23.117382702380013,5005,5.4533331488470374e-11,2.784743113358981e-10,3.3823676535637673e-10,4.6137301483339607e-10,2.3643227950013724e-09
ch8,2.459158039315501e-07,2.1425012295581083e-05,0.5859165346448909,5.3831581397824895,3322,2.1557015919598924e-11,3.98166717758438e-11,3.027003101169922e-11,8.606948195542765e-11,2.1898167304987067e-10
ch9,4.473081868197436e-08,2.6032865270405707e-05,-0.07799603410771977,4.375740033727628,4079,3.980927881231628e-11,1.2526524366805275e-10,1.5133994730492906e-10,8.591229740257025e-11,1.885885072032865e-10
ch10,3.748131886694337e-07,2.359230366323652e-05,0.6439957920814395,8.810540943048936,1858,1.7595007463332246e-11,1.807759657701419e-11,5.321863539507371e-12,1.1795227428988071e-10,3.1591834974932423e-10
ch11,8.496731178557969e-07,6.706944910253799e-05,2.7173329836887357,27.36160282146612,4992,3.8499764867825595e-11,1.39280740423011e-10,2.0101619267878645e-10,4.45779898350662e-10,2.7487273271649023e-09
ch12,-5.499199943277201e-07,3.180285522674698e-05,0.36856830110902017,7.879610698068289,3800,1.818793503473595e-11,7.10400750184988e-11,1.050211219805481e-10,1.0664297837254429e-10,5.02740378718899e-10
ch13,4.484946518678065e-07,1.6804763964444674e-05,0.11970546014419758,0.817157719976112,2589,3.193314045052966e-11,2.1388068299782545e-11,1.1548292204534324e-11,6.998765324858139e-11,1.0863750612400354e-10
ch14,1.2668717373705013e-07,2.9833551612590176e-05,0.06351768654028585,4.859430634628694,4717,3.8177812023618405e-11,1.0486919985473442e-10,2.5544430045279156e-10,1.2881198990429095e-10,2.407758466640438e-10
ch15,3.0255848876597306e-07,1.981861227557985e-05,0.13124788653036704,3.5784159714269874,3143,3.701376603412236e-11,3.1063505363772715e-11,3.671716539342706e-11,8.728877314796242e-11,1.4296939108325174e-10
ch16,-8.361482418742924e-08,2.3368122888896054e-05,0.5704016524214481,5.53604890442832,2642,3.8151568606510286e-11,2.3751688029375782e-11,1.5176136890030482e-11,1.0749001185334356e-10,2.3992036850650806e-10
ch17,5.140850169420103e-07,2.4880293234808304e-05,0.359203493779954,3.709615063605872,2022,5.7625242210375804e-11,3.187478359769315e-11,6.910576299791834e-12,1.4960697312904136e-10,2.636072007537004e-10
