,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.178411350037873e-06,9.241251341013805e-05,-0.14975835977532895,0.5285555889652751,2482,5.7926155442373876e-11,3.2957197353732856e-10,4.487509525481452e-10,5.014986803515533e-10,6.404413577239067e-09
ch1,-2.238754734295359e-06,0.00011075138119142456,0.16038092485385153,0.7297669482948335,2091,9.220868353437998e-11,5.435748856158019e-10,4.831420505684713e-10,9.698322896480791e-10,9.522183991410257e-09
ch2,-7.936303742535861e-07,6.43327449300965e-05,0.23342594188587035,0.9460443787594581,3641,8.495525394109409e-11,7.100816755023765e-10,5.290788392278496e-10,2.755666439051965e-10,2.1347420870356167e-09
ch3,-2.792489021120697e-06,8.461342855071699e-05,0.3813239257177389,1.6741982300163496,2732,5.111146389914308e-11,2.8694046190383825e-10,4.0542419308034314e-10,5.6720916465217e-10,4.895464023406617e-09
ch4,1.2085670803823525e-06,9.640733913762044e-05,-0.17736890972718142,0.22202175024688442,870,5.646808046310705e-11,5.269528503923287e-11,2.149632610957862e-11,9.270957857244808e-10,7.479520269716497e-09
ch5,-8.763205150695135e-08,8.099282512805544e-05,0.3181010265319671,1.5245011760809808,3944,9.390813700440579e-11,1.2192628473878487e-09,1.0960237424821414e-09,2.525836810683105e-10,2.923429059420896e-09
ch6,-2.6187414779237927e-07,5.2683642897754615e-05,0.2407728755441974,0.9702389455252161,1468,3.5387226083635154e-11,3.068179625245537e-11,2.2627496031498494e-11,2.9151070266317744e-10,1.977168574622956e-09
ch7,-9.315596588332717e-07,0.00011321579280318356,0.05520663524833566,0.06052785184618825,1885,8.764473969762863e-11,5.551373907988044e-10,5.432386698530785e-10,9.766558626389317e-10,1.0097421198237567e-08
ch8,6.178786392540444e-07,7.157370611195672e-05,-0.11228594502296951,-0.04332450346113781,1071,3.6659779657920913e-11,4.882943187527286e-11,2.928667268818616e-11,5.137697316917197e-10,4.268509333245029e-09
ch9,-3.4901598125606184e-07,6.495255283477588e-05,-0.11922812847065464,0.9650310811281813,4197,7.603300758223667e-11,7.835272858591717e-10,6.517997419454626e-10,2.582927593323411e-10,2.0885965134043817e-09
ch10,-7.166542375533289e-09,9.126870242772054e-05,-0.057818156506933414,0.10769567850791706,844,8.073893651619302e-11,5.2162913046148147e-11,6.852178312470749e-12,1.4063220401585062e-09,6.342542249856209e-09
ch11,4.269504686255897e-07,8.665183033885557e-05,0.27726562384318826,1.165591576655567,2382,4.891392399540909e-11,2.8643375672954526e-10,3.819414510751813e-10,5.207439080299951e-10,5.396734332551852e-09
ch12,3.329006194202855e-07,6.923367198908469e-05,-0.0397129718234316,0.288613884175843,3296,4.825158608290459e-11,3.2794826800852513e-10,4.3499262345750857e-10,3.9684550835399313e-10,3.203236399956592e-09
ch13,2.031790864275833e-07,5.08792232772163e-05,0.07785639216113449,0.42702640502624867,1084,2.920151955112666e-11,2.332885194907579e-11,1.0510992862111503e-11,3.6464665170227643e-10,1.8508885827137565e-09
ch14,1.7949798164040587e-06,6.933411463807014e-05,-0.09254300923739317,1.4432068490896857,4371,7.957338265005738e-11,9.966974972315809e-10,9.327271020039195e-10,2.125599024971203e-10,2.0154164960124673e-09
ch15,2.1912886994625235e-06,5.888765086754069e-05,0.16307941554136487,0.32109229951448537,995,2.886037219939975e-11,2.3841117701153265e-11,1.1397080686745687e-11,4.402540678725155e-10,2.538357879852115e-09
ch16,-7.114966538594494e-08,7.77195495933441e-05,0.09591690682686546,0.45187486372424157,1143,2.7167397642956247e-11,4.6159931917169983e-11,4.1205619488449806e-11,3.133523892204289e-10,4.024570151910803e-09
ch17,3.803693820067253e-07,6.585371900238392e-05,0.17785536881278408,0.5362309239802117,942,6.093499074945849e-11,3.580747441727628e-11,5.806297008972252e-12,1.0169165344726221e-09,2.739273795874771e-09
