,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,8.099711910110958e-07,4.72083426333593e-05,-0.4495402174209186,1.4651170234705244,2795,3.8827314120946966e-11,1.1585330489715485e-10,4.8416464786036035e-11,5.950764464564088e-10,1.2427487627132832e-09
ch1,3.9623671181995456e-07,6.958489591195682e-05,0.388664806714809,1.8383547986393047,1635,6.131956799943554e-11,7.751965246084984e-11,2.5187362982913003e-11,1.6190427634127199e-09,2.6316011145730123e-09
ch2,-5.633158488784052e-07,4.2975310696588785e-05,-0.06429002541244899,0.5275442763243885,3564,7.042673574369267e-11,1.235170794725326e-10,8.890935918646183e-11,5.784377839796682e-10,8.987821793244028e-10
ch3,8.234653067448896e-07,4.656313163351673e-05,1.014826501316784,6.24160112887771,2135,3.3087812482190064e-11,5.645342088102744e-11,2.332358536171521e-11,4.1733077345230597e-10,1.337091155390776e-09
ch4,7.14883083509174e-07,5.492124450817728e-05,-0.16674629707394023,0.33414353651782314,1549,8.836530710451971e-11,9.838608797519363e-11,1.3054496045979542e-11,1.2871339919097428e-09,1.4504475788477596e-09
ch5,-2.4696291478442347e-07,4.416335130395901e-05,-0.027783431796851766,0.4393492899881406,3372,7.063313108222024e-11,1.048316426886333e-10,8.781905811601077e-11,7.635532128956637e-10,8.733886072231886e-10
ch6,1.6977941983123508e-07,6.475520913378658e-05,-0.2331550666430397,0.3901680953421134,2310,1.0123693547802587e-10,1.4010599659248635e-10,7.833664014116019e-11,1.7759884799205568e-09,1.8659090024085265e-09
ch7,-2.8759561860878084e-07,6.138048641088622e-05,0.5009292541854444,2.024430580401966,2347,6.535944501962149e-11,1.2961036658194606e-10,5.941517456104649e-11,1.470613882439898e-09,1.7530176702061946e-09
ch8,6.817912961477176e-07,5.4184301564749966e-05,-0.1620155987187043,0.377185058612274,2172,6.55012472911029e-11,1.241298464417127e-10,4.3409054354663296e-11,1.2537223416991534e-09,1.3716908270717544e-09
ch9,-4.0288646791482097e-07,4.805363021549189e-05,0.0826238513694935,0.3890024557311236,3953,6.545094473335947e-11,2.1531651799881683e-10,1.938346771871118e-10,6.859397912855548e-10,1.049584651660567e-09
ch10,5.456976947245316e-07,5.499707302281768e-05,0.013142192758230285,0.09512525922128168,1434,6.557613414661962e-11,1.00925405788905e-10,7.645114843579728e-12,1.6738176408842054e-09,1.117268377723405e-09
ch11,8.869426356792749e-07,4.951319659950614e-05,0.6220695707257318,2.1733917670134106,5773,5.183574060533742e-11,1.9561046271190873e-10,3.5205228490180336e-10,4.980463711264903e-10,1.0483379720904994e-09
ch12,1.430585178085026e-07,5.718132014327384e-05,-0.17416795054011958,0.5636940038101668,5483,8.023495117144253e-11,3.5640635048505663e-10,4.861669078799023e-10,6.295159020474652e-10,1.5503729188934981e-09
ch13,-4.843504325803471e-07,3.530544240136081e-05,0.20068868897036665,0.23705172836516208,2021,4.493128474221308e-11,4.1900507575013124e-11,1.4627814568988247e-11,5.915898320808448e-10,5.109692406096457e-10
ch14,-3.0846647343330434e-07,5.561077467430686e-05,0.022546636207529214,0.5245137847701047,2443,8.470698926946397e-11,1.539040031063767e-10,6.405234784295521e-11,9.636434036420482e-10,1.6860378140881082e-09
ch15,-1.2501461376594866e-06,4.69789068079061e-05,0.09401055955030485,0.5104708841487984,1671,6.375298756890962e-11,4.696770269829106e-11,1.2374452379113476e-11,7.519135101641944e-10,1.2085818707588115e-09
ch16,1.227954321104294e-06,6.166855635492087e-05,-0.26222151493060414,0.22075414561448792,2270,9.017626030586976e-11,8.178179976760594e-11,6.941729186145003e-11,1.5417857308305215e-09,1.8624587277431561e-09
ch17,-5.753065981432788e-07,4.29697538328546e-05,0.1651483249213055,0.02654317449108934,1371,5.265968098387638e-11,3.7370954782537104e-11,4.9704633463035796e-12,8.08234995091113e-10,8.585442990039042e-10
