,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.7065725167609866e-06,9.722338076350546e-05,0.0381130114669885,1.3987918450924255,941,1.2229061677197049e-10,6.069723064780771e-11,1.1204713173273075e-11,9.734073825362617e-10,7.229556962591922e-09
ch1,1.909519264071743e-06,7.355893320413666e-05,0.0706801180716431,5.793560991883121,950,8.906295535734772e-11,5.616926133312475e-11,2.8146527167720796e-12,9.159991517531415e-10,3.635379603363448e-09
ch2,5.8748555516795037e-08,4.6352124566710245e-05,-0.03729959895438877,2.837648873280332,1384,5.662861809200173e-11,4.603822107700059e-11,6.469942902755457e-12,4.0732229181459196e-10,1.3259776021500377e-09
ch3,5.800378410974859e-07,7.549792867537027e-05,-0.06529533859467902,2.113808455722202,856,7.095038538974302e-11,3.77602777067479e-11,5.038251127354313e-12,5.71969387904713e-10,4.192395553226136e-09
ch4,-3.066994557657243e-06,9.852110829259367e-05,0.17844386982795374,3.5443707574975614,963,1.650445051132723e-10,1.2572388259817391e-10,4.942698361550108e-12,9.921628621439479e-10,6.835883080659975e-09
ch5,-7.83726971059044e-07,9.305335985936571e-05,-0.2690643171629026,2.3572989377479505,976,1.163699391809288e-10,5.159592832385084e-11,1.3351465968070716e-11,8.315881902829327e-10,6.753590618800745e-09
ch6,-4.712621284212191e-07,5.263370247433378e-05,-0.09120814180999108,3.2663630683676192,1488,1.02666933837121e-10,8.585312921481133e-11,9.97880571471016e-12,6.356127786412436e-10,1.6865282932605665e-09
ch7,9.535181423651993e-07,5.5124172701698275e-05,-0.11075645677027955,7.380860822393805,1346,1.0247271599960752e-10,7.816882010873402e-11,4.0459238201453085e-12,5.714115614135812e-10,1.9018263842784956e-09
ch8,-4.1763103480981994e-07,6.27116819639297e-05,-0.5881264124960728,6.746211552730594,1233,1.0052463554813093e-10,1.3190337329013777e-10,4.16068669859176e-12,4.130146303812434e-10,2.652358806312238e-09
ch9,-5.666024955920089e-07,4.306091289620092e-05,-0.20766584370163893,3.7706498991286326,1563,7.328713330702978e-11,5.787845166247648e-11,1.0400972770819921e-11,3.314461769412454e-10,1.228944670849897e-09
ch10,-1.6677012732832614e-06,6.934727159738287e-05,-0.02651137010849061,3.0138370915623014,1210,1.0663000810525463e-10,1.741993575679109e-10,5.075347065854523e-12,6.338134623037725e-10,3.0057054609899123e-09
ch11,-6.593967906170373e-07,4.8528319247493574e-05,-0.015022430679228212,4.492697215571349,1178,4.910411508203668e-11,2.4793301350101504e-11,4.46927391179407e-12,2.519780316790037e-10,1.5457249254721297e-09
ch12,4.719513463281758e-07,4.842870381656163e-05,0.04935986246312971,4.015709565703482,1318,5.360358129338956e-11,3.8140819532117e-11,1.0496530877858863e-11,3.454745557287896e-10,1.5519703011683935e-09
ch13,-8.062420419154904e-07,4.945844366263114e-05,-0.2530548145963708,3.715585992727494,1452,1.596117713277e-10,1.431562934067687e-10,6.864653369976089e-12,5.367866709020754e-10,1.3947856388718025e-09
ch14,-5.015817859782757e-08,6.0647743333883233e-05,0.20437850155521467,1.9972088707495335,1212,8.522943538907491e-11,5.2516479635341524e-11,1.3833452065905248e-11,6.983206129103472e-10,2.5303271773440386e-09
ch15,-2.588368559489537e-08,5.4203051319053115e-05,0.3556811373532789,2.848563970908237,1068,1.1198004094937509e-10,7.288417854772208e-11,3.3912508262233086e-12,5.282363248220072e-10,1.919780857991295e-09
ch16,-7.914226757662952e-07,7.475322996952004e-05,-0.5984463627930905,3.0258845330233974,1104,1.0337041664254954e-10,6.381268087189455e-11,7.061169635316194e-12,9.183073449460448e-10,4.0547653485068135e-09
ch17,-7.97623965408998e-07,5.069601556152317e-05,-0.06814535634523998,1.8980562621184252,1356,9.863812697718162e-11,1.0744608795230773e-10,7.466085883872649e-12,4.659166976735482e-10,1.4428296916227858e-09
