,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,5.407733261441961e-08,5.62789940404336e-05,0.7761079403283824,6.129155587109176,7578,6.310275227249375e-11,7.45080315388803e-10,1.0664633394326846e-09,1.5838108107457615e-10,8.69945466244595e-10
ch1,-4.054843117117583e-07,7.432586220306962e-05,2.1699234898497672,17.599132571225542,5221,7.029220567671108e-11,3.151717840862313e-10,5.501514654238656e-10,4.722295884086358e-10,3.329563574899429e-09
ch2,-1.5591177941105804e-07,4.716422790665941e-05,0.4479162918023155,15.794226470099314,6828,8.750507108428211e-11,7.062759666516163e-10,1.0988284781009007e-09,1.1803013050346065e-10,1.5105986065216162e-10
ch3,5.949906625953425e-08,7.203149404092678e-05,1.7738610903384562,15.989281502557922,4977,5.4614544761093824e-11,1.793333473535624e-10,4.134656556602738e-10,4.2009421286445117e-10,3.109498192359537e-09
ch4,4.09563431871466e-08,2.4704442650641106e-05,0.20214894015369222,4.724284009454236,5460,3.151619913551632e-11,9.682686275077836e-11,1.6883258854721784e-10,6.777686790949607e-11,1.7769368982924333e-10
ch5,-2.8406024938555576e-07,4.14542453612539e-05,0.5013991820163554,12.78008228776875,5890,8.321382886113092e-11,5.329154751086336e-10,6.106233782959032e-10,1.1267970174873155e-10,2.2967333253518826e-10
ch6,2.282107560105281e-07,3.161954813218292e-05,0.2488197921965999,7.102152122695488,5673,8.509644662436888e-11,2.152203606262801e-10,2.9142695748960455e-10,1.2074057588958655e-10,2.1130262113456023e-10
ch7,-3.173237996500823e-07,7.484848717724611e-05,2.333907580825697,17.956421148648435,5861,7.928383534845933e-11,2.916940018112596e-10,5.043132016332232e-10,5.21266725476218e-10,3.363247680218981e-09
ch8,-1.2154359656542725e-07,3.775935025600721e-05,-0.14341911452762465,11.95561267402075,6332,5.919584344548256e-11,2.4716603918658235e-10,5.946373278772345e-10,8.794357689146628e-11,2.8515731274493743e-10
ch9,-5.1797017661184e-08,6.559678255573357e-05,-0.2098269449973503,12.982217660081801,7576,1.0278716426190742e-10,1.2749029264026641e-09,2.360540903576484e-09,1.1731727411657798e-10,2.449057074495307e-10
ch10,-1.6180694396737215e-07,2.009935936228658e-05,0.5707814704006823,3.0936709627275976,2500,2.5725376890411828e-11,2.2130874269860847e-11,1.5032724865720244e-11,8.757766582331619e-11,2.104589498872035e-10
ch11,1.4544068226385677e-07,7.617756504442734e-05,2.8262896266709023,22.888380966985665,4782,8.004065370946353e-11,1.778679942545671e-10,3.978327502602655e-10,5.693249602249909e-10,3.698248736765634e-09
ch12,6.931240818598788e-08,5.808031552363551e-05,0.5521704413341314,7.901829259637255,6728,7.823553981299285e-11,7.008134814349199e-10,1.1095425138677124e-09,1.670279563348885e-10,9.850302163959542e-10
ch13,2.1325420642287992e-07,2.659757292823613e-05,0.3924198372304551,20.61546053978787,3990,3.982588918180992e-11,8.947822073236554e-11,2.718224073534625e-10,5.710832394025437e-11,1.5007505935856453e-10
ch14,-1.731147027220325e-07,5.733515865428662e-05,-0.6363139062227982,8.389501596611263,7928,8.579054196320257e-11,1.0407539128190365e-09,1.6755753190152299e-09,8.118238528444471e-11,2.0712143090836675e-10
ch15,1.1314381984340894e-08,2.142065729239608e-05,-0.5709497848243505,7.788584496723882,4505,2.6283911680112663e-11,4.545567985954423e-11,7.971193757700833e-11,5.436598401110217e-11,1.6274337734306895e-10
ch16,1.8884349431366756e-08,2.866759846152119e-05,0.5141012642730978,10.27753726445181,4695,5.730459240069433e-11,1.2163777025093366e-10,1.7142819280974508e-10,9.577611104161806e-11,2.400070594502771e-10
ch17,-6.047701158165447e-09,1.7394639067880422e-05,-0.035826648647931864,1.45579501641018,2463,3.7787255740121176e-11,2.4119415376021273e-11,1.1544999713855347e-11,6.700167708682463e-11,1.2829321648854215e-10
