,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,5.267836967203883e-09,1.8095952697979312e-05,-0.09416654370552476,1.1050551231334582,2090,9.194448675196814e-11,4.3214741413478445e-11,1.6166104723674395e-12,3.924898430210518e-11,1.2969300717356018e-10
ch1,6.481721643151585e-08,1.4864037603064683e-05,0.15094929839118115,2.023941956400953,2204,4.179710450597314e-11,3.434592062488488e-11,1.4410037666969565e-12,3.019310485633773e-11,9.012701273308105e-11
ch2,-1.0168091794931507e-07,1.2646150944875757e-05,-0.16649813367503333,1.7273802881904379,2274,1.5587050809818894e-11,1.4390169984301292e-11,1.9419427734809907e-12,3.285534179026677e-11,7.359871326500262e-11
ch3,7.156099712465641e-08,1.3698162541394029e-05,-0.1090958738307505,1.8036596942291974,2180,6.273544944415239e-11,1.9361361495334054e-11,9.828462687749993e-13,2.7893553148263138e-11,6.198424779015599e-11
ch4,4.193391866679591e-08,2.0006276976574246e-05,-0.14866657347105203,1.3425955915812455,2238,1.1200424375591179e-10,6.580811680475234e-11,2.071632764270271e-12,4.6684741790180944e-11,1.3874835048872403e-10
ch5,-1.306021380695113e-07,1.501064724212306e-05,-0.013058276565455431,0.9127630882968072,2243,2.4002621423343627e-11,2.6229318753263142e-11,2.870614634836646e-12,5.1860159372256877e-11,1.0386291772547086e-10
ch6,-1.314839271266915e-07,1.5565854183411385e-05,0.083732332874175,1.494811853827783,2366,2.3559302720439822e-11,2.794056965829423e-11,2.516742143767984e-12,4.3109300000618696e-11,1.118070186661532e-10
ch7,-3.942531664234037e-07,2.4487043903421278e-05,0.06983176286615596,1.950799325935468,2105,1.4196279959799235e-10,8.141656041296963e-11,1.7540583087570773e-12,7.046426640809393e-11,2.0348076946088154e-10
ch8,2.0508761199918757e-07,2.2832017529987787e-05,-0.19496230765456488,0.9421229199252679,2178,1.7305947802350934e-10,7.642661920697523e-11,2.2878156015625467e-12,6.085480304221793e-11,1.5426662065551764e-10
ch9,-5.4925971689201916e-08,1.4013044057322414e-05,-0.031590529006754256,2.1502494738712876,1992,2.4893657853681158e-11,1.482219333010945e-11,1.4111579186072241e-12,3.2151317154263896e-11,9.368858837121857e-11
ch10,2.3350368865245382e-08,2.145144169676975e-05,-0.13740694462763828,1.2999517075157039,2170,1.3845483601962742e-10,6.93330582389004e-11,1.7405589997393485e-12,5.795738964066352e-11,1.5166873998884126e-10
ch11,-2.4149399619650393e-07,1.8714643211306842e-05,-0.21323916996706607,1.4450538873929801,2215,1.4906208966041538e-10,3.776007115022917e-11,1.1029442319435146e-12,4.4693297006827665e-11,9.309677053208559e-11
ch12,1.6289203464764498e-07,1.7092355917874347e-05,-0.10442283822749077,1.026894711568512,2166,9.893952475968634e-11,2.6986526696476957e-11,1.562081645853646e-12,3.573882173057472e-11,9.399575714054149e-11
ch13,7.015389822714236e-08,1.4215053290885314e-05,-0.11450637537177129,1.3724938356845353,2876,3.244630348879316e-11,2.0717444721842013e-11,2.840159452344456e-12,2.64312424741737e-11,8.40151726424227e-11
ch14,2.363730232084852e-08,1.3977906054916158e-05,-0.08301099263385397,1.4616370169363284,2388,2.8970349150304222e-11,1.4984698045071667e-11,3.4081373688721242e-12,4.300677254377227e-11,8.448255341969221e-11
ch15,-1.3957608120350507e-08,1.246956536897999e-05,-0.037462876267217886,1.6292046532245745,2220,2.26017493088881e-11,2.214755331408964e-11,1.3723535968437126e-12,2.516583578364166e-11,6.652581062207374e-11
ch16,-1.4194606335955073e-07,1.733338929409505e-05,-0.07403484782869665,0.958840824429211,1808,2.66309485247225e-11,2.975325567538188e-11,1.57709849099557e-12,6.201445593802936e-11,1.5266324626715364e-10
ch17,1.2362723740449718e-07,1.716548577378669e-05,-0.26668909273687247,2.1805323889169737,2044,3.4308643082268315e-11,2.4870951937545897e-11,1.736031833079578e-12,3.787396353181946e-11,1.3806852240605904e-10
