,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-3.1371467650503004e-07,4.662158250781348e-05,1.1704571781091313,10.263816922282864,6240,5.294402473240607e-11,1.48437254951857e-10,2.537479348494375e-10,1.6593303062753648e-10,1.225980580642055e-09
ch1,4.277684686991706e-07,7.563564178637742e-05,1.7919578630754156,12.871692313740141,3101,9.250711130605666e-11,1.5708582815839412e-10,1.3878723714417e-10,5.573007915631834e-10,4.062605989001474e-09
ch2,4.502759829057149e-08,1.5476535867990625e-05,-0.1765673764949607,4.456876624351048,5877,2.999119149528569e-11,7.297029907921992e-11,6.836563639642965e-11,2.571715432719321e-11,3.530893540476399e-11
ch3,8.531954030201771e-07,8.108099022783026e-05,1.9045843512601486,17.384468775987422,2386,6.406660911086445e-11,6.059418988751416e-11,5.7902239106337475e-11,5.185280881118984e-10,4.516802246779205e-09
ch4,-3.2667246076776155e-08,2.2263386100391574e-05,1.0898467336199253,7.864416441577458,3922,2.82481606648891e-11,4.1063787592075365e-11,2.9939545322228994e-11,7.303066792680455e-11,2.801992890227556e-10
ch5,-1.9398144923427764e-08,2.6100196608182816e-05,-0.7918070864416298,1.5282492993876806,6433,5.931996477691384e-11,2.3235168094552743e-10,2.6060465926960064e-10,5.389028098739017e-11,6.233810996359508e-11
ch6,4.757189981340213e-08,1.3486174701924255e-05,-0.15019790149637244,4.4083998854066175,4760,2.9486195629860937e-11,3.2938513338459294e-11,3.4955018732453157e-11,3.26199182538139e-11,4.1299541412857556e-11
ch7,4.653032256022273e-07,7.478019341921651e-05,1.773343039890736,13.195465470864015,3406,7.738029866973141e-11,9.856138702116996e-11,1.0090672895777169e-10,5.773369065367344e-10,4.172474279051967e-09
ch8,7.728995209827042e-08,2.3357457286524185e-05,1.3375636043187398,9.796296938955786,3536,2.746949424969656e-11,2.5633628670589814e-11,2.317095854864475e-11,7.063737893815457e-11,3.484624216390337e-10
ch9,2.1511868677110823e-07,2.4134474720332732e-05,-0.1241596154853646,2.4206247103488616,8547,3.040630132467172e-11,9.735614968561341e-11,2.355923103138176e-10,3.3033981159121496e-11,1.1597711390235748e-10
ch10,1.3856290352148876e-07,2.4426272345510133e-05,1.1487468983500473,7.928717204331521,2388,2.782544089069092e-11,1.5579670450667297e-11,7.446922165044462e-12,9.160840152299819e-11,4.0317918292038443e-10
ch11,6.85976890764932e-08,8.27315125542542e-05,1.4276839259927683,14.465772776713234,3139,7.48470432499337e-11,5.990436618407034e-11,6.39980736529175e-11,6.597955843181111e-10,5.1710891226041966e-09
ch12,3.191281168096955e-07,4.482174603859211e-05,1.6720703737752705,13.969878120635261,7170,3.652164413994888e-11,1.1394683573725443e-10,2.331638255213979e-10,1.2199957672554147e-10,1.1045137338254345e-09
ch13,4.795089650029455e-08,1.204950394601006e-05,0.22439199394640155,4.303283330087351,3294,1.6400111745798124e-11,1.2739384840757719e-11,7.891145156513406e-12,2.5220776608136498e-11,6.478486573016524e-11
ch14,-1.4759044317799326e-07,3.234354803910629e-05,0.04292889981161989,2.881963731508761,7165,6.422812017766306e-11,2.297320982080452e-10,3.7072099009765974e-10,8.543119207248188e-11,2.2635341498307636e-10
ch15,-2.0883430524919973e-08,1.5001853582337612e-05,0.6034410276342017,15.914676303981306,4647,2.7532587330058297e-11,2.5696058977168053e-11,2.1137784498827395e-11,4.293923127496644e-11,9.429934577012994e-11
ch16,-3.558178177064313e-09,1.7616127783969717e-05,-0.4570460004343875,10.487502269680885,5028,4.0293500430319706e-11,5.245586875007732e-11,5.361956830018284e-11,5.7929102548969114e-11,9.11149715831677e-11
ch17,-1.36725201605883e-07,1.5487024018830235e-05,0.1324634605242672,4.13898410607153,2442,2.5576751707941974e-11,1.9267350476731804e-11,7.115201889832659e-12,5.859042055466744e-11,1.1473969122882492e-10
