,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.4173992367254383e-07,3.3350201297271336e-05,0.8101982018356703,7.019666580120049,7250,4.2563000516824366e-11,1.6496034257799366e-10,2.463697215407906e-10,9.670828689387297e-11,4.1794406248385577e-10
ch1,1.93862737835321e-08,6.566562958649744e-05,2.824662511214417,17.352151241021435,5801,1.0020101588843009e-10,1.8886330859981268e-10,2.4654674567909783e-10,6.843799299233299e-10,2.6388140148820814e-09
ch2,-9.866516701789464e-09,2.1106961047000354e-05,0.13777981423096114,4.0353515415755785,6575,6.194055896798823e-11,7.313641074834058e-11,1.176608200333514e-10,7.226308763050257e-11,6.920340207250085e-11
ch3,1.472385805425381e-08,6.61785621652308e-05,2.9004647770322505,20.34232324464755,5413,9.226704945834372e-11,1.2501476729474196e-10,1.5632555437901896e-10,6.669082219554163e-10,2.770985612861876e-09
ch4,-3.481440729231553e-07,2.9509650670203374e-05,-0.8531781434723562,37.684275740359524,5999,1.0656554584460539e-10,1.642021531574511e-10,1.4477162087547027e-10,1.6372916010795456e-10,2.0693772864074025e-10
ch5,6.0054282804524796e-09,4.3510341716016745e-05,0.21286172750027849,22.631081610758432,4927,6.868632071779212e-11,7.898365905490581e-11,7.103979056016277e-11,1.0073595642112936e-10,7.759036932914182e-10
ch6,-2.1463873670669586e-07,5.8953114366804055e-05,-0.7985216252802866,45.14411386061376,7295,3.156278645979082e-10,4.686744638993192e-10,2.6265781716837905e-10,5.388210010467043e-10,1.0246922416143232e-09
ch7,9.229268850332197e-08,6.257323886384693e-05,2.791741303531481,18.43766022844697,6293,9.799298938182394e-11,2.2460102713567027e-10,2.703330156031836e-10,6.245584854268455e-10,2.268305208391569e-09
ch8,-2.3836977695626287e-07,3.0460010595060893e-05,-0.061452722306937185,4.98717967874022,6150,8.689194109531815e-11,1.9297699428921682e-10,2.593094560006581e-10,1.0005419874183265e-10,2.2013696651703213e-10
ch9,-1.8301704073524312e-07,3.4815745996656326e-05,-0.9085286561428771,11.583033456217315,8482,9.087531059575563e-11,2.787022091096526e-10,5.295949183597155e-10,1.2869180452782796e-10,8.79771724205349e-11
ch10,-1.24160880544175e-07,1.8939403106191598e-05,0.5480881663483184,3.618655055192895,2947,4.320060482570697e-11,2.0863455012423313e-11,1.2818654194965192e-11,9.711459414231629e-11,1.5352954511230644e-10
ch11,6.645246320280784e-08,5.7914474348129963e-05,2.7584409519840047,21.75130898713315,5834,7.133994615661998e-11,1.2478267713530133e-10,1.4893642553907578e-10,5.186973559788995e-10,2.049224926940367e-09
ch12,-2.9632908279319846e-07,3.726797971614877e-05,1.0769949240383434,6.547145807399568,7887,4.9306388506195655e-11,2.0283914123017537e-10,3.3472557228707153e-10,1.2714106369852418e-10,5.257564281690934e-10
ch13,-6.073647835616513e-08,5.967265013222079e-05,0.10749173182798745,48.223966732927934,7187,2.952445669238781e-10,4.3243198144105834e-10,2.1396957533931076e-10,5.179743233840314e-10,1.0377068257194705e-09
ch14,-1.4679918076594578e-07,2.809039773871446e-05,-0.027117834937645722,4.156573411679003,7169,6.781573729592877e-11,1.8335875236212507e-10,2.506124323528343e-10,9.329050007967264e-11,1.437210890373018e-10
ch15,-8.708810077238192e-08,3.4736533834906395e-05,-0.7693311697503403,57.55927701923714,4607,1.3601505261792728e-10,1.2952537318023097e-10,6.100209991159589e-11,1.7618950051618113e-10,3.228540820654545e-10
ch16,1.541095467310007e-07,5.065484939085504e-05,-0.07733999623076492,21.555563110153518,4839,1.222630822419849e-10,9.73897310802572e-11,9.214985679902365e-11,1.4153795010945526e-10,1.101880451122656e-09
ch17,-2.916347112362854e-07,2.1702701842973976e-05,0.14231845820853087,1.3387163838424039,2699,1.216026056231619e-10,3.8676693956286704e-11,1.1064717776675973e-11,1.1903813443881562e-10,1.1215540731566608e-10
