,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,9.749892974830824e-07,5.118943699457895e-05,0.31929505729050406,3.875320797434152,6060,9.04083820464596e-11,5.147361587518224e-10,8.025835252365405e-10,2.730690115939724e-10,6.57642309249743e-10
ch1,-1.5612917255900812e-06,4.649512174635304e-05,1.655466579807329,10.234545871752266,4138,7.022739848221785e-11,1.185528685303588e-10,1.4332754313320908e-10,3.3873117780612254e-10,1.1423380325779892e-09
ch2,-7.26012982566456e-07,5.2226908006303614e-05,1.3219460812171042,22.513960822045032,4119,8.29739812018182e-11,4.3887408351677785e-10,8.429188497306916e-10,1.1858403648707323e-10,7.65339368450802e-10
ch3,-2.5411004120154413e-06,5.4966779415526106e-05,1.2148558746996039,8.935425249066487,3720,7.607478052225761e-11,1.1944660102751496e-10,1.5971413959464319e-10,3.8903815974048496e-10,1.6135106706949405e-09
ch4,4.1064385132543993e-07,4.714779773247532e-05,0.6736353685986912,19.07127993829958,2671,2.1896004384473645e-10,2.4031345824784026e-10,8.786286180956701e-11,4.40379236562618e-10,1.0292229333472102e-09
ch5,3.1254523173282007e-07,4.3418786708641364e-05,0.0063899078327664584,3.636461125129908,2064,7.722737039177791e-11,7.113323183741834e-11,8.413135158339055e-11,2.049679928397612e-10,1.0680081667328167e-09
ch6,-4.850631739255899e-07,5.1332677937617945e-05,0.34826192393709565,13.079243473077653,3736,6.455449797353258e-11,2.512596891352654e-10,4.748107994640107e-10,1.2538391172966553e-10,1.0141063965118462e-09
ch7,-8.719206262080572e-07,9.248912544230019e-05,1.4929509235740395,65.05141902326729,3076,3.8113759922968154e-10,3.9548415414297685e-10,1.7664464552762706e-10,1.2229130023194347e-09,4.380025259191228e-09
ch8,-5.087180783658259e-07,2.9515919088284257e-05,0.6856810085209711,4.473027010563695,2501,8.153873544342673e-11,6.289410757817446e-11,2.3693634954957494e-11,1.2504016215875816e-10,4.242130303841718e-10
ch9,6.776353683797024e-07,6.031477920246336e-05,-0.3534810910113573,5.397599871744966,6434,1.174408391879136e-10,1.0075573146226103e-09,1.3614648983399373e-09,1.740957117644028e-10,6.443310752305486e-10
ch10,-5.083294138057708e-09,5.0887639383841224e-05,-0.4701365113134278,24.653835022227266,2239,2.270054951576202e-10,4.2039491160894196e-10,1.6176430235482327e-10,4.781584636704939e-10,1.2637284826343597e-09
ch11,-3.223136452000644e-07,9.573940699850818e-05,1.5141152860512428,59.99514477768904,2692,3.8477924462675764e-10,3.785478284294248e-10,1.8761572283624167e-10,1.3235566683188007e-09,4.614199948873533e-09
ch12,-6.400365778865998e-07,5.823552864618495e-05,0.3306070496734681,4.513517282264336,6692,1.0048894016140867e-10,8.879064468537005e-10,1.2390634097292602e-09,1.9148347338312137e-10,6.616532675133919e-10
ch13,8.480290090960251e-07,4.842292254935052e-05,-0.2217631080521407,7.851204660550277,1410,8.27137467716186e-11,4.479635778664556e-11,1.4037456954606801e-11,1.506992152095059e-10,1.2570513544920084e-09
ch14,1.7118352798063327e-07,5.084437830244199e-05,-0.3350635845895679,3.377196604991645,5963,9.714567286771765e-11,5.264402898264091e-10,8.509959182759235e-10,2.2568448704253717e-10,6.065087246787785e-10
ch15,-2.0159693689727977e-07,5.786202970767714e-05,-0.3974004913076063,18.779304645560018,1722,2.1918369210303483e-10,2.7186724377536173e-10,9.330097484236518e-11,4.5715424837325997e-10,1.6577324516894128e-09
ch16,2.8084575014408106e-07,3.860300588005519e-05,-0.24495221302798925,6.927035838735295,2181,6.69878106337268e-11,7.100394890795231e-11,4.208890943024662e-11,2.0374642396303673e-10,7.407910845466699e-10
ch17,1.418978525457262e-06,0.00014158196568874625,0.37800345099378785,14.936887111170908,2616,1.2806325956451662e-09,2.655915891930151e-09,1.1267151759526899e-09,3.2781251060312284e-09,9.974532022295475e-09
