,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-8.483639834703256e-08,4.497185175939437e-05,0.5619812510481466,4.925894944262341,4905,2.8762599458559057e-11,2.078180900996635e-10,5.522420758535509e-10,1.5599857322382732e-10,7.24296270243334e-10
ch1,-1.505851911387173e-06,6.298434663997194e-05,1.6812641123695988,12.162059830073904,3496,6.593342675994556e-11,1.325471877907423e-10,1.7991013632093773e-10,4.571711446265363e-10,2.285661696244874e-09
ch2,-4.2022263762839376e-07,3.087293556278807e-05,-1.8602345165041998,14.232671335042262,2989,2.1125797925175232e-11,2.6934896073508103e-11,3.4810443063825654e-11,7.261562648978098e-11,5.021856125879309e-10
ch3,-1.7231492497796836e-06,6.876315305734466e-05,1.4449714030476604,11.255006729308434,3168,5.848155438947919e-11,9.08379529998063e-11,1.671404587501297e-10,4.774668151448238e-10,2.706922495663523e-09
ch4,1.655667267174541e-07,2.426767860861598e-05,0.5246477359054847,3.8164510697496414,3537,2.37988195599126e-11,4.7467357576845274e-11,7.1736505268255e-11,9.035000437383904e-11,2.7211940739806285e-10
ch5,2.165643659124524e-06,5.352336267364946e-05,-2.217144679689455,23.856242755066475,2659,4.062488032404225e-11,5.879306453211893e-11,8.207018069512367e-11,1.5688376910536927e-10,1.3385781330607276e-09
ch6,-7.345201925178414e-07,3.0627274729030456e-05,-0.6199043714932158,6.859562736033768,2203,3.333631439025994e-11,2.4791978972492307e-11,1.6505425586960327e-11,9.745650282228486e-11,5.19071618706472e-10
ch7,-8.513776510127128e-07,6.562988350432019e-05,1.7342069486609477,12.456370272537411,3104,7.138337526521151e-11,1.2621271327188895e-10,1.3803630616881965e-10,5.438047420066985e-10,2.6621057794970943e-09
ch8,1.0777755382317153e-07,3.336497874291874e-05,-0.16850468399977223,10.035266720065499,2175,1.8257857809548738e-11,2.577470760933772e-11,1.8980694975706202e-11,8.37724217919783e-11,6.082094360468051e-10
ch9,-2.567658477753033e-07,2.3385754329519726e-05,-0.19921233520994497,3.3724647939721004,4350,2.490100625514001e-11,8.302797058560654e-11,1.2151681166091776e-10,5.528482702732795e-11,1.947041741569865e-10
ch10,1.016478964597559e-06,2.425216167682629e-05,0.3858516109798012,4.629590707567844,1736,2.1194898947143854e-11,1.9428607373149822e-11,7.595884261724896e-12,1.0917829524859408e-10,3.2245034093312417e-10
ch11,-5.692697448798648e-07,7.294542634624191e-05,1.9623106709273688,13.018972845179153,2749,6.758722938696377e-11,7.223162019475086e-11,9.874303647219539e-11,6.002827406969268e-10,3.3519556529093356e-09
ch12,-9.362900958373131e-07,4.345139004295862e-05,0.31532774524842083,4.8255057659876845,2980,2.7312062024613323e-11,7.153818657961358e-11,1.0950796414128158e-10,1.7233036262024107e-10,1.04631309891229e-09
ch13,-6.967761861374691e-07,2.2321403260840856e-05,0.016871783143997347,5.0008438180877715,2102,1.7639403264816814e-11,1.8906151295604828e-11,9.155348320578049e-12,6.169659968309932e-11,2.452651876436539e-10
ch14,3.416229974181788e-07,3.678022847583511e-05,0.03441511219775191,6.970206983789549,4891,3.2360665351894563e-11,2.2424033036908987e-10,5.996096102388298e-10,9.142613321462106e-11,2.612538526598457e-10
ch15,-2.2754763017147669e-07,2.0340684092362183e-05,0.571192045614082,6.33105748452722,3146,2.4793867102821887e-11,3.188863497026658e-11,4.4184382475090156e-11,6.065416289410998e-11,1.696045273031893e-10
ch16,2.273600442411131e-06,4.705627394517877e-05,-2.105329890405431,23.844584771075155,1947,3.320225093322471e-11,2.207721978519449e-11,1.3322502455969256e-11,1.4897772015919144e-10,1.1091699737379554e-09
ch17,-7.192834904424e-07,2.339676673400549e-05,0.497753880275063,6.693707056535176,1797,3.378858755582761e-11,2.570287482793405e-11,7.431895221323743e-12,1.277026601410466e-10,2.571593140155148e-10
