,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,5.202267652414851e-07,2.6341963557473584e-05,-0.4051120730239945,3.660349296446144,1302,5.655357576306775e-12,5.142636160640005e-12,2.1065288268546666e-12,3.65038725337823e-11,4.452726530279339e-10
ch1,1.9441560557925265e-07,3.7772539653015915e-05,-0.41847920793830484,6.055210758337207,1237,1.8674748437405792e-11,1.9229283503689252e-11,2.5863378532504814e-12,1.0066364244063936e-10,8.816333280228588e-10
ch2,-1.0614334340498992e-06,2.1612521263492815e-05,0.0016583876601421088,0.8389141839057119,2226,1.126579376109822e-11,1.1557341412462959e-11,7.849237007258736e-12,1.0060651774584875e-10,2.471782207395458e-10
ch3,2.7951626060517877e-07,2.376221413016773e-05,-0.20808340240788115,3.9627448153959186,1280,4.620474886070751e-12,5.077745893025751e-12,1.985352733003848e-12,2.0768089575340937e-11,3.1416444347803516e-10
ch4,2.918807752251017e-07,3.290400713926108e-05,-0.24835571038241022,3.417181766218447,1116,1.4982176116493308e-11,1.4272052252527276e-11,1.946250604087056e-12,7.564361050929678e-11,7.137731472102383e-10
ch5,-1.3627351231454577e-06,2.640964452656193e-05,-0.062082452348401186,0.553966841771655,2028,1.4919483423300997e-11,1.646514938467634e-11,9.197237314352607e-12,1.3842622211410084e-10,3.885895459138795e-10
ch6,-3.002952603367274e-07,2.668794982010829e-05,-0.3512959025026332,1.5871144404713027,1723,1.2310455653270684e-11,1.338581386834368e-11,4.212614037016781e-12,9.533015188226953e-11,4.0435538298173256e-10
ch7,3.0720688454031886e-07,3.5980841860017086e-05,-0.10448451201172272,3.0132982830968897,1218,1.5563805909830566e-11,1.6441302051211332e-11,2.6692618032610817e-12,9.621356777512476e-11,8.259304744070692e-10
ch8,-9.768033183101338e-08,3.320449277965907e-05,0.06569162969858344,3.18210884009829,1177,1.188756984689978e-11,1.1489147895290145e-11,2.3405482777496404e-12,6.295659935404398e-11,6.885467590016285e-10
ch9,-2.1180069990948214e-07,2.2275225979707704e-05,-0.04181611041780205,1.6158186655500568,1389,6.055120785781468e-12,4.696136156417165e-12,2.1368945862761706e-12,5.1383964007558e-11,3.0166947189982156e-10
ch10,9.880150411473862e-07,4.237329393677928e-05,0.016922370781160226,1.858305039993505,2376,1.6975416401792897e-11,3.0337878921510866e-11,1.7345174905470485e-11,1.1004803349692091e-10,1.103238080178015e-09
ch11,1.195063045762485e-07,2.213609854280091e-05,-0.10964396869018089,1.9117831035143835,1287,7.0057481535442854e-12,7.775726293368321e-12,1.8098665194349926e-12,2.838750872584593e-11,2.832938628770424e-10
ch12,9.859744736954456e-09,3.167181320929921e-05,-0.3216235908583853,3.200551273875348,1032,1.0005185380719434e-11,8.215227114738093e-12,2.0713748327140706e-12,5.441712054280393e-11,6.189161016726414e-10
ch13,-1.0327908665068033e-06,2.360229134101501e-05,-0.13422438561477543,2.9969778978498507,2192,1.015723946848741e-11,9.518370643760203e-12,4.5569455265398615e-12,6.205229336052965e-11,3.5361630568269666e-10
ch14,-9.354588924887736e-08,2.1282375891112257e-05,-0.09073167669401497,1.6017551407208712,1624,5.847505524002167e-12,4.967278372537312e-12,2.8400483490131275e-12,4.7577292712685115e-11,2.776319953094772e-10
ch15,-5.217739801499317e-07,2.0729512630176848e-05,0.17533951699283704,2.8398973900898588,1805,6.833510764911494e-12,6.898806724262649e-12,2.656654811731099e-12,4.2570758409923886e-11,2.7400233195679647e-10
ch16,-5.960618607380681e-07,2.7388958504011732e-05,-0.2465371459373261,1.3984179618253485,2081,1.293933146699564e-11,1.4367959245931248e-11,6.885793427086704e-12,1.1542815501878921e-10,4.286577018821999e-10
ch17,-1.4778782673804198e-06,3.240095329547262e-05,0.03055750787118948,2.491051824479708,1116,2.1803101203723245e-11,1.677438743617545e-11,1.9518495141284946e-12,1.270175671955339e-10,7.102300763657118e-10
