,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.7079360346253e-07,7.290354469481985e-05,0.7434419248939613,4.976749008327163,5870,6.05572592219583e-11,3.701874366164535e-10,6.394527102184573e-10,4.1249840541204684e-10,2.889268610898283e-09
ch1,1.3775693226798656e-07,8.563371200581676e-05,1.4622133962571726,8.784762480082538,4445,7.270170172243332e-11,1.9010079088957735e-10,2.4805418505824537e-10,7.455939914984761e-10,4.991302396487731e-09
ch2,3.92472534832275e-08,3.0126548080465045e-05,0.2849382939555365,3.593131199158722,9725,2.8675697083346284e-11,2.469870616647787e-10,5.295134153036137e-10,3.166786799000487e-11,3.163700088841597e-11
ch3,3.5278510585984056e-07,9.612218503871943e-05,0.6098124702068916,5.730929360930752,2938,6.719989441769354e-11,1.0612867407975745e-10,1.5843564163877294e-10,7.71271294237937e-10,5.933110824090373e-09
ch4,3.234833833911402e-07,2.820655242975621e-05,0.5072353154726539,3.7430159242220986,6385,1.768273437356239e-11,1.0072831961318999e-10,1.4879685843847177e-10,7.237030130659955e-11,3.666056492510377e-10
ch5,-5.998276637527058e-08,2.8248673227654456e-05,0.39901987308806297,5.227281935956803,9534,1.9193923982219582e-11,1.6827204775215172e-10,4.744544948820554e-10,2.6825467501652988e-11,5.1467786392399496e-11
ch6,4.11911012125977e-08,2.2670994693183037e-05,0.12630846900337606,4.685400737502953,8034,2.550973673223641e-11,9.408472004160413e-11,1.350799113199183e-10,5.348873822897292e-11,1.4274075448464287e-10
ch7,2.4209341007300175e-07,8.909862270504674e-05,1.3332466812276973,7.5017706452074275,4197,8.988413821701295e-11,2.8063563700283636e-10,3.7962846171809697e-10,7.662991307930714e-10,5.266990008101392e-09
ch8,2.1132708779833143e-07,3.129112838134577e-05,0.22727158520670748,7.349964507815383,5647,2.428902270650323e-11,8.558889589868606e-11,1.444483082210203e-10,8.355748989887743e-11,4.753368203023393e-10
ch9,-9.381860348039286e-08,4.949489682257121e-05,-0.39863612647257857,2.6301574517616704,9114,5.3633609494912496e-11,6.673806995165317e-10,1.4303137786637618e-09,6.245909076529601e-11,1.620178919764827e-10
ch10,3.9411806641972564e-07,3.506954576264858e-05,-0.05812358301032452,19.12832570071335,6727,3.6446058006359804e-11,1.0170923738564615e-10,9.526129945784757e-11,1.6474951418941554e-10,6.598853183469367e-10
ch11,4.4522160361151893e-07,9.664550993348826e-05,1.1794646236269055,8.105710744693194,3361,8.335292579079633e-11,1.1178825272087463e-10,1.6358904811482983e-10,9.034085806013854e-10,6.470235822246497e-09
ch12,2.502910227970183e-07,6.239981089963732e-05,0.49404381732730523,2.110565529034167,6972,4.955423491510199e-11,5.680797480625342e-10,1.1858510445531703e-09,1.7131496432892237e-10,1.2796738651455664e-09
ch13,1.4429516375895046e-07,2.2914601466439033e-05,0.20843508220580054,25.564556520500453,5653,2.5797173760268846e-11,5.2930789683283874e-11,5.62668657959004e-11,5.3992393774456454e-11,2.3908560101056877e-10
ch14,4.516733409164809e-08,4.0527507895810295e-05,-0.28774191030365964,2.1441683740088733,9185,3.771503133022037e-11,4.4997846115405607e-10,8.625156410909806e-10,4.892288812758762e-11,1.5318461224622203e-10
ch15,4.7798400948249306e-08,1.2948023492915997e-05,0.547648172705893,3.8181168499516493,5228,7.977709582971255e-12,2.5779669209344036e-11,2.4846326373807787e-11,1.7765672321276914e-11,7.535085325269919e-11
ch16,7.990671337074647e-08,1.1501984844593445e-05,0.16975408391713673,1.886068947539954,7346,7.835340824052987e-12,2.5798817141359586e-11,3.580988844491475e-11,1.4671114173863047e-11,3.6447400147799526e-11
ch17,-7.183547453983153e-08,3.0152652233013413e-05,0.7982517640433601,40.38833902841162,7578,3.898940195709086e-11,1.0310835568053193e-10,8.98054258943653e-11,1.2335032882014092e-10,4.193150870599779e-10
