,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-6.246980047015053e-08,2.5170127193429503e-05,0.25536692849127685,2.720527950418483,1771,1.994817218892172e-11,2.0168317730412217e-11,8.416908114178572e-12,1.392583288043084e-10,3.615528802566158e-10
ch1,-4.4034290502178917e-07,2.6402036276397314e-05,0.21480086193558723,1.772030041706552,1745,3.0620769569197796e-11,2.3354737140555518e-11,1.2248480282918773e-11,1.7334257159841336e-10,3.5729500685937947e-10
ch2,1.0067163401860397e-07,2.5908133317438208e-05,-0.02662387367477956,1.375524540667998,1570,3.9065533380604295e-11,1.7110304450862277e-11,4.04005128443744e-12,1.4258418001066142e-10,3.7956123846274896e-10
ch3,-3.3432955407782875e-07,1.9365636431594117e-05,0.3395795386841874,4.10525453635869,1816,9.82514824333954e-12,1.0770331328937572e-11,7.890949547424714e-12,5.551534224221205e-11,2.268753462338498e-10
ch4,2.5537038917086007e-07,2.6578111541349184e-05,-0.17895020793983846,0.47666474386123037,1711,3.3215891222731934e-11,2.2204651621935416e-11,7.568861501784379e-12,1.7065132300250521e-10,4.141781326913015e-10
ch5,1.3258714467396423e-07,2.7996149314081032e-05,-0.14935721955851936,0.8295142916380143,1542,4.344595371203941e-11,2.4200630671255348e-11,5.2794373828997e-12,1.6635574997878977e-10,4.3697813782258653e-10
ch6,-7.492781984369023e-07,3.2178544090626146e-05,0.1990626033509323,1.0551208843518802,1208,4.045984990946087e-11,1.772292511493228e-11,4.5420861378644925e-12,1.849052700686041e-10,5.978301656526838e-10
ch7,-7.736364237069373e-07,2.6564638690419188e-05,0.3956927907145333,2.7783504343041523,1678,3.111436259325523e-11,2.2224212256619935e-11,1.2079856410301442e-11,1.5153061236759778e-10,3.7912901934999454e-10
ch8,3.394406539214525e-07,2.447747630191289e-05,-0.2559150861575597,0.3238087607190394,1618,2.5342440359491776e-11,1.928119481326781e-11,5.517071037765934e-12,1.4642918517958724e-10,3.4486005757158026e-10
ch9,-3.8994549399994e-07,2.5087164925946217e-05,-0.14285048897421396,0.6138738422925725,1548,2.2537540934743214e-11,2.0400517393508303e-11,6.3688803761165586e-12,1.3896202705671762e-10,3.667735538015045e-10
ch10,-8.295419460844471e-08,2.6059056042129178e-05,-0.1005712729743237,0.509760027730148,1581,3.255055095286386e-11,1.7810835315495615e-11,4.947355996602357e-12,1.9788610883836505e-10,3.4793613173264877e-10
ch11,-6.40968438040712e-07,2.3885986563888786e-05,1.1828818684763205,10.6362384761124,2053,1.281734423588439e-11,1.4264853492308784e-11,9.536665581261152e-12,7.05279166513717e-11,3.2662565811216693e-10
ch12,1.1472906731235961e-07,2.225994870169936e-05,-0.11189810608389665,0.6418878549160882,1849,1.9772127417871182e-11,1.9577052151657626e-11,8.712447057770031e-12,1.1124722800167412e-10,2.80637591223478e-10
ch13,3.7696017820611786e-07,2.4857137842987197e-05,-0.21459345400358737,1.2967641077897785,1468,2.0295407464551742e-11,1.2935983413946846e-11,3.38701532569423e-12,1.3911036494469902e-10,3.4462140502358623e-10
ch14,-4.1129726028253604e-07,2.713709566540577e-05,-0.07671254528128132,0.5397628677074668,1635,2.632220122708366e-11,2.6904532646564628e-11,6.18851581867442e-12,1.6707207350425843e-10,4.274525167761933e-10
ch15,-5.96506598250471e-08,2.571984364975721e-05,-0.11091292892579802,0.1669507286290397,10849,2.24410101185444e-11,2.1091019119477084e-11,1.9310329667324504e-10,1.0421005108525045e-10,2.5009789983783967e-10
ch16,-4.230485988021637e-07,3.52494378407361e-05,0.007609526831622156,0.5644261773860331,7616,4.1692304688797754e-11,2.674532204361459e-11,1.854639438541909e-10,1.722443464709993e-10,6.521783492497627e-10
ch17,6.455710816505979e-07,2.9686847789500125e-05,-0.4072418545023545,1.5802494430721188,1389,3.181497743707656e-11,1.5423805437855006e-11,3.916684607434298e-12,2.2000222148165486e-10,5.214927864422935e-10
