,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.6739169448651272e-07,3.589606455916362e-05,0.6778502767474094,12.40300054290893,6076,4.467426789756011e-11,1.4523746973980182e-10,2.562864590913447e-10,7.901724393361819e-11,4.375196538876783e-10
ch1,3.0085420465592686e-07,4.15199538893899e-05,1.352979397783339,12.776539425319799,3418,2.2246132746277057e-11,6.437264094219041e-11,1.011658492101939e-10,8.555858393565422e-11,9.844672380635108e-10
ch2,4.030857360419656e-07,0.00010283876404838875,-0.2778104213203094,32.70806794157711,9814,3.229773021386883e-10,5.336191095148164e-10,1.3201709998581905e-09,1.114539511928128e-09,4.943708593547903e-09
ch3,8.711534931165304e-07,4.9861024140080684e-05,0.357910754196709,12.716868129179097,3460,3.6556084659450255e-11,9.240385423934578e-11,1.0916731811272984e-10,1.3260578251805e-10,1.493229510620253e-09
ch4,3.493277173141309e-07,2.287680987309991e-05,0.42290141162545064,10.897378908207905,4360,3.8196581121957104e-11,4.656097592591385e-11,6.220621075742275e-11,5.4196573459945194e-11,2.3128552597488504e-10
ch5,-8.152092087119991e-09,3.74850318268208e-05,-6.328193391278867,103.5039035525776,5754,2.947026597156444e-11,5.027944551321929e-11,7.23486939803108e-11,5.513397688754792e-11,7.656353831662403e-10
ch6,7.954135609166338e-08,0.0001024605651242382,0.8561687996740232,52.6112137936767,10979,2.3272384830763178e-10,3.786289676711063e-10,1.2309998929442873e-09,7.627598774793044e-10,5.208634354216411e-09
ch7,4.759130324249566e-07,5.286756592216989e-05,-6.337918626979893,178.60998085039057,3188,1.8759319256382823e-10,1.4335482025205614e-10,6.977397962234252e-11,4.009132238879871e-10,1.1374573359555338e-09
ch8,3.8970799245035983e-07,2.409198826235103e-05,0.24778789521306316,9.476184376413485,3926,3.226758164252412e-11,4.3207095523618506e-11,6.43358235246713e-11,4.3943812793636806e-11,2.5194164513018055e-10
ch9,1.9292665057867533e-07,1.7642210052280594e-05,-0.48002411150419866,4.2178079558082615,6203,1.2650595904964985e-11,3.44757250104178e-11,8.128929106319088e-11,3.9504091761277875e-11,7.91285338707285e-11
ch10,2.8875836954604843e-07,1.8206498563416864e-05,0.3773176099334247,11.469807227972856,2710,2.5326489988218038e-11,1.8786469769942507e-11,1.1236762523252031e-11,3.548485081314178e-11,1.6745291557760632e-10
ch11,4.7549722082198416e-08,5.885703442054213e-05,-4.6657540075392685,123.5014121960058,2646,1.8924860175387711e-10,1.3516951795102486e-10,5.989418950329765e-11,4.4137516734732687e-10,1.5371587858789528e-09
ch12,6.985164561734021e-07,2.448300681359424e-05,0.8471465880344212,6.3343772382120545,5550,1.4153790204885207e-11,4.2866876205111526e-11,8.102339549756258e-11,3.3697303019108704e-11,2.63290802978743e-10
ch13,4.010087777620092e-07,3.41539170586322e-05,-0.9623055597119399,30.88061826485204,5928,9.3486276617614e-11,1.2057461305027857e-10,1.1741177460220285e-10,1.838228600989274e-10,4.5252513493353033e-10
ch14,-7.970361003936536e-08,2.348766653060725e-05,-1.0769389572572965,22.889235664611554,7490,1.4878945537032718e-11,6.575046108786597e-11,1.274642197500253e-10,1.8048531236206684e-11,1.2482243969074049e-10
ch15,1.2007930800582312e-07,3.58586121852477e-05,-1.4446474095848811,38.495978113175006,6747,5.4177610242910716e-11,7.545079342637427e-11,1.149975189706794e-10,1.3003677106459818e-10,6.333548340540598e-10
ch16,-1.5948849888017948e-07,4.180507799100229e-05,-2.4764816538699983,28.899251904258485,7179,9.0849548477164e-11,1.219546016225622e-10,1.5882742679043436e-10,1.5983290909406455e-10,8.419361180656063e-10
ch17,2.4900558620882767e-07,3.640694182215242e-05,10.753517884708028,314.34070351104555,3346,7.747849146176248e-11,5.202141616996776e-11,3.3396856338490485e-11,2.0830014180525168e-10,6.118891485175976e-10
