,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,3.791431319793135e-07,7.337006308346163e-05,-0.038605675040639637,1.4249179458593026,1682,6.042460374955743e-11,1.8120057509240655e-10,2.902238734663123e-10,4.852659231306371e-10,4.005444431264642e-09
ch1,-1.1763718353169825e-06,5.563707892362799e-05,0.3994260253164132,3.825354813786281,1815,4.391379406173784e-11,1.0672836246784821e-10,7.588054937653684e-11,5.41908076242258e-10,1.900172011210605e-09
ch2,-7.133596827405021e-07,4.1097256209977824e-05,0.5153057280233369,19.886516190578043,1846,2.8917847941060322e-11,2.538809158752176e-10,2.4116954546317766e-10,2.6115344951831385e-10,6.477851706770852e-10
ch3,-1.288106101749351e-06,5.6246586786929074e-05,0.11233590049951796,3.9785851893458615,1695,3.251044187585981e-11,8.682035113790157e-11,1.1113362212317494e-10,3.189410695697006e-10,1.8894145726011243e-09
ch4,3.0207499190917314e-07,5.747127776830809e-05,-0.1701559162440767,0.9344766810638037,1171,4.443255034298543e-11,3.9548529703665854e-11,1.928508532949663e-11,8.978952274381582e-10,2.1371702465007833e-09
ch5,3.408328338236951e-07,6.771676513051183e-05,-0.09705205156464171,0.8338001071097629,1140,5.4587186901968874e-11,1.3876194722604495e-10,1.7156422844536587e-10,3.5219812448850393e-10,3.331814558826903e-09
ch6,-2.7630817535102714e-07,3.5351134445343145e-05,0.013137692251890123,0.8997309565484901,1771,2.9786900625076894e-11,3.2122308300236205e-11,2.473908276388045e-11,3.550067754762329e-10,6.566521724021577e-10
ch7,-3.7844679956542227e-07,4.062908119927948e-05,-0.046827014224458514,4.007827615593652,2441,2.852314950377864e-11,1.0601073051657122e-10,8.158617687275925e-11,3.739694638625218e-10,7.147529229042581e-10
ch8,8.068512367538122e-08,3.162755861268756e-05,-0.08438256736614427,0.4956641584433079,1787,1.8072259973840334e-11,3.096203415964262e-11,2.123233809354284e-11,4.265516242061026e-10,4.206161133795502e-10
ch9,-1.0397773766618108e-06,4.633583415197979e-05,-0.17781843639835226,8.088434867666672,2563,3.131821490584218e-11,2.760395107384574e-10,3.5663705679206563e-10,3.1123052561451013e-10,9.284262635105138e-10
ch10,9.273014781659474e-08,3.9942891140891024e-05,-0.12980962159688528,0.360892978424165,1331,2.3670002725815802e-11,2.3235319393203055e-11,5.24219101254289e-12,7.844528447594621e-10,6.862783621594036e-10
ch11,2.4880419269230067e-06,4.450536262540215e-05,0.2547871146148423,8.386746207581588,2324,2.7442446749458765e-11,7.793162479969882e-11,1.2522673098635865e-10,2.643935856849097e-10,1.0560106082838372e-09
ch12,-1.19813283968954e-06,4.370238952466732e-05,-0.08565207486767086,4.2194917204405735,2497,3.211386487392331e-11,1.253901718841888e-10,2.1206662584043035e-10,2.276150040191921e-10,9.41620487153113e-10
ch13,6.585984711504336e-08,3.0161944642523077e-05,0.013383585423569159,0.6988521427806949,1629,2.0905667798743017e-11,2.6667928255700222e-11,1.2362363914054804e-11,3.037171637440087e-10,4.812097332261217e-10
ch14,-7.180806271480368e-08,5.4186611597294204e-05,-0.2172890347629428,3.670685856753579,2266,5.2790276632451605e-11,2.2895273149854044e-10,3.122527272335952e-10,3.0721610593623437e-10,1.7660451144665398e-09
ch15,-5.802669882328565e-08,4.1311779671521014e-05,0.17703171210756205,9.721578407319793,1298,4.989148458003456e-11,4.996075582588645e-11,1.9206928085792777e-11,3.1872400505552607e-10,1.059519925883096e-09
ch16,3.028026118131762e-07,5.769757720090537e-05,-0.15096538772713303,3.7942160462352463,1213,6.970007438543714e-11,5.847957949013417e-11,2.6023860391275493e-11,4.466089501386599e-10,2.3088071609739925e-09
ch17,1.4323086723466986e-07,3.1874827736549055e-05,-0.017044544327495484,0.9336307112857454,1690,2.4387425289834602e-11,2.321022804586553e-11,6.547504462050637e-12,4.061558771462327e-10,4.449221246465646e-10
