,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-8.411352917413555e-08,4.3029340145843835e-05,1.297227800717731,16.30818546012408,4619,1.4274944494496151e-11,4.6449084910035527e-11,5.094260312314504e-11,8.88339406722208e-11,1.307982047418357e-09
ch1,8.181206134147649e-07,6.107490087462787e-05,2.573466092621834,21.93632792006554,4687,1.3445703588500878e-11,4.4440689942564825e-11,3.897783142720193e-11,1.83620184047917e-10,2.3860282193988666e-09
ch2,2.5573964471175662e-08,9.86182409740318e-06,0.03677753908128989,4.103310904462622,6235,1.3316052662587487e-11,2.4732815816749346e-11,2.302201503840301e-11,9.845219235816462e-12,1.9364766156567883e-11
ch3,1.773267152675682e-06,5.512508026112153e-05,3.09914092694056,32.79662564080472,4701,1.2358908186239834e-11,3.2842092259886635e-11,3.0435974619886995e-11,1.509828640988225e-10,1.8518207922677189e-09
ch4,3.934354315262692e-07,1.923947327542327e-05,1.5998230626997476,12.344358061565542,3707,2.3314941992528586e-11,2.1300242986333527e-11,1.262709466590385e-11,2.849851818026591e-11,2.072696957710689e-10
ch5,-7.480987962216161e-08,1.0876955291086258e-05,0.32191467465415674,5.329505406190519,5595,2.152342867817718e-11,2.6184751105294763e-11,2.2583668120853542e-11,1.0260654547295204e-11,2.5685712650998988e-11
ch6,3.02502693539009e-07,1.0523855954861512e-05,-0.10955305829463377,5.680441306099194,5279,1.1385095478414038e-11,1.72064324246028e-11,1.1978180498049444e-11,1.3326518206795806e-11,4.088450831483017e-11
ch7,1.2220590271616063e-06,5.8354952998327975e-05,2.8277152268756525,25.66989800212242,4053,1.4366860900166724e-11,3.896040326561414e-11,2.8200247673288148e-11,1.5751518168285093e-10,2.173214057314852e-09
ch8,1.316027150969208e-07,6.525728944628926e-05,-0.12546188358241128,0.9424373301127495,4517,4.0352082916442055e-10,7.977577829237275e-10,5.257397670442422e-10,7.122997535972288e-10,1.4244836467106559e-09
ch9,8.1869394243699e-08,1.8200141973201345e-05,-0.31143070414709495,6.183360504497788,6276,1.3930973199796947e-11,8.171777760512251e-11,1.2394897608339397e-10,1.842768311168132e-11,6.490445373309459e-11
ch10,3.429832223761537e-07,1.7509879223669044e-05,1.7321109192954551,13.940815685347935,2507,1.099444515277728e-11,7.76306042834059e-12,2.5980866323629442e-12,2.4867236517722575e-11,1.94361693330837e-10
ch11,1.147197160180091e-06,6.596289380217259e-05,2.5102379214705204,24.17633529992057,3861,1.3019288694170993e-11,2.4278916192669086e-11,2.1856102740484176e-11,1.786501860790378e-10,2.696424592387166e-09
ch12,8.828095617463942e-07,2.7804824692582555e-05,1.1777904411172178,11.372656148187458,5419,1.5909280833462637e-11,8.345268686091069e-11,1.2059802874359484e-10,3.583799317518623e-11,3.3664373166790637e-10
ch13,4.929951821316718e-07,6.508225576714387e-05,0.154632824146676,0.9573256510446733,4275,4.1310768228138697e-10,8.049491696130158e-10,5.072852493864711e-10,7.161461737739702e-10,1.3845648806212055e-09
ch14,-3.078559320220222e-08,1.4205275944859433e-05,-0.321614106059388,4.422766934363227,6443,1.7437743454483992e-11,4.9437977947992165e-11,5.1180079440876835e-11,1.2633744653117932e-11,5.076554640280502e-11
ch15,8.015441305743806e-07,3.436834425561749e-05,-0.09528258256350707,1.8431229658329409,8460,8.03448330076839e-11,1.4312830926569535e-10,2.4731606200922166e-10,1.268786900739869e-10,3.74362404034275e-10
ch16,-4.4195123486514806e-07,3.36003260073931e-05,0.17734208495371956,2.042279489413123,8344,7.14794314257853e-11,1.415339327490687e-10,2.329519975051951e-10,1.3216355209872087e-10,3.518232035018337e-10
ch17,2.4035108570034873e-07,1.1452559509134138e-05,0.27417844052740437,1.7535192179096342,2582,3.5570460296109495e-11,1.3482569606448514e-11,2.156954366955714e-12,1.7533445308360894e-11,5.0255885464323845e-11
