,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-2.834608997310892e-07,2.9304291318311094e-05,1.1786630401802036,5.4143363079690765,7195,1.1865237253739233e-11,5.311864528400976e-11,1.265675616935206e-10,6.753630024912306e-11,4.256860056923003e-10
ch1,-3.236217513158511e-08,6.0278766186581494e-05,1.9900363702820674,9.848219296359021,3128,2.5310321239777473e-11,2.7842115581755676e-11,4.810113479963446e-11,3.8054975270729754e-10,2.3100249803024173e-09
ch2,4.800409762819692e-08,1.9713506656812505e-05,-0.2479933726301445,6.378246837367277,5732,1.900731422636e-11,4.442317410908186e-11,6.107323513893838e-11,2.6862097194146877e-11,1.3094206451381962e-10
ch3,1.0762499710692544e-07,5.027098762674298e-05,1.9953705196741012,9.984685743523604,4023,1.9023974644605905e-11,2.2569362757534906e-11,4.773417823757467e-11,2.4364796695627725e-10,1.5696985065452432e-09
ch4,1.2262751296235634e-08,1.2520875732921411e-05,0.8247878009800672,3.591447153137831,3578,8.236455545782938e-12,1.045368365343024e-11,9.600482910560854e-12,2.096698521404018e-11,7.703349855810153e-11
ch5,8.463886401408739e-08,1.4708752665006657e-05,-0.15865593325286073,3.4967691842192368,6136,1.835429199227363e-11,4.282228137989274e-11,5.45675821234455e-11,1.9170989952788175e-11,5.796666452007316e-11
ch6,-2.1102861854205296e-07,1.935614907828141e-05,0.1338587837323214,6.41299426338416,4020,1.797802899828929e-11,2.4817543891862474e-11,2.238179733985331e-11,2.954144480259443e-11,1.5153004455356562e-10
ch7,1.5058400019607584e-07,5.9709323154852446e-05,1.9939722355325502,9.466008165653243,2726,2.4496989294624127e-11,2.3862234610169714e-11,4.6067075956880413e-11,3.837171072527188e-10,2.303609570702981e-09
ch8,7.228461300293657e-08,1.509444700117917e-05,1.1488753482373066,5.563910696342507,3003,6.631716360757731e-12,7.642421934387145e-12,7.746456001620358e-12,2.919331175918076e-11,1.2779365500395307e-10
ch9,2.281168095120456e-07,2.4083762023030976e-05,0.028702315008140505,2.5815664620377836,9683,1.3078448498071998e-11,9.05170082267695e-11,2.535862064118649e-10,2.4122674999995728e-11,1.0802736981481213e-10
ch10,1.2213707955149357e-07,1.6282989826882477e-05,1.0332620596390085,4.516307690722887,2545,6.451585975924776e-12,8.436613689876956e-12,4.339183027441417e-12,4.2079767427110095e-11,1.5272655952994785e-10
ch11,-2.2150043570458155e-07,5.5326553286219925e-05,1.934179627783043,9.672448344035997,3870,2.2665048399653265e-11,3.209989339376052e-11,7.11550927620215e-11,3.189984288606562e-10,1.951246735326508e-09
ch12,-2.0416204732871036e-08,3.0298547915904447e-05,0.6920083618659215,3.9135221993593117,8382,1.3416619672194845e-11,8.435765896174264e-11,2.2390861750429526e-10,6.417398942558804e-11,3.5302823678815776e-10
ch13,3.104952401038462e-08,1.1673534597427814e-05,-0.25829805123993965,4.2672189502858275,3489,9.958351168861054e-12,1.1149781408104366e-11,9.20604324039375e-12,1.3478509838001622e-11,5.92162139064093e-11
ch14,-3.146932151744534e-08,1.9487798822492727e-05,-0.40249916285986476,7.6387091078365525,9113,1.2693973643821248e-11,6.504204439070076e-11,1.6529766660072697e-10,1.728127706279951e-11,7.009137323782544e-11
ch15,1.7863982197399074e-08,7.781103589277078e-06,0.1376898121095316,2.365226101350334,4465,6.834319452085498e-12,7.219322168817491e-12,7.0757356924962935e-12,7.264232727668685e-12,2.3695066175649026e-11
ch16,-1.1840770438550428e-07,1.1919776400614744e-05,-0.2791352366101404,3.4161283692492415,4919,1.5575342454864256e-11,2.4197853948774278e-11,2.286136561829461e-11,1.8075653795366376e-11,4.3138600341842804e-11
ch17,5.4217514004762516e-08,1.0683841006092e-05,-0.12010461458680757,1.0516158699927978,2623,1.5876462508153333e-11,1.1972805900773032e-11,3.4208356678576703e-12,2.3512481060392924e-11,4.478348318972598e-11
