,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.3042797696314133e-07,3.918352995892271e-05,0.48353239670986736,12.363248087346756,5822,2.2380412287223242e-11,1.7603416197447982e-10,5.83703455863281e-10,9.245719010248874e-11,3.965250867537191e-10
ch1,5.10788541014328e-07,5.173633441525222e-05,2.2179193280296965,21.572871391532008,5789,4.842469644482863e-11,2.0465847315193776e-10,2.645831281120501e-10,3.161257103739065e-10,1.4305206489490515e-09
ch2,-1.7772629834828513e-07,1.9012243313892797e-05,-0.37624740331100187,3.57790022066768,4036,2.589274092081495e-11,2.6148242172419108e-11,3.5181294267745607e-11,7.938631226951412e-11,1.17481995655646e-10
ch3,4.0725266581121974e-07,5.46366830570843e-05,2.1503892459923497,21.780585614145327,5851,4.162735232313167e-11,1.2547177697307188e-10,1.8611098044835636e-10,3.0189625019101876e-10,1.7472757610910886e-09
ch4,9.17987813193577e-08,2.1163962740636046e-05,0.37117832644144955,4.877402747740044,3178,2.8704811252572734e-11,3.152441703337425e-11,2.6639055383274775e-11,1.0525987039851124e-10,1.9662047066290307e-10
ch5,-6.394980984629179e-08,2.5017993644141256e-05,-1.307130927664981,17.25602380768488,3587,3.384612617687428e-11,4.618368224914738e-11,7.977248211088896e-11,1.0490840395008713e-10,2.1717287280981317e-10
ch6,-7.268195016599432e-08,2.292349101595725e-05,-0.2017517929372834,2.012869637538966,3024,4.471298426908093e-11,3.131509916767391e-11,2.3720244848160364e-11,1.2456040579385126e-10,1.8450810326319873e-10
ch7,1.047768867829673e-07,5.9382126216357503e-05,2.11918360004648,22.250241857933748,4682,4.696018073559553e-11,1.603913082446075e-10,2.2489620420481938e-10,4.082333303091719e-10,2.136055634903112e-09
ch8,3.890926234035839e-09,2.114978879791468e-05,0.8256251937333685,6.97639469151658,2946,2.5153846504194538e-11,2.8175518807378788e-11,2.0275205997614552e-11,7.955888875771157e-11,1.9645089469374926e-10
ch9,-3.791479130928559e-08,2.2681022381765883e-05,-0.35225550931553734,6.445684978102628,5270,2.905026977023963e-11,7.062596397353073e-11,1.0421100576126724e-10,7.588463365934665e-11,1.4703374651860232e-10
ch10,-2.5229033237171734e-09,2.2037345766951003e-05,0.5168192979512392,4.44508693399708,1834,1.8948558042352692e-11,1.7697379319021002e-11,4.0149533401701595e-12,1.3294088310610164e-10,2.2745234590229407e-10
ch11,3.265171011688323e-07,6.108546734820769e-05,2.443751406803336,29.811516776667624,4598,4.9170548254118424e-11,9.090767168123734e-11,1.3540442283230122e-10,3.806454788238945e-10,2.254315965720154e-09
ch12,4.316950669323508e-08,3.1803723711187787e-05,1.4866870461613682,14.593697693988911,4642,1.6564694025251085e-11,5.8188909533830603e-11,8.930377782650212e-11,9.309532374006018e-11,4.841236351551066e-10
ch13,9.129411253142533e-08,1.6909914173665265e-05,-0.19196979325957275,1.4749842515334368,2112,2.967998512040615e-11,1.802138507306976e-11,5.245388839385418e-12,6.927553736377275e-11,1.1459391956169867e-10
ch14,1.3898582175667466e-07,3.715306166291321e-05,-0.15563142520611217,8.237212729736274,5669,4.356675551185806e-11,2.055611511245316e-10,6.428989818384934e-10,1.243072274389521e-10,2.210758916511009e-10
ch15,1.4612332351889715e-07,1.894631501983294e-05,0.3729968823627006,7.1030695697169985,2586,3.675754685051525e-11,2.3052597799627026e-11,1.1058439665964839e-11,8.46993374152313e-11,1.3377447713935973e-10
ch16,-3.315313488078861e-08,2.227208937922706e-05,-0.03622961135664666,5.518497310406145,2772,4.228531104327243e-11,2.084802861945289e-11,1.435280404451822e-11,1.1671009035992533e-10,2.0532461749592176e-10
ch17,4.565189798669895e-08,2.3432277434924493e-05,0.011785967235790095,1.043568117117946,1956,6.205812031982428e-11,3.362648167115091e-11,5.541470002892873e-12,1.496353570741861e-10,2.1926889520940077e-10
