,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-6.533179874446126e-07,0.0001131833428949721,-0.20024315198175843,0.8196558459802907,2061,1.522283891811868e-10,2.0887893279532644e-10,3.02208308401794e-10,1.210836653054006e-09,9.323540749105017e-09
ch1,1.5277560085605468e-06,9.267532027891544e-05,0.0397971022463126,0.953736236929684,968,8.118161023238705e-11,4.741574739656439e-11,1.1546435748755711e-11,1.029972841270513e-09,6.114057669470785e-09
ch2,-1.0108637198438347e-06,7.089350625739844e-05,-0.2627839914920684,1.2847789979416984,2037,8.411700354273898e-11,9.096752508011714e-11,9.164243986704937e-11,5.852008027198508e-10,3.772664266055319e-09
ch3,8.079748540217437e-07,8.767432680668022e-05,0.08103346266359916,1.1835004473878525,2204,7.959000889947861e-11,1.1145049116246227e-10,1.7610746308527605e-10,7.796110849156001e-10,5.5276322289808734e-09
ch4,-8.112407200514016e-07,0.00011114091352252299,-0.05533240838199624,1.0707176423790639,1081,1.5518672611250635e-10,8.99825610608146e-11,2.1564894245234943e-11,1.4749587324854262e-09,8.83684102568692e-09
ch5,2.5256569746040275e-07,0.00010729907494072159,0.09350264141319493,0.6828107761677948,1339,1.454776967003559e-10,8.016295147509298e-11,6.507052505127008e-11,1.1496029237715817e-09,8.696690141402943e-09
ch6,-6.105584123432399e-07,7.436466983896679e-05,-0.25182918153850914,0.7882601215402651,1946,1.3306752655926148e-10,1.577239506638803e-10,7.755521950643513e-11,8.676919966629633e-10,3.8905936818662036e-09
ch7,4.4330938606098485e-07,9.416998832804267e-05,-0.1282364694915397,3.4723815654952013,1217,1.0804903617392867e-10,8.519696491786e-11,3.1866790961220756e-11,1.1169509117196629e-09,6.738945255774173e-09
ch8,7.577632191819655e-07,8.059086123235737e-05,-0.269412184575086,1.6301112910914153,1467,8.569087054698043e-11,8.9095103108405e-11,3.250937304043731e-11,7.836982216789791e-10,4.913972734790122e-09
ch9,6.571304753406902e-08,8.221437921514185e-05,-0.18727661638169338,2.48671690129152,3313,1.2826949995138412e-10,4.0037208981140586e-10,7.38003738116788e-10,6.164553557308217e-10,4.224985019171982e-09
ch10,-6.497199933401473e-08,8.354632363752618e-05,-0.17097594754545176,1.1054442249881378,961,8.452635206445092e-11,6.554949626947386e-11,7.43150207039482e-12,1.0103919810370214e-09,4.8635125992545646e-09
ch11,4.2422319456317443e-07,8.290187482904799e-05,-0.4938600683816837,9.903874738035084,2583,1.5649527229287006e-10,1.519001748635392e-10,1.8236807977145924e-10,7.905640475384723e-10,4.680424691201381e-09
ch12,1.7051569004895731e-06,8.812201739916015e-05,0.13466237431386338,2.57584784024763,3505,1.6129174412466666e-10,3.7863141005782896e-10,6.883356093765142e-10,6.36257790256467e-10,5.1764982981328345e-09
ch13,5.924346737195229e-07,7.108435956275027e-05,-0.12442747191884203,0.5588978636856559,1752,1.9185934626912008e-10,2.465443300038875e-10,5.04121784890622e-11,7.652704769660322e-10,3.3471667601848796e-09
ch14,-5.095726486409719e-07,7.775813990048206e-05,-0.11492491502273272,1.1802744148465019,1701,1.441249864960237e-10,1.2273186727694557e-10,1.315956251840931e-10,7.528260873949485e-10,4.239632564183757e-09
ch15,-5.617418965888651e-07,6.143744249593097e-05,-0.004147573394638215,1.3626637478682593,1421,1.6850449018761517e-10,8.613073344066379e-11,1.6081113522397644e-11,6.669978389279294e-10,2.5543064975156087e-09
ch16,-2.7314643636682765e-07,8.638250968639225e-05,-0.2227067308693348,0.919286738551286,1579,1.4947930336655736e-10,9.621629419475624e-11,5.5835455972143477e-11,1.1015230064787535e-09,5.372555813097133e-09
ch17,-3.1962161174005e-07,4.918629949485515e-05,-0.04973566261422604,0.5681975892498139,1487,9.520916014173839e-11,7.746843219041239e-11,1.5721447398725338e-11,5.173644574252407e-10,1.4840120871571832e-09
