,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,8.465579815136e-07,7.543006531101976e-05,-0.017981878458918434,0.6782636278959315,1311,6.702522796574752e-11,9.253997729294087e-11,1.2849685805009616e-10,6.252193457264459e-10,3.4358435885905927e-09
ch1,6.447047659101699e-07,5.9714886915378025e-05,0.010155010656327035,1.1417037704304676,1087,6.255562506786412e-11,5.072488960378572e-11,9.153801476134365e-12,5.029786641828081e-10,2.6067394919481547e-09
ch2,-4.2630915582383723e-07,4.45420146874474e-05,-0.036746986821896616,2.0961095261016185,1970,6.176527096128805e-11,7.067994191055872e-11,4.356421970829087e-11,2.9766365342295543e-10,1.212521195877647e-09
ch3,3.50137493836019e-08,5.4176359635828575e-05,0.05578995897249684,1.7776946670305547,1572,3.6853931047648713e-11,6.419573434335621e-11,9.586553910002486e-11,2.6193464196116503e-10,2.06318444583702e-09
ch4,-1.8349880421047477e-07,7.900924753463763e-05,-0.09059325699609012,1.3321931176041693,1045,9.532420087404229e-11,8.408829924255765e-11,1.9107198525867493e-11,7.689900594149023e-10,4.370155654038687e-09
ch5,6.235642794715823e-07,6.19608701205649e-05,-0.05128224434037897,0.7243556777852582,1357,5.6790785918230915e-11,4.039399047960938e-11,3.846673622542027e-11,4.889008177528021e-10,2.3654698628491284e-09
ch6,-6.058896085048688e-07,4.863548687813591e-05,-0.01964145393303019,1.9897338730111853,1962,7.721581087680407e-11,1.2099749023890812e-10,4.728133363524191e-11,3.705615359244269e-10,1.340854699589398e-09
ch7,4.4744079235613305e-07,5.574083502005803e-05,0.3791509003453977,4.950136485374312,1432,8.5029734887655e-11,9.323898812340351e-11,1.699430627455697e-11,4.3317615224245144e-10,2.216333371067731e-09
ch8,8.003208765450056e-07,6.118169766418011e-05,-0.29985428225322736,5.115106132006286,1528,8.123363849518793e-11,1.2219924462143536e-10,1.4731290277215477e-11,4.132441592635571e-10,2.8353294684309855e-09
ch9,1.5679044716984127e-07,4.98240954766912e-05,0.006574402547328437,3.1608424241473587,2082,6.47453800643364e-11,1.1719712431019008e-10,7.837175324037625e-11,3.1583013256132154e-10,1.5621026198090533e-09
ch10,2.2301782056158237e-07,6.637944623875117e-05,0.010326700545668819,2.575520344042493,1188,9.463076867043373e-11,1.2827181229792916e-10,7.429638573442861e-12,5.47134610960165e-10,3.1273502118884267e-09
ch11,4.476352259197949e-07,5.334726280450797e-05,0.634926394153853,11.602329316829042,2906,4.762285270470508e-11,1.1955226092853733e-10,1.6501579944010372e-10,2.5570680679471943e-10,1.8331076133460415e-09
ch12,9.536505564683509e-07,5.328149214116778e-05,-0.2960954284333043,7.629233859117779,3207,4.9535257915573456e-11,1.3500458488117765e-10,2.0844715316345564e-10,2.319709348446577e-10,1.719643297405859e-09
ch13,4.955964946000814e-07,5.1984989899778266e-05,0.2542772325717182,2.7155265104918875,1725,1.1099202203305042e-10,1.9796771859143393e-10,2.4669636235808068e-11,3.9341624769975446e-10,1.6119432782491091e-09
ch14,-6.536702250800004e-07,4.916865999249289e-05,-0.0068788051261275,1.3000394370233668,1398,4.652501484333917e-11,4.4374406848393764e-11,4.0671561393834354e-11,2.8958930965372747e-10,1.6097241779593125e-09
ch15,3.5505515909957684e-07,4.701590429768842e-05,0.13594829439846964,1.047585947888856,1177,5.4409722713737564e-11,4.202402421830385e-11,1.3525152594654247e-11,3.175726618776838e-10,1.4190199559835552e-09
ch16,2.7320145575023257e-08,5.620575706710313e-05,-0.0933917082910819,2.0637898504228582,1475,5.914009782147336e-11,5.105756854159746e-11,3.688956974197512e-11,4.16315312837182e-10,2.079428285109888e-09
ch17,1.4187605990761613e-07,4.7438287532343443e-05,0.1802730845354768,1.6215790542267676,1539,1.0388361597058143e-10,1.1188634021297678e-10,1.0258809361522916e-11,3.673821738474079e-10,1.346926604169511e-09
