,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,4.539233822856174e-07,2.2844467235631828e-05,0.24404807921362562,6.976544523601536,2793,1.423415242679811e-11,1.256340792262637e-11,9.397289123836554e-12,3.516013555416305e-11,3.231083757594265e-10
ch1,6.116484911009201e-07,4.090724881686268e-05,1.385245792307359,4.36038148220533,3154,1.1326878923284956e-11,2.4888492627213318e-11,2.445862601117229e-11,1.1067969603448341e-10,1.30400780324685e-09
ch2,-5.56060892482177e-08,8.472433575560216e-06,-0.1553275792399409,2.8713879663067345,5313,1.526825838765634e-11,1.2877271376690976e-11,7.62472151160347e-12,1.08406383221477e-11,1.878227176733477e-11
ch3,5.015631905002414e-07,3.78879406059967e-05,1.5850207471998519,4.897694748263752,3384,9.101073420124962e-12,2.1796964895937717e-11,1.9477502511677202e-11,9.401510516111637e-11,1.1290893314256396e-09
ch4,1.6728401514788187e-07,1.7347852674995723e-05,0.38683665356243335,1.2716653503512019,3243,5.395722384947946e-11,1.8912419392497313e-11,9.128169679945864e-12,2.3658416206946743e-11,1.3346143527852273e-10
ch5,-7.815808148524472e-08,9.660053240936752e-06,0.006190445678163552,4.341663192707321,5160,2.4990373929967437e-11,1.6045062226875652e-11,8.68222042048821e-12,1.7244821117947717e-11,2.1365464872918707e-11
ch6,1.2730749812322653e-07,9.147217043227709e-06,0.05181591853307257,3.3642049849842692,4703,1.997817575375829e-11,1.1556555240668573e-11,5.888471938543631e-12,1.4736505040679403e-11,2.4795958756634715e-11
ch7,6.319373657540926e-07,3.7975278880519983e-05,1.0266642016531262,2.640612716802961,4016,1.3193307145417338e-11,3.79879865900456e-11,5.091043470853554e-11,1.0136148378689406e-10,1.043567889190129e-09
ch8,5.856746889868796e-07,1.7286563338851055e-05,0.17953923773720423,0.7690983502010154,6587,5.1495142546450405e-11,2.5260556485373088e-11,3.7190534996741647e-11,2.430241425821528e-11,1.3084720655499644e-10
ch9,4.219909421464512e-07,1.1683721671709279e-05,0.05922995027289136,8.21620803235502,3678,2.2356424206426442e-11,1.4230898449662104e-11,6.468751009919477e-12,1.819219163569417e-11,5.621292160021199e-11
ch10,1.5835666396643353e-07,1.4232691825833898e-05,0.28765314330985475,1.4741239787940037,6058,1.6884836223198575e-11,1.2967858246087227e-11,1.9430809437474448e-11,2.007147568739332e-11,1.1345278337470673e-10
ch11,3.9167568690317375e-07,3.9777008120141606e-05,0.7464192689955657,3.7156991969924116,3699,1.497055900460044e-11,3.862970778016357e-11,5.272060595348713e-11,9.611005059053119e-11,1.1284888582547254e-09
ch12,5.526971766188828e-07,1.7981227097533876e-05,0.5355748622537887,5.542107749997523,3176,1.4832734182875866e-11,1.3194364509231038e-11,1.3936004770697647e-11,2.1614400063407773e-11,2.0352760209619285e-10
ch13,-3.107410910096486e-08,1.4859118289229465e-05,-0.09924647182300216,0.7924163901111738,8778,4.547332121300062e-11,2.8755245658170984e-11,4.592022955376124e-11,2.1279797087977494e-11,5.416896988520809e-11
ch14,2.2790113715030122e-07,1.1568110901970333e-05,-0.38938774130464726,9.068200081212623,4259,2.8824296173734258e-11,1.6162890169121858e-11,7.713966808749856e-12,1.5988158155014384e-11,4.763622880237825e-11
ch15,1.7717602256414872e-07,9.82099104479376e-06,-0.007273116632862499,0.799989507520102,4452,2.490158645726844e-11,1.5362349278587966e-11,5.064995589880662e-12,1.0688956572417407e-11,2.8305732025688658e-11
ch16,1.2646065533479202e-07,7.986143995471723e-06,0.174890250689595,1.8680079126616844,4403,2.1672107920660487e-11,9.590322418075303e-12,3.867923426521142e-12,8.337185668174279e-12,1.305405651262617e-11
ch17,2.834416854345616e-07,1.440573926953081e-05,0.06763659770183503,0.34721781550624264,8381,5.4174512522166834e-11,2.6970084740198485e-11,4.3826231317488e-11,2.1283768574234326e-11,4.547585327300739e-11
