,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-4.365176616340482e-07,3.730627165679926e-05,-0.4744053100396314,10.673261794972333,5531,4.2761930260696496e-11,1.6233584013338846e-10,3.463973010091779e-10,9.469029623310332e-11,5.16250713304586e-10
ch1,2.1793222683398427e-07,4.2071401155417415e-05,2.3351267654436163,31.54205318749566,4007,2.7138668809667783e-11,9.562783208372506e-11,1.6169911753862235e-10,1.3925218358301081e-10,9.379475378194922e-10
ch2,7.357792651249352e-08,1.9450816603634822e-05,-0.2759729686789888,1.3138955315830643,2859,3.619789334165975e-11,2.6178916351006676e-11,2.42735393851961e-11,6.333009344826304e-11,1.8204594475385055e-10
ch3,1.2335034951595535e-07,4.9137946328857555e-05,1.3382291654262923,17.609934610421824,4344,4.029434421475786e-11,1.7705800616198118e-10,3.9754132740962754e-10,1.4777299875304515e-10,1.0471990216759312e-09
ch4,1.6600734209020264e-07,2.0001896550264913e-05,-0.0016515944422174102,3.6783054047997448,3200,2.9163891572249606e-11,2.5394603412490434e-11,3.5581848915017295e-11,4.9180637682920796e-11,1.9267390189691257e-10
ch5,4.642825535281497e-07,2.6404532785060925e-05,-0.2960459874412598,0.8185217766346073,2802,5.876062502323117e-11,3.925756011821988e-11,3.496322252152576e-11,1.1186129270905936e-10,3.703612487046258e-10
ch6,-2.168780185018817e-07,2.0484490566261054e-05,-0.25625345011739675,1.1521331858767567,2506,5.3404219562656463e-11,2.7395271889395514e-11,2.2299960126305458e-11,6.825048823808907e-11,1.896614124198372e-10
ch7,1.6041206663894506e-07,3.838163946168297e-05,0.689196821136712,8.351794039891557,4138,2.2383622756469693e-11,8.298070290718622e-11,1.626686957541416e-10,1.0850181929534721e-10,7.144062087396066e-10
ch8,7.046698221923944e-08,1.9450866044512538e-05,-0.43511622614188566,3.7850354499629892,3803,3.6400054821840926e-11,3.445133534253732e-11,6.013447427196762e-11,4.482993993949177e-11,1.5269928828986102e-10
ch9,2.302528262244726e-07,2.164266230549398e-05,-0.9513034164948657,11.358791475201897,3840,2.0120254757828616e-11,5.7581641085523994e-11,9.130697883965056e-11,4.966237292558643e-11,1.7799439361062134e-10
ch10,-1.1502889911307096e-08,1.7109159251947612e-05,0.028304616251572698,1.2757492812366795,2053,1.2296977762465538e-11,1.3885432433794703e-11,9.657727673086915e-12,4.5906014018060965e-11,1.676195909219594e-10
ch11,-8.337185788049027e-07,4.632459611902264e-05,0.7382520688650407,12.02331802543245,4146,4.760071248559002e-11,1.8657481505318585e-10,4.751671415326072e-10,1.3894263742974308e-10,8.854167903975465e-10
ch12,5.141932194548576e-07,3.5026556974495835e-05,-0.3866403551339546,12.553667639028582,3738,3.6280037868469545e-11,1.1434879898055812e-10,2.5646396938641383e-10,7.991012592512242e-11,4.934780474342787e-10
ch13,-2.0837157917677395e-08,1.5755785059203654e-05,-0.21767583425181602,5.5723833372520915,2752,2.1148938718902383e-11,2.2737992398981522e-11,3.6135995843983286e-11,3.331211567173761e-11,1.0537691056421621e-10
ch14,4.1919485560134284e-08,2.5085487715116693e-05,-0.7670128402120946,9.556794300479632,6036,2.326369698312976e-11,9.599918166627084e-11,1.6508105959614652e-10,6.342733074054579e-11,2.1074911932831989e-10
ch15,-1.2137509677373682e-07,1.4756238955999048e-05,-0.23778137467452154,3.091748921458362,2637,1.8303578013613352e-11,1.9723457467631098e-11,2.231041025896146e-11,3.236519960604847e-11,1.0391774629964073e-10
ch16,-7.900433317505064e-08,1.7923473575950374e-05,-0.3209124330904207,1.3087653087720623,2676,4.2686256583441267e-11,2.172209405904626e-11,1.9127531556492018e-11,6.425481741887248e-11,1.4651078296228055e-10
ch17,2.847942496627475e-07,1.6722016781030707e-05,0.03650369809335559,2.422288723463887,2048,2.3446074193397143e-11,1.177366485936354e-11,4.206231819377039e-12,4.055634652346447e-11,1.3648484956532243e-10
