,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,3.083370377980146e-07,4.095872410203362e-05,0.45175412027313533,3.7418582651249173,3667,7.29084964270886e-11,3.1826725175206214e-10,2.1273198427876742e-10,1.6245448128292114e-10,6.893838667986665e-10
ch1,-3.7465040652061353e-07,3.877959366551719e-05,1.2578246811840088,8.066278903470925,3429,7.278541053623158e-11,1.3749238410448575e-10,8.738854273084488e-11,1.9555584830544415e-10,7.916023691006887e-10
ch2,-6.90181359038057e-07,4.1910929437408286e-05,-0.04068695848661998,0.6171874710196712,3420,6.855177613781337e-11,2.4620720920591e-10,1.7065177535248722e-10,2.1159578331843918e-10,9.020438422764136e-10
ch3,-9.134090462711634e-07,3.9778906505074006e-05,0.36247540003838946,4.3276070459107405,2839,5.074353803893668e-11,1.1834369272624334e-10,1.3527517577538916e-10,1.7132686614290745e-10,8.342045320660243e-10
ch4,-4.0920156413855743e-07,3.345608366034925e-05,-0.012983101532338573,0.5648036858873176,3798,7.487816854859062e-11,2.5418763117717615e-10,9.707441539530061e-11,1.31274597254386e-10,4.458375166230508e-10
ch5,-1.5525261031335582e-07,2.811843118724471e-05,0.06095547114438592,1.68980306274499,4034,3.675314185743819e-11,1.6864561513131737e-10,1.0851535683060743e-10,6.212788358450516e-11,3.2178189574089535e-10
ch6,-9.880997103508331e-09,3.679325760252471e-05,0.004002221849292417,0.7045115795425096,3144,5.4482632199404633e-11,1.4385446295413105e-10,8.247976390760151e-11,1.666141310379048e-10,7.737144957088525e-10
ch7,-3.8139983425333304e-07,3.7842463306310595e-05,1.5451919551715514,9.192745615104377,3712,6.964082929106844e-11,1.7744233662703973e-10,9.541152360669968e-11,1.9016179482519851e-10,6.936182268339078e-10
ch8,-3.0311401623947966e-08,3.250946870231491e-05,-0.11120536480638236,1.3263417808498748,3040,7.462132057942639e-11,1.5304717228765325e-10,4.23459633192761e-11,1.5499596869904871e-10,5.146116165622923e-10
ch9,8.514370477162282e-07,3.8322698683688274e-05,-0.040157820224232275,0.8508336365058415,3919,5.183854108960115e-11,4.0914733657182845e-10,1.5525079380993906e-10,1.1227042983113278e-10,5.683348873854712e-10
ch10,-4.6357922154508837e-07,2.74630463361238e-05,-0.06754570467036895,0.25351972571557413,2483,5.596307053133066e-11,8.656332509667611e-11,2.3680511936660694e-11,1.4290027267321712e-10,3.7589331099302075e-10
ch11,-1.7418925773460389e-07,4.1006139599302916e-05,1.5574587321636844,9.409146565165166,3425,5.664009629595411e-11,1.6050199192657322e-10,1.0659000164613682e-10,2.1061237915671926e-10,8.467488163286363e-10
ch12,5.643476533163737e-07,3.709791267847767e-05,-0.08565008706389621,1.6460555033715458,3810,6.257530436122624e-11,3.4403352852842295e-10,1.5454998781118022e-10,1.2422705052925684e-10,5.055093822659649e-10
ch13,9.77258123360548e-07,3.0205875968594945e-05,-0.12310641607297787,0.6441720968471891,2415,4.074072527334684e-11,8.572739789745354e-11,2.3382327321674045e-11,1.132176234959922e-10,5.340454367489235e-10
ch14,6.758221473040726e-07,4.240078659162703e-05,-0.3278708321132567,1.6412678215170349,3636,6.14302545229001e-11,3.354194531058263e-10,1.6081834343372934e-10,1.170336805696287e-10,8.081010487605818e-10
ch15,5.601800538751153e-07,3.821814902018645e-05,-0.1945706015738257,1.3416555621687607,3179,6.450808243522475e-11,2.0231899104710905e-10,7.664183512700561e-11,1.3409379582993667e-10,7.447862577930729e-10
ch16,1.6503217053592704e-07,2.8150335326190466e-05,-0.014104371978960181,0.36747330126343725,3662,3.2105954993830516e-11,1.2863788923751276e-10,7.186167772893361e-11,7.33598987885046e-11,3.302988259021136e-10
ch17,7.014725543385251e-07,3.004338307015951e-05,-0.07813628408266342,0.39010144714314343,2679,5.742113148900211e-11,9.325376306545264e-11,4.3384044557437633e-11,1.406398064934729e-10,4.519763553823142e-10
