,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.0778483838164385e-06,5.297322884174894e-05,-0.4294264514993967,3.070594673045817,6.998770263950896e-11,1.8472505203086142e-10,2.3951419385064485e-10,6.50315904506749e-10,1.3750510653623736e-09
ch1,1.2730036832087923e-07,6.236158204691053e-05,0.366616225141583,5.000483835413355,8.833159175133012e-11,1.0491938095716546e-10,6.448252945018268e-11,1.082763260434401e-09,2.2111085482410205e-09
ch2,8.311443960547764e-08,4.92890812304285e-05,0.5198914612921443,12.642854829045755,9.47130227608203e-11,1.8970806396794955e-10,1.9141031620452275e-10,6.255798655900554e-10,9.270515381768293e-10
ch3,-5.984354366853833e-07,5.0987131966186004e-05,1.3391668621829398,11.858704849058014,6.06141830156373e-11,9.158926246095254e-11,9.52982013395083e-11,4.756766652163955e-10,1.4625309447415345e-09
ch4,1.448168957809191e-07,4.4880932284181045e-05,-0.35745063154334666,1.2470080481825194,9.342547187580923e-11,1.2699065924133888e-10,8.273624341864758e-11,7.673995698621884e-10,8.69311944313214e-10
ch5,-3.9508072529629874e-07,3.665735776897658e-05,-0.09105466327608673,1.4831610870067333,6.963426056837277e-11,1.4731797311541693e-10,1.402092150958592e-10,4.2204417096245705e-10,4.565218479969265e-10
ch6,-4.124085029962562e-07,6.018803962388475e-05,0.032314871791052954,3.8015210384787297,1.1827689352479002e-10,1.7216558916940488e-10,1.3014134321568392e-10,1.0495084073891477e-09,1.6867760293213967e-09
ch7,-3.0585566382223876e-07,5.785455545381297e-05,0.13351627460652996,3.58939410036189,1.1811753984067584e-10,1.3451721924965593e-10,7.884215437476463e-11,1.1070616223984386e-09,1.6904325481199292e-09
ch8,-3.7932079114961127e-07,4.363516561611825e-05,-0.5358736067660858,3.1974106316578563,9.166232265180056e-11,1.380982773041107e-10,6.427182189654367e-11,5.76545160759378e-10,9.47207269870132e-10
ch9,3.035268953607634e-07,5.0482721073504504e-05,-0.3048855019151409,2.2228222358525427,9.463123638825189e-11,4.0595907930052537e-10,5.589633420494156e-10,5.919999337224417e-10,6.683290910913386e-10
ch10,2.7786347530340115e-07,4.12572468801393e-05,-0.32443390137006867,2.195194814662697,8.708083750115531e-11,9.642127072433549e-11,1.5667387608152492e-11,7.768210855403106e-10,6.702356977602168e-10
ch11,-9.698411994156186e-08,5.0428552467181106e-05,0.8272075896468676,6.8873364897976685,9.061605914055634e-11,2.465461182944626e-10,3.985161569942212e-10,3.896161440260979e-10,1.0861825718202806e-09
ch12,-1.2200426966063907e-06,5.8266271885892687e-05,-0.07438706721559894,2.102616866569422,1.0849261418233579e-10,4.920891166287481e-10,7.403790393655651e-10,6.1562476579893e-10,1.1180659254173945e-09
ch13,1.5075704872608974e-07,3.213801660484792e-05,0.12384893727686393,1.1248250756378164,5.7329151291930816e-11,6.307081541367226e-11,3.3396297840339444e-11,4.149637020170182e-10,3.74965170623245e-10
ch14,-4.631390476585904e-08,5.229456652240839e-05,-0.22896168877276174,3.730887077405251,9.527105463698227e-11,2.681233211412167e-10,3.2139572464662873e-10,7.743475554721282e-10,1.06403485316937e-09
ch15,1.2014027426356976e-07,3.968770928986059e-05,0.1063239420276816,1.3056062748820088,6.048685924322608e-11,6.983952132564011e-11,5.876980686217994e-11,4.852165195093164e-10,8.081445519774525e-10
ch16,-3.7522103900647176e-07,4.8542351784799116e-05,-0.397093468852896,1.6140037962002305,8.344420446606851e-11,1.0447499275543335e-10,9.786285071352083e-11,9.990532609437715e-10,9.689678429322007e-10
ch17,-3.9023874887711584e-07,3.38242726921868e-05,-0.05810844262493511,1.4945725469182163,5.191291146436234e-11,5.4322007058319556e-11,1.3356191259232361e-11,4.550513479096299e-10,4.664543446524867e-10
