,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.2114604168126345e-06,7.302527116638519e-05,-0.08571723803328576,0.8240893712708464,6.639861177109268e-11,2.9603515078303124e-10,3.003284894692643e-10,5.266293894136628e-10,3.6967245152259746e-09
ch1,7.368931897946509e-07,7.064529901779097e-05,0.9010874687587015,3.8547541375774177,7.341272992178728e-11,1.6796913014620768e-10,1.3875437776628993e-10,6.560819788571925e-10,3.3077976210388307e-09
ch2,-3.386779730047145e-07,4.4818479492079644e-05,0.5092385809089464,10.326680511376438,5.103987575532369e-11,3.495169847268978e-10,3.4232787611235065e-10,3.119835748120876e-10,7.478934860582471e-10
ch3,5.138190274271077e-07,7.139322843922608e-05,0.7192282099972325,4.261311348902402,5.040830090896304e-11,7.302562621090324e-11,6.790137102274614e-11,6.882197557321357e-10,3.4016747689419527e-09
ch4,-1.1977266566443396e-06,6.841454009856604e-05,-0.1602002563544897,1.3185743962346903,5.7980125516694296e-11,5.106965281050764e-11,1.8996647318418277e-11,1.0018628736655527e-09,3.3141942720022625e-09
ch5,1.0060508106330579e-06,6.586660291291921e-05,-0.10186550493799762,1.9511620407650208,6.775737662017749e-11,2.1067938538298743e-10,1.5131968434298902e-10,5.469065269460019e-10,2.8991493810923673e-09
ch6,-9.468911603091317e-08,3.979450971826151e-05,-0.11568713338419838,1.337869542305942,3.436791473822792e-11,5.162643269321278e-11,3.836821768138018e-11,5.446696892647231e-10,7.741315327496657e-10
ch7,1.4328643510406727e-06,5.386990522493694e-05,1.078048268989652,6.861518279321972,6.378651318822465e-11,2.2080055882559747e-10,1.8476887793632776e-10,4.50196459495464e-10,1.604255093357365e-09
ch8,4.024082043230601e-07,3.568139917803971e-05,-0.13454627176773054,1.2929359928515591,2.51836745541754e-11,4.5711873358033734e-11,3.544097181231936e-11,3.996471096849301e-10,6.96634092013934e-10
ch9,-3.915382811042952e-07,4.9354276832884485e-05,-0.46032401099888176,4.1612453674142476,5.707662197644351e-11,5.014783257979813e-10,5.063485989374694e-10,2.5612885181144817e-10,8.613310663149758e-10
ch10,3.877978016012551e-07,4.75913292047446e-05,-0.1751912732220844,1.1722314426769112,2.985962256177459e-11,2.3325869676203673e-11,7.037002540601551e-12,6.192688490919727e-10,1.4772098926196885e-09
ch11,6.765014131249419e-07,6.03964521278479e-05,0.6405736725475308,6.794829492519559,4.12313619934472e-11,8.607359134587582e-11,7.166201842532393e-11,4.5592044555009933e-10,2.2141742462096464e-09
ch12,8.30222310426515e-07,5.8551379616442985e-05,0.8928284028302085,4.961907384052159,4.394027756587023e-11,3.0092177632617e-10,3.000674742245215e-10,4.0470092243778163e-10,1.8803764959274873e-09
ch13,-9.473617016114701e-07,3.040406388342474e-05,-0.10511389273794747,1.4772845773129761,2.923289986166577e-11,2.9102077123994353e-11,1.0940196128562905e-11,2.9802329109562775e-10,4.948109301980806e-10
ch14,1.3640423979696735e-07,5.1605832188234086e-05,-0.060017858363012155,1.2203150064901385,6.866843123457264e-11,4.1080022026651213e-10,3.910977052653361e-10,3.0925487263760923e-10,1.3403912067621956e-09
ch15,-6.101100816851394e-07,3.808557791560107e-05,-0.19285924181150135,0.8054364225354691,4.3047713256254906e-11,4.190174384188915e-11,7.2729398850184305e-12,2.7125363212650507e-10,1.0105463797084664e-09
ch16,1.5260865832531233e-06,6.274717228109645e-05,-0.2052708997567573,1.5786159984421886,6.350509025409886e-11,5.109550562101939e-11,1.823875757867374e-11,4.695675525835085e-10,2.9997705459691985e-09
ch17,-5.512811151374837e-07,2.9752344055352238e-05,-0.11258072676512645,0.37911345642698,2.5964905918869752e-11,2.3937094959112217e-11,8.109464634833939e-12,2.778510647344746e-10,4.728390582128346e-10
