,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,3.825623852894755e-07,2.9081914815360907e-05,1.0844812095193896,6.8702532469202655,3.698110011443736e-11,8.211586432498247e-11,1.0300204594191717e-10,9.495418567884045e-11,3.4480676781300493e-10
ch1,1.725890408607001e-07,4.794167500571121e-05,3.099903446337838,27.153633093600938,6.534654542341936e-11,1.3489126675766632e-10,1.8367452182552976e-10,3.776225330727642e-10,1.2725624815114386e-09
ch2,1.0571510242857312e-07,2.116294490260632e-05,0.1980734956808159,12.804447340684613,5.367606015758336e-11,7.960955856760261e-11,1.0640715062706022e-10,8.948738379238937e-11,7.939628025314916e-11
ch3,-1.401561295572943e-07,5.3527568832284746e-05,1.7285830055065672,21.608022869701593,7.005323847395613e-11,7.942718841034644e-11,9.887857560084786e-11,4.1645870883974454e-10,1.7370115273456049e-09
ch4,1.6282902457685685e-07,2.3752953376460293e-05,-0.0667850612561109,4.386926946000519,5.268701242766989e-11,1.0139718903238304e-10,1.2444084849563588e-10,6.796501921046481e-11,1.633662033986705e-10
ch5,1.7281380810876966e-07,4.283914233991252e-05,1.4344429452716492,32.166762361407955,5.123444839852577e-11,6.444905278691323e-11,5.0187681275973285e-11,1.412313675746358e-10,7.929664505633727e-10
ch6,-1.0243907885498819e-07,4.2328075844074434e-05,0.3082373861482456,10.361377837053793,1.0653755739865435e-10,1.1236983988045562e-10,1.6207002654170269e-10,2.3901837545448867e-10,6.811339760494539e-10
ch7,1.6093411379421196e-07,4.769595576412421e-05,2.923661542505683,23.415229132267513,6.729469081107299e-11,1.3093081535505933e-10,1.853813417526414e-10,3.557184146202e-10,1.2502438100171845e-09
ch8,-9.932713712777571e-08,2.7020461218983733e-05,-0.22358582283303036,3.9697640797811884,5.4829657103598344e-11,1.5544059553074058e-10,1.6784855532336395e-10,8.940106883953628e-11,1.9657594645154524e-10
ch9,1.481566657300576e-07,2.956695570150894e-05,-1.028276763336566,16.45686302600905,5.052683167689811e-11,1.9446586886086743e-10,3.342668322493131e-10,1.0753130118576332e-10,1.2933556164380096e-10
ch10,1.9781634999727833e-07,2.0631753579555988e-05,-0.7062715393772429,18.031709104881575,3.351823443553553e-11,2.341634674161149e-11,1.1066658354251652e-11,9.597802022510013e-11,2.2802247307844808e-10
ch11,4.236346708090688e-07,5.007447929057938e-05,2.94900209454043,22.908521902795353,6.383782821342469e-11,6.916059657200663e-11,9.796188204929137e-11,3.640262508392232e-10,1.4204041469032056e-09
ch12,-2.2947693318927997e-07,3.3785424630521076e-05,0.1326063001486879,6.957996005005457,4.607417971120118e-11,1.2470737471301234e-10,1.7905535463319794e-10,1.3092200865860433e-10,4.792486298333923e-10
ch13,4.948065727677245e-07,3.5373794905731734e-05,-0.4669862659463808,7.457272706563222,6.93263169245884e-11,7.597728589857029e-11,9.242056568627067e-11,1.5247139329874622e-10,4.960684505677615e-10
ch14,1.2035484885035755e-07,2.4162546296780433e-05,-0.10766616384818337,2.799851829808997,5.2812241021989224e-11,9.065226128861523e-11,1.1214379444694121e-10,1.0626695055787951e-10,1.546075233181888e-10
ch15,7.084394425693754e-08,1.9387717663623403e-05,-0.2917839552071659,7.0973573483999,4.0208801094849656e-11,4.0996119824918076e-11,3.349790601894486e-11,6.078575977848562e-11,1.1899214521236168e-10
ch16,1.3855665644215952e-07,4.145604842912853e-05,1.008043459792874,23.474081961437005,7.175504045507944e-11,7.360120714316836e-11,5.961676131505338e-11,1.3224684010503797e-10,8.532630648543371e-10
ch17,1.3380582827194073e-07,2.0427334644193137e-05,0.026349568256723393,1.6893431838132669,6.87623885279827e-11,4.313223337614282e-11,9.521193143347662e-12,1.2762487229480046e-10,1.2905351387848092e-10
