,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-6.076784665020081e-07,6.519255372491703e-05,1.0555435728505458,12.13662526635958,4.352643152867494e-11,1.5913646272673335e-10,3.1898338027572063e-10,1.620170566058429e-10,1.9793926705592194e-09
ch1,-3.81912579835041e-07,6.732362128611426e-05,1.1794828069548533,9.599861240695521,4.459942385109871e-11,1.7651257148737646e-10,2.8528678239546034e-10,2.086168657363579e-10,2.8645932889579467e-09
ch2,2.4516712185761467e-07,4.060462213363328e-05,-0.7640434365490603,22.640432124951936,1.354804101785702e-10,2.9895012980889827e-10,3.738385371763754e-10,2.502765513588546e-10,3.338174018103349e-10
ch3,-3.4474159405029424e-07,8.457107140096239e-05,0.7939588610180776,8.317543929128101,4.774234644457302e-11,9.582287383389845e-11,1.528200069786724e-10,3.0783395106407953e-10,4.485397105020815e-09
ch4,-2.1031721520821994e-07,2.979697269218786e-05,0.8865007497898192,10.669832002025585,2.4157870895362935e-11,6.660034307680117e-11,9.249324523648386e-11,5.775616255133101e-11,5.211623696049627e-10
ch5,9.225609728754456e-08,3.396288041181179e-05,-1.3455279468499033,21.000592813394327,5.083487660278908e-11,1.907528878901082e-10,3.0222857184348965e-10,5.1113264682213535e-11,3.3840254997679306e-10
ch6,6.914571649331516e-08,6.557797162558001e-05,-0.4434028009178147,37.644263433610234,3.2158085296733126e-10,6.9270080111986e-10,4.758573671322656e-10,7.148735764253025e-10,1.0798042581272514e-09
ch7,-2.7368914107091187e-07,6.134998330655265e-05,1.2652655527387144,9.100938190325357,3.5839271307083275e-11,9.340945452570074e-11,1.5264905753282167e-10,1.785092039072105e-10,2.599024114919955e-09
ch8,-1.5441141673605492e-07,3.0189552338291795e-05,0.9345175982173471,8.61967944895757,1.553507666678467e-11,4.994391278807058e-11,8.177574628399485e-11,5.3215209956779166e-11,5.574886805441128e-10
ch9,1.4093366613418631e-07,2.839287066446996e-05,0.4697781228698964,8.402001319330218,2.1185688436660376e-11,7.729603530817901e-11,1.7959986028865985e-10,1.0978746084644262e-10,2.958714308879296e-10
ch10,-2.753701969338959e-07,2.7179907085860958e-05,-0.7005994412258428,34.109030866476076,2.9339855388822786e-11,5.008856154828989e-11,3.70554515540113e-11,1.1734781825761975e-10,3.943014914328053e-10
ch11,-4.585907512346713e-07,6.82782588739641e-05,0.9151120611129234,8.900709829684315,3.9450933277871894e-11,8.156533001966472e-11,1.3265257773991736e-10,3.029770739550243e-10,3.219203665696423e-09
ch12,-3.2076622658297884e-07,4.3630983851038576e-05,0.5486383876267454,6.205647223982579,2.943111819372717e-11,1.0447375177864499e-10,1.8610330117909346e-10,1.0441147625621477e-10,1.07605462120647e-09
ch13,-4.091836600738529e-08,5.6312155941449395e-05,-0.2583786659847296,35.38728202679253,2.1056314604174167e-10,5.507585067851173e-10,3.6341481659081383e-10,5.330047781997687e-10,9.751990272631014e-10
ch14,2.7312983668703583e-07,3.1147887476719465e-05,-0.5741405631150875,9.951413257951481,4.705666179484219e-11,1.4143635597485414e-10,3.451859110389649e-10,4.795062488758176e-11,2.4486161241562387e-10
ch15,3.6130855181842375e-09,6.65330478565985e-05,1.1243569048227395,38.2621488331368,4.244354987594357e-10,8.294776027221509e-10,5.032425881652352e-10,1.0327800441749425e-09,1.3696055655349821e-09
ch16,1.231324469801094e-08,6.856304155562134e-05,-1.100099467539282,36.30130111020245,4.971323338876291e-10,8.885270452400346e-10,6.172598494834512e-10,1.1274215903477234e-09,1.3614957980321125e-09
ch17,-5.758425696962706e-08,2.0372021946728764e-05,-4.400898584412657,149.71859777195556,3.2387484518376705e-11,5.707071073728941e-11,3.8662001296652336e-11,5.916140228939074e-11,1.7582079297976003e-10
