,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.629291088970805e-07,2.2279466859482454e-05,-0.01710913602790234,0.18676460608476741,5.4969795572797e-11,5.1288982979582215e-11,1.0320294720635458e-11,1.5009688191331853e-10,1.9680966457255227e-10
ch1,1.8365663990937606e-07,1.8626324322500792e-05,0.07009306919347959,0.2831783285347167,3.422952501437133e-11,3.624929996385514e-11,8.674929916922597e-12,8.80101034003709e-11,1.1800244507523455e-10
ch2,1.632256088189641e-07,2.6702473926534277e-05,-0.058270663552442786,1.026244244688593,1.2019872413466456e-10,5.431682992723479e-11,8.798386741112013e-12,2.2568629853935923e-10,2.7029146920368986e-10
ch3,-1.2565560737260422e-08,1.4241355107036185e-05,-0.0031773010387090243,0.28883040598545673,1.6801770252944526e-11,2.6305812871646162e-11,6.033401181601937e-12,4.653348864279165e-11,7.597190369728091e-11
ch4,-5.535423844561939e-07,3.256159366600504e-05,0.004287632194008806,0.9514303696271478,1.9060852257233758e-10,7.967565163075666e-11,1.2628135055532905e-11,3.7964299325510784e-10,3.611482704123844e-10
ch5,5.256608500952124e-07,2.724017208318096e-05,-0.1204548101845913,1.3076361427813028,1.6296035128498285e-10,6.34036410303585e-11,1.1898957776654779e-11,2.1185277376685437e-10,2.3667554339527583e-10
ch6,-2.3385263836983275e-07,2.92452881791382e-05,-0.03496862040576406,1.7503024516366867,1.592342592514891e-10,6.755945924967108e-11,1.0416882547328284e-11,2.510245882076583e-10,3.1754841102188916e-10
ch7,-5.598805362019929e-08,2.1356445353757223e-05,-0.04039984656079779,0.3993553237934502,4.160762787579591e-11,4.7133231471208884e-11,8.415533936423091e-12,1.1044129147236013e-10,2.0179890630228025e-10
ch8,-5.258717699503646e-08,2.7156828461160428e-05,-0.09442187779529883,0.4267010597517391,1.3761822608167218e-10,6.766395715987086e-11,1.105051106453057e-11,2.3882822828047505e-10,2.561328028096026e-10
ch9,-2.8043265432132457e-07,2.5237902744214487e-05,0.07491392597038776,1.5966775361860917,9.248385214177551e-11,4.60224340419965e-11,6.66732813989931e-12,2.415978974090615e-10,1.9842390958836121e-10
ch10,-2.2913253284391032e-07,4.457814813043047e-05,0.43844276100532653,1.9951829725931436,5.557908533499507e-10,1.368336118289078e-10,1.6038087568304237e-11,8.84895415532905e-10,3.6824925395419885e-10
ch11,1.6319574389211437e-08,1.5476682497029617e-05,0.1104567446757033,0.2942668710627747,2.2312294668279557e-11,3.320484342325651e-11,6.071220949601077e-12,6.196399808275104e-11,8.436843569019155e-11
ch12,-7.33518385730613e-08,2.2096134242842116e-05,-0.031770750791485135,0.15973643197140674,6.931400675892308e-11,4.786389685437538e-11,8.184058454483416e-12,1.4318549574939285e-10,1.871517585583907e-10
ch13,1.671545194180908e-07,1.913718396410869e-05,0.004587811954620727,0.9330368507017299,7.744052861958417e-11,3.4629164504189767e-11,4.376563075847803e-12,1.2681861963858684e-10,1.093445615978862e-10
ch14,-7.682202022842225e-08,2.4370236065298784e-05,0.1445052312425752,0.6730565489681943,8.48426032572587e-11,5.212427300321257e-11,9.015579818812326e-12,2.053885662255975e-10,1.9910148080801767e-10
ch15,2.3784892327571908e-07,2.566278578248575e-05,-0.06688829755452161,1.059475014672893,1.3709214498557204e-10,5.7004017543951976e-11,6.3450072278941905e-12,2.134997232091135e-10,2.0433880501183405e-10
ch16,3.080799037117351e-07,2.754204582227335e-05,-0.11902867124372346,1.8210695136016533,1.7074550013536851e-10,6.444275609193583e-11,1.1258321338934707e-11,2.1679913677763398e-10,2.2955138145885106e-10
ch17,1.7869209050017757e-07,3.459356678453233e-05,-0.33481356035580495,1.274351284565129,3.222825690565055e-10,9.750671475627121e-11,1.0104379375369115e-11,4.307617810332932e-10,3.2878157261869995e-10
