,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.1337765951686179e-08,2.76307819272232e-05,2.143173159941516,13.821843711734498,1.8358623104127846e-11,1.6679806163758256e-11,1.1775480822019237e-11,5.929347749216468e-11,5.19791716153115e-10
ch1,6.667311553868704e-08,4.252781362018755e-05,2.0090150775520574,16.168493461544145,2.189672414188172e-11,3.7108092985986145e-11,2.8234163485188974e-11,1.3350677561683623e-10,1.3218674130759771e-09
ch2,-2.4476929904928658e-09,7.610059585994637e-06,-0.16990614812527557,2.1602699633359057,6.25013770191936e-12,6.56647547961219e-12,6.190429540553241e-12,1.461553332815552e-11,2.0473990413014896e-11
ch3,8.805242490524956e-08,3.5675341991243924e-05,1.0526948417058724,14.541383719982417,1.7070716929022032e-11,1.7540917003840016e-11,1.215507088479345e-11,1.0055599211502743e-10,9.223860369677117e-10
ch4,2.1510144806455395e-08,1.4974740695409396e-05,0.9501704048668901,6.172682089007321,1.6449208176000638e-11,1.6054455422026093e-11,8.993814179648923e-12,4.027409355231591e-11,1.1843656158408423e-10
ch5,3.49662805221517e-08,9.880167602744597e-06,-0.5146666186482541,3.2324924605141128,1.4012350578296004e-11,9.229906353412433e-12,3.5231984469519744e-12,2.6809660060003087e-11,3.943334070623702e-11
ch6,-2.526275799268853e-08,9.440525937206276e-06,-0.7578688568898769,12.449143514652329,1.3324512512591227e-11,7.883169976513378e-12,3.871314577559575e-12,2.7623370785983568e-11,3.1978923068777574e-11
ch7,1.0020293783300663e-07,4.1771422416033e-05,2.380810320136839,20.25488991881709,1.9201117822860792e-11,2.301720676608068e-11,2.0706844243675304e-11,1.3434353192837484e-10,1.2963784337080109e-09
ch8,7.583800463679254e-08,1.4102774540859597e-05,0.9530860056408208,7.910100914237692,1.204102918527192e-11,1.1618487047896837e-11,1.1873741828082242e-11,3.6549845260945446e-11,1.060121353148224e-10
ch9,6.730524037309461e-09,1.3086640894909139e-05,-0.3974742110533676,3.05836688020376,1.0518154348971516e-11,2.7350987688368043e-11,5.665034911123801e-11,2.0133220306685406e-11,4.1271325134879785e-11
ch10,3.2811819830680168e-09,1.4922883041043404e-05,1.081056104995778,8.758596288909182,1.5474130724646724e-11,7.113736329559543e-12,3.2128758308849445e-12,4.4655869003312345e-11,1.2750627869462383e-10
ch11,1.005368193595926e-07,4.9147643537694476e-05,2.685689705230118,20.66257679987211,1.8807955314393747e-11,1.6449408618247795e-11,1.871249367590579e-11,1.6622054449615038e-10,1.7695523572984431e-09
ch12,6.620700976831149e-08,1.9045494818149997e-05,0.7157032173560217,8.230406196386044,9.298312926410155e-12,2.3902223238054363e-11,4.375734254381513e-11,3.497079260045578e-11,1.8760432168388368e-10
ch13,1.1469749185312472e-08,8.365004768659141e-06,-0.06768683441410876,1.9683687817243554,9.01501683616372e-12,8.019823812064187e-12,6.900618985670953e-12,1.7807740868801412e-11,2.3520755766821446e-11
ch14,-9.235830729812623e-09,1.3176368293872225e-05,0.021004991646984397,1.6058276464764338,2.066844710074142e-11,1.3076494315736857e-11,8.424243437954398e-12,3.441081587261696e-11,8.057008822514618e-11
ch15,7.414657303955256e-08,8.746329846300051e-06,0.021951128015247234,1.8828564027422718,9.169921801039806e-12,6.90193649123026e-12,5.342428845451511e-12,1.683643594518992e-11,3.1666162548520454e-11
ch16,-3.263401523515657e-08,9.753386126189114e-06,-0.7203125766127488,8.306835309449921,1.487979539378204e-11,6.627941717193085e-12,3.919608672720625e-12,3.0034932612899206e-11,3.326832030208273e-11
ch17,4.299416145614873e-08,1.0792838777259501e-05,0.1461096798782975,1.5565790960081811,2.3201637893610786e-11,7.48954803810748e-12,1.871988864624718e-12,3.913337784480753e-11,3.703141859240396e-11
