,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-3.9907950261977935e-07,7.849970972998853e-05,0.3291328447387986,2.368507842867488,1.24419307634021e-10,7.430006893259644e-10,1.578689221343135e-09,1.1729985622847802e-09,2.0719205409070428e-09
ch1,-6.974373628499395e-07,0.000105452744803199,0.2438700268457944,2.562355754595891,2.179501311568623e-10,1.6296992180866073e-09,2.8218054414124284e-09,3.2613694995868627e-09,2.7121502667399854e-09
ch2,2.2797883800664566e-07,7.882804572018825e-05,0.6006923531021707,11.348094560975282,2.383872491519674e-10,1.3206598705949295e-09,2.7669652088078594e-09,1.0738305454939563e-09,6.877953432439955e-10
ch3,-2.810300746606409e-07,8.274479971376279e-05,0.28458998567265587,3.290879262985647,1.1414199133919642e-10,1.0508781173407067e-09,2.279995894043792e-09,9.738333166945603e-10,1.8159230825807127e-09
ch4,3.644032061391332e-07,6.215174787827352e-05,-0.17159877930858888,2.010471745102307,1.3044001300482266e-10,2.0194125428501924e-10,2.86855396117422e-10,2.5989780224187674e-09,6.283609082194505e-10
ch5,2.0774320372303236e-07,7.935948841751849e-05,-0.8305117346592426,6.162065354513473,2.2941599587718243e-10,1.1184276308916135e-09,2.12927530307801e-09,1.2141703337636887e-09,1.121630711601132e-09
ch6,2.4048198104876842e-08,5.0724475160739494e-05,-0.19006251209403954,0.7335028386078601,1.6258957036693052e-10,1.3995290450163085e-10,1.205614166202502e-10,1.3823911588303826e-09,6.160332112867781e-10
ch7,-1.0353819825181274e-06,0.00011192261792455475,0.19825160678527945,3.083214753276038,2.8701757583576216e-10,2.4809323042293843e-09,3.5933534032742295e-09,2.669586014389681e-09,2.892610836599126e-09
ch8,3.658710831621577e-07,6.142855942670382e-05,0.026883343583614244,1.4586109107351382,1.4529417185831562e-10,3.0687916040352265e-10,4.759132022276713e-10,2.117406563022761e-09,6.388769640948588e-10
ch9,-2.430936551888083e-07,8.846603518607691e-05,-0.5137656647075889,3.872544632621155,1.9219305130638276e-10,1.5787680355235619e-09,3.5931676275528907e-09,1.6401662666433158e-09,6.572118561733902e-10
ch10,-1.664603044571878e-07,5.2434992530468424e-05,-0.2746958525474487,3.1062847255810393,1.0428851423154692e-10,7.313113370333105e-11,4.5436345409707214e-11,1.9291787950454638e-09,5.573174646945682e-10
ch11,-5.726397749977849e-07,9.853641780182259e-05,0.1915275399861732,5.021655817150217,1.6182433565598663e-10,1.2551840976365031e-09,1.9813403101065364e-09,1.55926596257509e-09,3.7196926239019976e-09
ch12,-1.376998058317931e-07,7.792416014581047e-05,0.3321027019652627,2.0209251663372108,1.2908174922336912e-10,6.607979948684912e-10,2.0444601279389117e-09,1.1846670101074164e-09,1.1652630489276475e-09
ch13,-7.961017899597212e-08,4.121844880423386e-05,-0.04083079237427732,0.9254338841251357,1.1717149137250573e-10,7.119479290609944e-11,2.6903028417694853e-11,9.020020629292815e-10,4.305329799649443e-10
ch14,-4.514472295490805e-07,9.496894362293862e-05,0.8430130159480728,6.976262302449333,2.2282189657272385e-10,1.6156455764059876e-09,3.629084553043731e-09,2.0353895175469242e-09,1.2053310898980654e-09
ch15,-1.8625518348015013e-07,4.96241334336961e-05,0.15196401207673013,7.556511782320339,1.6238001425928517e-10,1.3327636525656317e-10,3.938364193596474e-10,8.83717750395394e-10,6.432027217043264e-10
ch16,-4.225584152103756e-07,5.9966128218840454e-05,-0.11564724694451155,3.559647699187197,2.168061275917695e-10,2.1141024245451294e-10,4.770058859005666e-10,1.3423877424542985e-09,1.068532359587121e-09
ch17,-9.751006472912254e-08,4.215115983345192e-05,-0.05360560462058097,1.4174796348724055,9.608920886961348e-11,5.132689886166396e-11,9.017921904600783e-12,1.2166841529100107e-09,3.1952287059290054e-10
