,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.6461954948974925e-08,9.368706508111841e-06,-0.5935260177037185,14.656670939395859,5.168443764878061e-12,7.0513911532075885e-12,6.684767888401765e-12,1.2847878935425544e-11,4.593919558244397e-11
ch1,3.8348078775972184e-10,1.013554306625398e-05,0.11391549506187662,2.4146947358154582,5.5089533378130695e-12,4.0338496480842905e-12,1.6355895377768418e-12,1.836200437512296e-11,6.92765575136587e-11
ch2,6.15562497648356e-08,8.643417060739265e-06,-0.2422423517692735,1.0984012105396719,6.064487972973896e-12,4.594212671395641e-12,1.0943904755932957e-12,1.988906547686561e-11,3.645781980779811e-11
ch3,1.884147946100013e-08,8.146807424701065e-06,-0.1372256410705711,1.5035506969812547,3.5752539232060783e-12,4.611945622184039e-12,4.581901739149009e-12,9.935483859483928e-12,3.485789532083014e-11
ch4,4.8259953140070866e-08,1.0392041871360777e-05,-1.384563718842518,26.587694853739297,5.843465489276387e-12,6.153755802744984e-12,1.9118192493603347e-12,1.8555723057738782e-11,6.370337864547495e-11
ch5,-1.120496445198046e-07,6.07910745941451e-06,-0.15987880191359827,1.9724375700699124,3.1683611545907202e-12,3.180254189232308e-12,2.0497965620798573e-12,6.083178639620268e-12,2.0221688527644377e-11
ch6,-2.1460184324460887e-07,9.27077937637617e-06,-0.20575903658075267,1.8008292233258807,7.78042630915415e-12,5.4391358611114394e-12,1.060960408805404e-12,1.8388543726053886e-11,4.8375070116744946e-11
ch7,2.0229789288807784e-08,9.373882259282109e-06,0.4239462926300659,5.292423723229074,4.0984756481865766e-12,3.1169355529875854e-12,8.201624300155961e-13,1.644482629036241e-11,5.886352618033375e-11
ch8,-1.1523144368010417e-07,8.61768375721502e-06,-0.33347820497327246,5.81816389444757,4.3233449297440695e-12,3.745383704604216e-12,5.437737135418562e-13,1.3892997339082138e-11,4.3829680081730655e-11
ch9,-6.645907934748538e-08,7.873921655642024e-06,-0.1601070986021011,1.5435093045063875,4.278383084976184e-12,3.4494792281597616e-12,6.221954673236463e-13,1.717893366479586e-11,2.968294306386551e-11
ch10,-5.552524022669981e-10,1.2638935861049431e-05,-0.142846529730069,4.806623457904448,8.549091698151047e-12,6.845258066398139e-12,1.0826021763137422e-12,3.5869175580696755e-11,9.609957769328631e-11
ch11,2.2818360099606917e-08,9.978244178846418e-06,-0.4196178092128904,2.417043243833051,4.752589469225038e-12,5.702658006765385e-12,5.204779930099534e-12,1.6849334476010346e-11,5.230869938344303e-11
ch12,-2.594433000594326e-07,1.001277745477665e-05,-0.015551547578258522,1.9867490508611363,5.7543466689762096e-12,5.993249944910728e-12,6.36418906639046e-12,2.0806573993100054e-11,4.934750974299695e-11
ch13,7.063814614160239e-08,9.151539418547093e-06,-0.2881540217896727,5.363375522692271,5.694098340578925e-12,5.139383819584149e-12,6.097672082888081e-13,1.8004631713000698e-11,4.7246001239783895e-11
ch14,-1.5696929382588726e-07,6.835445113338423e-06,-0.4968306866927187,2.7225411669821433,4.698372657930669e-12,5.8595639534350064e-12,7.706555362223399e-13,1.0020367707878655e-11,2.1908209083329867e-11
ch15,-6.232545673253717e-08,8.03940679994083e-06,-0.42594060415725,4.248358646907253,4.454635606666079e-12,5.1033138487529806e-12,3.57006405478095e-12,1.230351501199467e-11,3.48674227038191e-11
ch16,-2.678098240551132e-07,8.500872412473157e-06,-0.2649658377869894,1.745004166591495,6.3135285329130755e-12,6.3581792443230104e-12,5.517469536614928e-12,1.2710678193595618e-11,3.6234409699442264e-11
ch17,-6.067208617924397e-08,1.2809732286133845e-05,-0.509425544244173,5.63840747631531,9.064282684665244e-12,7.319601964079633e-12,1.5548466534869268e-12,3.4755108856666976e-11,1.0340985816846013e-10
