,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-3.534679650823974e-08,3.9430118197653285e-05,0.7552225746844443,6.464651235013312,3.1609543198062235e-11,2.1998364129032993e-10,3.778080510177804e-10,1.2262236491894284e-10,6.440206811425539e-10
ch1,-2.935127175233313e-07,7.17567924540715e-05,1.1680389703454501,14.116320880953321,9.686888892344676e-11,7.023891611295778e-10,1.190732639817654e-09,3.9841788237662625e-10,2.4049650469403523e-09
ch2,3.844108554541006e-07,2.2294785260811474e-05,-0.015316052069774093,2.278857794229155,3.7663975890239023e-11,8.951491051025178e-11,1.4376678188127575e-10,9.346444917128646e-11,1.1196027297948303e-10
ch3,-1.754722152222497e-07,6.945685532391313e-05,2.1174455190490153,14.72817205782503,8.137692186696564e-11,5.787088883423168e-10,9.70596019345099e-10,3.593798243787977e-10,2.3843090316925576e-09
ch4,2.0896700152122845e-07,2.6480895518678276e-05,0.17146581300418173,11.776821245396487,3.1677873827563566e-11,8.055377904780933e-11,1.7148229702359358e-10,1.0338666315184492e-10,2.540894190365873e-10
ch5,1.3105436210089247e-07,2.023516192188967e-05,-0.12469367176974562,1.5642522084087531,3.8359391873922186e-11,4.3631671961161354e-11,5.988762089519662e-11,1.1135714644470859e-10,1.3291433846409102e-10
ch6,-1.2084833100800195e-07,2.5814702378451137e-05,-0.07400556790446204,1.4526446652116825,5.744267627912185e-11,1.1077274681414969e-10,1.442457803418887e-10,1.274092951157726e-10,1.7993058929612812e-10
ch7,-2.37974379474245e-07,6.411139175230448e-05,2.0934387625989284,15.370454435407321,6.279396230360135e-11,3.084760861031302e-10,4.2903155787080964e-10,4.111963665993308e-10,2.482766572943295e-09
ch8,3.206351584538049e-08,2.1870073481781046e-05,0.5803118110805646,4.088548834947977,2.3771235343264898e-11,3.764294993797775e-11,4.452294148570977e-11,8.591762148827712e-11,2.3693575646886207e-10
ch9,-1.1870671278523295e-07,3.440093098127094e-05,-1.3973990991788343,20.74569582656294,7.194654124469315e-11,3.2658355975503456e-10,3.66330700105389e-10,1.1405960603517098e-10,2.2785776489506924e-10
ch10,2.510147186854807e-07,2.1469198718077574e-05,0.40873352405168456,2.179378351130249,1.8165213515340064e-11,1.7795352510752477e-11,1.5209287126882773e-11,1.1441649252451874e-10,2.4413034005839846e-10
ch11,-3.824124605392282e-07,6.617501681849413e-05,2.139933129471153,17.039384253615562,5.890636493055111e-11,3.913005672816475e-10,6.606613109159577e-10,3.8219964579696655e-10,2.4204572147763513e-09
ch12,5.883218493484195e-09,4.183010615463225e-05,1.1534927304002769,7.6262243227661966,3.249927864660838e-11,1.8551220233119371e-10,3.699926077087698e-10,1.046823347978318e-10,8.204895367662735e-10
ch13,2.040193550358182e-07,2.182541574972637e-05,-0.07168072623261523,7.644361768482598,3.138057717641799e-11,6.836895222283286e-11,9.867930023306168e-11,7.330320370022882e-11,1.7075736888300356e-10
ch14,6.420268696461393e-08,4.130473553927206e-05,-1.4717499978322026,17.627534137822632,7.920790232902354e-11,3.892023368305966e-10,6.676646193204718e-10,1.5578505629651675e-10,3.3357048074382716e-10
ch15,1.0340975605852084e-07,3.269680011811924e-05,2.472378512625519,55.26653952602621,5.736672687260003e-11,2.5197647098529514e-10,4.4451586815394405e-10,1.0951536582946496e-10,1.8809384125050051e-10
ch16,-4.21393777643971e-08,2.1130156334172295e-05,0.25437993655723096,3.6769615780229135,3.791342943917545e-11,5.0672812138012693e-11,7.246260640646101e-11,1.0040387681855167e-10,1.519891478501096e-10
ch17,4.5917422838823433e-08,2.331077782516322e-05,0.10545619731588868,1.4067766206215513,5.3040918884767665e-11,3.592210157034119e-11,2.8168238269574726e-11,1.4941838572804486e-10,2.331457327504289e-10
