,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.2196791369385538e-07,3.102402308191935e-05,0.17362348367052177,1.3326890452072977,3.8716245266988214e-11,2.7555259635170198e-11,1.0394353213401156e-11,3.5405374587597136e-10,4.749638870509646e-10
ch1,6.250900464682826e-07,4.5152879562609355e-05,-0.20190080870355362,2.4283930687476305,6.525564997435271e-11,3.0974529765457514e-11,6.007993129602709e-12,9.890443665279102e-10,7.36112638910753e-10
ch2,-6.626353188001798e-08,3.181428886833256e-05,0.014450375063103049,1.050489116780378,4.6927780517974604e-11,2.6860681820210534e-11,6.311287373460114e-12,2.969695970075456e-10,5.366978115391707e-10
ch3,5.938844274652633e-07,2.7017749948084697e-05,0.11702754295639894,4.305435553927003,2.0666754788332713e-11,1.2260473533178056e-11,6.575412685403106e-12,1.999664164470457e-10,4.2733848205243047e-10
ch4,-8.818066583607397e-08,3.846359828485941e-05,0.014843803032403837,2.677110805937642,6.05791246441653e-11,3.638437867652158e-11,5.851552204073673e-12,5.883873556682651e-10,6.233432934705018e-10
ch5,-7.763630528945305e-09,3.5996312028874756e-05,0.057020257719824274,1.2544739727839858,4.299021032671786e-11,2.8289643648137816e-11,6.9335823122991746e-12,4.940935466160169e-10,6.083953205584231e-10
ch6,1.1484950730864582e-07,3.908532949475414e-05,-0.06951323052832382,1.2150041423851627,4.9309827700988774e-11,2.9096870460930187e-11,5.925416648036818e-12,4.3843088189472036e-10,7.510768519221786e-10
ch7,-2.3011012854226007e-07,4.267406779074429e-05,-0.0511435261593223,2.8503986236191317,6.553839673984317e-11,3.135396914411981e-11,7.765354249002324e-12,8.744482188566734e-10,6.942962563869532e-10
ch8,-4.3434352972409954e-08,3.556912441534765e-05,-0.008455657538623774,2.349625673358502,5.2542238288938685e-11,4.3096658987768625e-11,5.589155289087252e-12,4.1785541180745226e-10,6.129951950469594e-10
ch9,-1.0434905259095567e-09,3.820274195317057e-05,0.13980295745873972,2.33903439278886,4.9153472249072613e-11,3.218271896932933e-11,9.547076950168101e-12,4.1961761180754964e-10,8.34274501222002e-10
ch10,2.0580463746322587e-07,4.801716538020084e-05,0.01903225017602853,2.896173670558297,8.176207877158853e-11,5.352018898824646e-11,5.5453311812252135e-12,8.820805810280735e-10,1.0245065822029423e-09
ch11,-9.284780577959693e-08,2.8533806700664147e-05,-0.05507105818214496,0.9069451098003247,3.644685090104178e-11,2.793316938777934e-11,9.176846056176547e-11,2.223232083629242e-10,3.606733264980229e-10
ch12,-1.678570861706488e-08,2.966256031289171e-05,-0.020575842005048705,0.3655106392551968,4.3452515136379413e-11,3.967231119506501e-11,8.833491038877036e-11,2.4422215540538886e-10,3.833111914671361e-10
ch13,-2.3504738032335162e-08,2.9227623590722577e-05,0.11175854771348877,1.0552666059298375,4.4334026494866477e-11,2.6332830759905218e-11,4.021150071667693e-12,2.2565470483072257e-10,4.932805006802094e-10
ch14,6.171631714075219e-08,3.2329963451099955e-05,-0.0554604350401242,0.9117264321464136,4.825345793319465e-11,3.16312344850585e-11,8.888892468243462e-12,3.505161235463484e-10,5.420518940516566e-10
ch15,6.927778580660014e-09,2.789976013072273e-05,-0.025857965066525677,1.4031321967375971,4.523640836909778e-11,2.5099709461358697e-11,3.2788383108044195e-12,2.1490740949404381e-10,4.3177876628368155e-10
ch16,-8.03144825172354e-09,4.119985316083486e-05,0.002568369013241351,1.205604711670956,6.592188091359072e-11,3.848415584215696e-11,6.8575815990418575e-12,4.728503760045397e-10,8.649653694780906e-10
ch17,-2.94852438869694e-07,3.2381149094976254e-05,0.09969894983174554,1.5015172904717566,6.654170703005086e-11,4.439689509547921e-11,4.884506463645708e-12,3.2198395670764024e-10,5.155812323169902e-10
