,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,8.998919143925775e-07,5.8514447663509726e-05,1.5640701693932828,33.69603967854341,1.810891888558513e-10,4.647692824511154e-10,6.283204155532177e-10,2.649819752456174e-10,1.184655777359775e-09
ch1,2.0753989382911653e-07,0.000315882063477468,-0.02269096826965776,4.779109710183553,7.98621690127778e-09,1.0129185688882787e-08,3.3366609004588518e-09,2.8990260763857455e-08,4.1446646537875325e-08
ch2,-4.871646721711161e-08,5.17584699506483e-05,-0.7846702438873997,19.912012977006547,9.268976551877692e-11,1.5944556190346594e-10,1.4141511689866164e-10,2.7142763808749767e-10,1.3433508335377494e-09
ch3,-2.5145332969572835e-07,0.0003188874923655906,-0.056162150322136915,4.972111558566921,8.194689160162907e-09,1.0445538935174853e-08,3.667079205730492e-09,2.9036578707132805e-08,4.2432602350605564e-08
ch4,4.94377695827679e-07,1.9600652785984974e-05,0.2071262090895351,19.597898783098444,3.4908884505714704e-11,5.533267132755573e-11,4.685097312517302e-11,4.6948851886957446e-11,1.4665419160180225e-10
ch5,4.429044475840252e-07,4.698269895099698e-05,-1.2525616086972005,34.54210626288605,7.343213346307964e-11,1.9891082676542567e-10,2.78001468532529e-10,1.758151009798301e-10,1.1266942889767683e-09
ch6,4.369779634875842e-07,7.264096159865257e-05,-0.3007263944069725,40.223246946395314,4.352495624352096e-10,8.235668509143563e-10,4.0663901223040266e-10,7.055280098867759e-10,2.1848028864975812e-09
ch7,4.3590758433853574e-07,5.867866911499298e-05,-1.0407686493645198,24.563819175977105,2.8014255984154906e-11,4.860091045973857e-11,7.081156738993167e-11,1.6147809979947189e-10,1.705385019228577e-09
ch8,3.93062115800756e-07,1.6661584177172583e-05,0.4061495192576252,11.278595385534683,2.0357508558135434e-11,2.4793133022176255e-11,3.596040594524335e-11,2.827255641534154e-11,1.1503007497712179e-10
ch9,-6.666615321339807e-08,1.9401476260517764e-05,0.042558443142808856,7.0289083515872495,2.0170979252130376e-11,5.8202532044912706e-11,1.2407673557310592e-10,4.9548861110472085e-11,7.966710953658899e-11
ch10,-2.60044121997129e-08,3.45494153517117e-05,-1.1407264191366815,152.92625325387397,2.2048320937761812e-10,3.784035161253394e-10,9.270602301359837e-11,1.9294509163484968e-10,3.56320838271278e-10
ch11,7.396390088338424e-07,6.175965006922258e-05,-0.7775443712978467,19.917484594241,3.1070330019486545e-11,4.4929829702951234e-11,7.963514451126395e-11,2.1370098928067993e-10,1.8616750577737969e-09
ch12,3.5741271531877563e-07,2.3439199765864804e-05,0.4503513357301054,6.673337192928189,1.7019390325558178e-11,6.206523406378218e-11,1.4248129958791445e-10,4.383071623092967e-11,2.0084029450238854e-10
ch13,-2.834149100246313e-07,5.8659697140080413e-05,0.05305616031921716,64.21068212286518,3.595972894453467e-10,7.394950224752965e-10,3.7706710814157287e-10,4.93288980156443e-10,1.2335241777222371e-09
ch14,6.394879764008578e-08,3.223751297462196e-05,-1.6925748753292307,42.97787413690355,4.92217912745278e-11,2.43201889492634e-10,3.904249111469639e-10,1.3644792540595038e-10,2.2100535075154783e-10
ch15,3.336121743667884e-07,6.784437991069586e-05,0.5427674661954468,49.92826027069347,7.832090939254272e-10,5.501672698189096e-10,3.079654078237318e-10,8.663931025276991e-10,1.8934368261330383e-09
ch16,1.3258130211265302e-07,7.114551691755227e-05,-1.502613596549351,40.43922168498924,6.590960727904148e-10,5.639235040312422e-10,3.4650368291485864e-10,8.84177390917155e-10,2.01754907909878e-09
ch17,6.305626602378583e-07,3.6522914986823525e-05,0.7644747696722857,133.65424731880762,2.5047112293706745e-10,4.0368120062382484e-10,8.641908171735678e-11,1.9296485845757201e-10,4.3114685665257716e-10
