,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,3.936705313616471e-07,8.396705787101702e-05,0.2707168940243175,2.4487689981400544,5.869102686970009e-10,7.54528572152273e-10,5.750464419793683e-10,1.8249875554505614e-09,2.572384623680087e-09
ch1,1.2622165445206795e-06,0.00010127148511719594,0.6587168970145805,2.412882213372539,6.406686616577769e-10,1.3901825121711837e-09,6.19861790197227e-10,1.5057592356943304e-09,5.186366298642243e-09
ch2,-4.937954211807162e-07,7.827750773162677e-05,-0.34818230796793126,1.7634511273831253,3.693830335028511e-10,4.4765655519859716e-10,2.0475008796376118e-10,1.7533212727992377e-09,2.699591156214654e-09
ch3,8.73528190217719e-07,6.402345687496902e-05,0.30958565466381893,3.0165995278778137,1.548312065589759e-10,6.15605411633803e-10,3.264127495804958e-10,4.6100042499618746e-10,1.8306349356191175e-09
ch4,-4.2469206217812075e-07,9.770796763339964e-05,0.48408502712425394,4.237113445878352,9.923270825641443e-10,6.566780810728692e-10,2.39973331918783e-10,3.5141708858168067e-09,3.366182338855783e-09
ch5,1.194322477688805e-06,8.042410755851936e-05,-0.2577010501146621,1.8610217260261583,3.479657501610207e-10,5.668447806785915e-10,2.794906275706992e-10,1.6104169139406154e-09,2.995944932448446e-09
ch6,2.6395613493155153e-07,8.792461302715638e-05,-0.33318178594946235,2.739686458618408,4.095463922672934e-10,1.821430622314727e-10,3.010240884670259e-11,2.625880663978406e-09,3.5162156031455668e-09
ch7,1.6509875639057775e-06,9.256743362536052e-05,0.54979709924781,2.23291425880224,5.05311302399984e-10,7.968620883940523e-10,3.3978423161240617e-10,1.6172218651370225e-09,4.285741025568158e-09
ch8,1.8202159674177488e-06,0.00010489838807888294,-0.2236584882709306,3.8513575766633874,8.80989553618795e-10,7.511901733786152e-10,1.7275602939065704e-10,3.24136753757934e-09,5.049974101801464e-09
ch9,-4.920232337896997e-07,9.71055711741341e-05,0.032143110862404435,0.7904529519056065,4.752845751964426e-10,1.5047599165657853e-09,9.799250967354662e-10,1.6570574934486647e-09,4.1298314730437824e-09
ch10,1.6585376695721393e-07,0.00010681605914287516,-0.013318827706308722,3.530865119454644,1.1040332467146795e-09,5.382643420769514e-10,6.709009131811299e-11,4.606868091810418e-09,4.0476887941516024e-09
ch11,1.8611664826438886e-06,6.954580580739276e-05,0.2238401914104125,1.905947574280705,2.1411614380373328e-10,3.306809291068087e-10,1.5388113526479905e-10,7.736515491574788e-10,2.45347851336304e-09
ch12,1.0734415063365645e-06,8.006193964615084e-05,0.007868165965051221,1.2382834622128822,4.026099761646293e-10,1.2724629858283233e-09,8.515640866859201e-10,1.1745346660496195e-09,2.313945457543696e-09
ch13,-1.7636590525294823e-06,9.059393838795829e-05,0.19963128939302582,2.3424189477854434,6.182823811572926e-10,3.3460283972225917e-10,2.290686020503475e-11,2.1286806178498362e-09,4.637276728242715e-09
ch14,-4.4409703171632167e-07,7.27239487598125e-05,0.061973304332618474,1.4493815944563337,4.1525828181455934e-10,1.0246555536392546e-09,7.417325195174161e-10,8.854413808689726e-10,1.8918487867102816e-09
ch15,-3.5669999777579144e-07,7.756240631363393e-05,-0.3763935312597401,3.096162128605453,7.815754555223886e-10,4.761917563557234e-10,3.1453392609519355e-11,1.7013508449966194e-09,2.634669350739659e-09
ch16,1.5427376118289675e-06,9.677229387780183e-05,-0.9039224211669362,4.076361128051595,6.633134286605577e-10,2.6446803297559493e-10,2.288726189770477e-11,2.902862605765307e-09,4.104509505314415e-09
ch17,-1.3400689491344953e-06,9.177811791868401e-05,-0.3131579572715641,2.013709400299894,7.887718544098315e-10,4.5166026157239217e-10,2.6092251099845357e-11,2.274546925387461e-09,4.4283096424400956e-09
