,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-7.182306467754824e-07,6.146642730334827e-05,0.2460299125160863,9.450396705753475,6.07277638998677e-11,2.1679990039784413e-10,2.7712720651841674e-10,2.385780033647267e-10,2.1204326476087634e-09
ch1,2.7485459411322167e-07,8.406249588621804e-05,0.6914452028924544,5.15787871793871,8.414929340938845e-11,3.38120305628071e-10,2.940559301978244e-10,4.54985470455062e-10,4.259058292120006e-09
ch2,-6.083092643230216e-07,4.9777354712206915e-05,0.008134126482145928,2.282629747711886,5.975962551638543e-11,2.5961553399016265e-10,2.3492315283737573e-10,2.182209258508445e-10,1.3107968361535436e-09
ch3,-2.426700989875492e-07,7.741414381865092e-05,0.8519055708470668,7.943637544721311,4.61930033716474e-11,1.634769793101403e-10,1.6534004649319513e-10,3.3520817465697116e-10,3.6686308554866996e-09
ch4,-2.0402554805707364e-06,6.127769726887686e-05,0.13412699750369345,4.293998166748486,5.339834287883576e-11,1.0570700841376484e-10,9.198437273709134e-11,3.0293200163314955e-10,2.2341224264686154e-09
ch5,-1.5863891046429688e-06,7.21541390563349e-05,0.12750532027953532,0.8099968730638349,1.5941946150442652e-10,1.5706825561280565e-09,1.2601771549841915e-09,3.1355936945130963e-10,1.4450751307091376e-09
ch6,6.390797761207165e-08,6.001895825134972e-05,0.14730212499437192,1.6506639624353099,5.0286126331484147e-11,9.529068585013822e-11,8.000093962902238e-11,2.6787508044836385e-10,2.081857901666046e-09
ch7,7.419252045110896e-07,6.48024207590148e-05,0.923002832452223,6.581346520259078,6.878220274277506e-11,2.0777138475090936e-10,1.490304192908059e-10,2.8279156343996513e-10,2.648661380577326e-09
ch8,-5.890741526235439e-07,4.0218210808070734e-05,-0.05245478418622501,5.217275681939883,4.086627746112547e-11,6.144940867839616e-11,4.731285149991776e-11,1.6882517970825607e-10,8.734265235872252e-10
ch9,-2.4031220277766334e-07,4.21566251429853e-05,-0.03745696748867914,3.2198679530164993,5.4817979844891416e-11,3.020941915458424e-10,2.9378919055230166e-10,1.8493316775339688e-10,7.005183637079676e-10
ch10,-1.0158814139597295e-06,3.405086397128898e-05,-0.027394762988212865,0.9041085910800737,2.3285292758772353e-11,2.059653356849851e-11,7.742280804902949e-12,1.787572230523929e-10,7.177394290252056e-10
ch11,-2.055876171955009e-08,5.7384640151903415e-05,0.9156639478075191,7.142360706825462,3.772395326874147e-11,1.2680123021497565e-10,1.0413208669531927e-10,2.076557117609665e-10,1.982322568876061e-09
ch12,-4.3673578623579575e-07,4.378671316559431e-05,0.45369684416724043,4.5475261015574295,2.9037317378052675e-11,1.5692378108418092e-10,1.7666185816258846e-10,1.3724393310174528e-10,9.37421033725485e-10
ch13,-1.542512935816377e-06,3.581491084989395e-05,0.14890660658687377,1.8056139013502728,2.3949466075860098e-11,2.5184833556509405e-11,1.343491794217196e-11,1.5504047713264754e-10,7.794172944723676e-10
ch14,4.249318923842477e-07,7.689926506068336e-05,-0.25218576925586206,1.4297734293285354,1.7469206209748236e-10,1.7576614409626371e-09,1.4339534160160574e-09,3.071177913875689e-10,1.6596392229288078e-09
ch15,-1.7513110112384621e-06,3.881993016622811e-05,0.21245015407170081,1.2315890137439052,3.016570397466267e-11,2.4608999884961463e-11,1.3446814146715313e-11,1.4993734243889958e-10,9.288826680532072e-10
ch16,1.3909932451260769e-06,5.120768706043576e-05,-0.035869818599920174,1.206358708181595,4.587291293269078e-11,4.9215507773628006e-11,4.0569917715270784e-11,2.7314484358856267e-10,1.5951178695551966e-09
ch17,-1.6287845443474553e-06,3.555827102199261e-05,0.14851572195781715,1.302882913115563,2.6165727272817783e-11,1.7115703263074967e-11,6.131197228440205e-12,2.1188404596973084e-10,7.70528957072793e-10
