,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-4.779911547317108e-07,2.3488483562024552e-05,0.5497796953852317,11.16739974186966,1.4610142060366797e-11,6.911846928793946e-11,1.3255539429171199e-10,5.6843983985821976e-11,2.245928318642532e-10
ch1,-3.7712392654827255e-07,5.469183226746022e-05,1.470774471456591,20.90194592041649,6.537683470500297e-11,4.225579950955569e-10,5.809938225417254e-10,2.540352859375884e-10,1.4828307361939178e-09
ch2,-1.0084984037293814e-08,1.6712789052688384e-05,-0.02988487813699486,3.420052575015724,1.8462645810157496e-11,1.7632757820489274e-11,2.6447876566790636e-11,5.2333281874559595e-11,1.156904199800056e-10
ch3,-1.7955483241164123e-07,5.374153668736687e-05,2.600622686476654,22.886984206048524,5.899266257971714e-11,3.702383714057093e-10,5.21480535768394e-10,2.4745340128503093e-10,1.4732444942743951e-09
ch4,-3.7478667504743775e-07,2.150195663071914e-05,0.4984375672851034,8.179581746763855,2.5096551910139078e-11,6.716522542011422e-11,9.25394367141014e-11,7.322083859853369e-11,1.7222972750244076e-10
ch5,5.496566091327399e-08,1.59918092159035e-05,-0.19862157963688015,0.8428200809554784,2.3622982563217205e-11,1.3809916172035486e-11,1.5756369032971523e-11,6.760105426337093e-11,1.0749114168788253e-10
ch6,-7.606457303937892e-08,1.965030577962443e-05,0.1959692959063366,2.684377018859946,2.6504314892795197e-11,2.4413824052271453e-11,2.2034876066519187e-11,7.87124552297134e-11,1.767478491001649e-10
ch7,-3.3089501608912603e-07,5.7422541907079994e-05,1.386544739237276,17.344079622069238,4.0292285837439686e-11,2.678266095479519e-10,3.9335434404280015e-10,2.8053160241544644e-10,2.079675243977935e-09
ch8,-1.0153775434577214e-08,1.88457501748739e-05,0.18399045654829002,2.78689679511238,1.5403980786361902e-11,3.027058823489156e-11,3.846274659755711e-11,6.104526793767527e-11,1.7507521534730045e-10
ch9,4.235726417186395e-08,2.6203709561323055e-05,-1.4614627724396438,21.153805782285193,5.139462165337218e-11,1.765262581926925e-10,2.0043518188637636e-10,6.698918723235208e-11,1.5177470637803974e-10
ch10,-1.22192200106813e-07,1.9058325771602985e-05,0.22581684799637294,1.182178429679852,1.569662882813684e-11,1.5347821610616566e-11,1.3038884431219275e-11,7.83468812820869e-11,1.8966327486868793e-10
ch11,-5.525936580056969e-07,5.733830524812584e-05,1.8535988926272242,19.77695615050813,5.231607123050652e-11,3.033012994290217e-10,4.909521486676033e-10,2.71449646550387e-10,1.9455880935768515e-09
ch12,-2.3121801831892597e-08,3.356545402429214e-05,1.0953490182160892,10.52514398201802,1.9061642546655796e-11,1.2647553670448809e-10,2.728567886481944e-10,8.586300537264331e-11,4.968595480114174e-10
ch13,-1.134851855667248e-07,1.781734940922777e-05,-0.18809738125844616,6.723021873672192,2.17514536836724e-11,4.060710968329892e-11,5.198632459059501e-11,4.9959649885060714e-11,1.283314157701911e-10
ch14,-3.0372897125308615e-07,2.6968961286282803e-05,-2.3647219333934575,32.67912053331506,4.059738356030508e-11,1.351765128080123e-10,1.9592660693974824e-10,8.006231566886861e-11,2.1596647933055122e-10
ch15,-1.1678968585716845e-07,2.2072734877107112e-05,1.9013606049811331,37.24524254413887,3.728346762532651e-11,1.1035680144331631e-10,1.3972917437045224e-10,6.29235948205824e-11,1.0535355753524276e-10
ch16,-3.07730864848542e-08,1.651435099794023e-05,0.022995963881226596,2.00361078908709,2.165095747465048e-11,1.847797374166819e-11,1.9725914509701523e-11,6.761560313848117e-11,1.1566462467317823e-10
ch17,-6.282900142197002e-08,1.8580196307600636e-05,-0.011966869744882338,0.5380811216749026,4.083938189064097e-11,2.4638890910640995e-11,1.2480083623620541e-11,9.586368042822761e-11,1.4713809581554325e-10
