,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.713751985231827e-08,2.8469994721811507e-05,0.5432292873320143,8.894930816672378,1.539081335746632e-11,5.726330684104023e-11,8.480242417548205e-11,5.6930851160743576e-11,4.3812946547837495e-10
ch1,2.2348138291763222e-08,3.4662206358568614e-05,1.813469044449501,13.534465290721535,1.4469743863540338e-11,4.120130725772355e-11,2.2029655534505272e-11,8.945840575792308e-11,8.25827397075601e-10
ch2,-1.3299984947728903e-07,1.2569178221275116e-05,0.7225080965973937,11.01481908150113,1.1049443730912026e-11,2.2626677740444164e-11,1.1768279961384468e-11,1.9716977969142313e-11,8.111194618664562e-11
ch3,1.0493473952298207e-08,3.4774893868626425e-05,2.298011723849212,18.832589933791265,1.7891802377868753e-11,3.276740937780684e-11,1.5391007163041765e-11,9.884805581378976e-11,7.798469704981099e-10
ch4,7.591168208198146e-08,1.414329979506443e-05,0.14619352426562968,3.5286778787790167,7.45958533457393e-12,5.2512174632540345e-11,2.960827148378996e-11,1.959693281212703e-11,7.551672710973968e-11
ch5,1.2155749756658151e-07,1.2765667461360566e-05,-0.6003560837593637,5.1671525766372675,9.543394521176662e-12,1.6668827974417227e-11,1.582298956094703e-11,2.0453275387954003e-11,7.320537802909991e-11
ch6,-1.352264715398113e-07,9.666785288421785e-06,-0.08894025430872067,3.8388581943096787,1.02100908585802e-11,1.8628378626564258e-11,4.501093690439509e-12,1.676015321415636e-11,3.68905295010046e-11
ch7,-1.2562408701135069e-08,3.37179775025026e-05,2.243236608427627,17.169866204147574,1.499037231133135e-11,6.56241578644624e-11,9.416259167416532e-12,9.365874417671507e-11,7.729571157539282e-10
ch8,1.213440954576493e-07,1.4096685727566176e-05,0.15499672432219677,2.1579251685127225,1.0876953883258998e-11,7.001966149726716e-11,7.556497883666675e-12,2.980039874313512e-11,6.15877923801635e-11
ch9,-3.20529551338171e-08,1.308905282637019e-05,-0.4781777012238762,8.627128027052553,1.3721673095604e-11,3.156709288589718e-11,3.5120268779619624e-11,2.0508225584439904e-11,5.874567581948288e-11
ch10,1.0382883710556687e-07,1.294430255376951e-05,0.4006780306309879,2.7689158147799544,6.4841953681788715e-12,4.12503240566187e-11,4.513450644276442e-12,2.516959925087903e-11,7.668200573551409e-11
ch11,7.090582162232273e-08,3.614396253525702e-05,1.5890850260027645,15.130259432334483,1.8517195341778887e-11,3.8983751790134803e-11,7.559031285678152e-12,1.1300190329194596e-10,9.325184906321764e-10
ch12,6.198417375724943e-08,2.2702808848680434e-05,0.9813425095759658,10.103031801034835,1.354073930436258e-11,5.1073349991210895e-11,3.597591282999861e-11,4.636882130233855e-11,2.433718600683593e-10
ch13,-2.220993121593154e-08,8.298420230640492e-06,0.11322113465211596,1.225462984951954,7.268513856667233e-12,2.350644105384514e-11,2.6859933380509494e-12,1.0829152688750935e-11,2.0085537424432118e-11
ch14,-1.3445368121956344e-07,1.824558106552217e-05,0.1451074611254986,4.106926456263012,1.0019789688630386e-11,3.8511675105935776e-11,1.1493775881891293e-10,2.0631889396777333e-11,9.919080571096012e-11
ch15,-8.3946661849191e-08,8.699822386139867e-06,0.15649401431104304,0.8930220952654837,4.929016090493211e-12,1.69455148204311e-11,1.4165421252114152e-11,9.387450098108917e-12,2.3118202241639913e-11
ch16,-6.637314383069476e-08,9.65736449496219e-06,0.17218804453607678,0.6675974538477703,7.229872354737458e-12,1.32890794682778e-11,6.303552422242207e-12,1.9383165689267943e-11,4.1962433351544e-11
ch17,-6.943592108583492e-08,1.013276616313248e-05,-0.0411262906497954,0.6607309449686953,9.330070179745845e-12,3.015403579628494e-11,4.2403749928390365e-12,1.9168718667067497e-11,3.398639665999783e-11
