,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.153001102853294e-06,1.8351957502284682e-05,2.1805848558202285,47.980929105186256,1.0809859156447906e-11,7.549619378722507e-12,3.159109131029797e-12,3.1315012926526546e-11,2.1330414551934407e-10
ch1,-1.1585438933595143e-06,2.3631923099100096e-05,0.517075829498774,6.596691397132034,2.083242744103855e-11,1.5285250520421462e-11,1.0639523163877827e-12,5.493675687714392e-11,3.125407817649558e-10
ch2,-6.099784005195692e-07,1.6099858752246027e-05,-0.34343716708545285,2.546099413796136,1.2329617511923511e-11,1.2180770003822688e-11,2.3024968801069704e-12,6.20179071956041e-11,1.3716179144436983e-10
ch3,-1.8860448654449145e-06,1.7399175161067363e-05,-4.581665919113297,78.61148736335753,8.972893114932278e-12,5.800077485996099e-12,1.167520184641557e-12,2.4960108084834928e-11,1.8461687115736976e-10
ch4,-4.2845390495179147e-07,2.1814259976349068e-05,-0.5047793393867497,7.221608135534677,1.8198292292187488e-11,1.9022982787067476e-11,1.1681907652552135e-12,5.017920127508112e-11,2.7774703526890894e-10
ch5,1.1693610473519873e-06,1.7925875783529487e-05,-0.14496554044396998,1.687474628801887,1.687933949414074e-11,1.4373469162579813e-11,1.857480834244248e-12,7.512503446343982e-11,1.4665614846785916e-10
ch6,-1.3494494119609342e-06,1.8899350605763507e-05,-0.15317159386414006,2.93298223808564,1.3844996786796494e-11,1.7307081002717128e-11,1.7171576778981373e-12,5.972887511236972e-11,1.82292827711878e-10
ch7,-3.410156532980024e-07,2.6388556196211984e-05,0.02980861128586755,5.006744178476861,1.9321706632590335e-11,1.980775051846562e-11,1.112571852239807e-12,5.847343460930465e-11,3.9855748934137336e-10
ch8,-7.65371221466019e-07,2.224528834045917e-05,-0.7972992967878824,8.580041048938936,1.491356075423383e-11,1.5340675680816355e-11,1.2223301502302884e-12,4.726862646535807e-11,2.9767875840809743e-10
ch9,-1.2195095083268244e-06,1.5926256844197965e-05,-0.4058161115170952,4.2764963218171195,1.0192471329643855e-11,5.361407232432993e-12,7.073171905499143e-13,4.5235857070453386e-11,1.448094238894314e-10
ch10,-6.973935853156635e-07,2.853250514180159e-05,-0.3896292521409885,5.778026814861274,1.9112314950141173e-11,3.341921633748231e-11,3.5818370396132315e-12,7.897392387548544e-11,4.4241794823078395e-10
ch11,-2.704439426951657e-07,1.4518961929035802e-05,-0.15430702477785554,5.00190184762608,1.1368618337530408e-11,6.913122217382886e-12,1.347197360395196e-12,2.233661891472743e-11,1.2243939038108776e-10
ch12,-1.2144172343397305e-06,2.0076800588968812e-05,-0.4675903146604555,6.514449573432531,1.095583666244015e-11,6.8079844824061115e-12,1.3675489034968557e-12,3.3409220149924495e-11,2.422029209275473e-10
ch13,-8.879681755180793e-07,1.7778034732282966e-05,-0.8230464198831153,6.643779385516746,1.3540770986592984e-11,9.835663073756825e-12,1.3162155277330153e-12,4.531555011775334e-11,2.004102326750183e-10
ch14,-3.3034695255490187e-07,1.5609070600275645e-05,-0.17057420558037947,5.537510389714569,1.000067771804351e-11,7.66391360461942e-12,4.305621926094391e-12,3.276103984856123e-11,1.3434665081773108e-10
ch15,-4.060678907384448e-09,1.4168005892640145e-05,-0.48720366069471,5.731519443971742,8.842032517363551e-12,7.209047028676648e-12,9.12162569158563e-13,2.7918882930611257e-11,1.1740702152147362e-10
ch16,-6.146886667585401e-07,1.9046546376321364e-05,-0.40903038579055945,2.736369815509822,1.3576495272828446e-11,1.631280844506222e-11,1.4539565241682485e-12,5.949284618853224e-11,1.938424413717621e-10
ch17,-7.594780827186859e-07,2.5123545899219417e-05,-0.43557238595641457,5.736596715981406,2.0346900269601475e-11,1.8397286635650328e-11,1.2934676436952746e-12,8.841843569597663e-11,4.0204712667161837e-10
