,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-4.7330235066255413e-07,6.18351795518819e-05,0.027982781586569593,1.2651606061927971,7.142422503925197e-11,3.157326529635279e-11,3.847498114189094e-12,7.097818466837938e-10,2.7140104547337846e-09
ch1,-5.209777646676834e-07,4.738326844288028e-05,-0.14854977101145025,1.7876140222321437,4.643626178696248e-11,3.552052112231925e-11,3.271276714866736e-12,3.6400962865128415e-10,1.3884836955966154e-09
ch2,1.9474552825302205e-08,2.8170975994717722e-05,-0.18533795836088027,1.6530914644715002,2.170379991551371e-11,1.5469278810618488e-11,7.144249132145238e-12,1.9828175445219925e-10,4.6987724539207e-10
ch3,7.25074902331e-07,3.596320526386815e-05,0.2234769810505049,0.8310342742681058,2.348373667883435e-11,1.5543767113847044e-11,3.4767513420325043e-12,1.7696322260247626e-10,8.438017275601656e-10
ch4,3.506855792747763e-07,5.263882223565932e-05,0.10123596396776295,0.7182594260522523,6.843693468394242e-11,5.838081185192407e-11,4.985215047028134e-12,4.7470183669846e-10,1.7335368125865973e-09
ch5,1.089523141519601e-07,5.949868095865464e-05,-0.38787717587195725,2.1842124799669973,6.71072355252877e-11,2.977014798698555e-11,6.639767925144503e-12,8.087861809034389e-10,2.2657316210320492e-09
ch6,2.4427165274379966e-07,3.2178633902609524e-05,-0.028203309181693326,0.45532942725920744,3.154134590526669e-11,2.7125335147802838e-11,8.76718897498459e-12,2.5619188562417533e-10,5.986248225005485e-10
ch7,-9.214189734935903e-07,3.230726642654188e-05,-0.26117589575033007,1.1161547876686724,2.232887624063072e-11,3.088822511231545e-11,3.4079266202799924e-12,1.8727321448695528e-10,6.579567699002676e-10
ch8,5.61389527680018e-07,3.162432932617069e-05,0.05368535271420284,2.4467855754042853,2.7912579895695385e-11,4.3165911066423795e-11,4.076713002643813e-12,2.443240413289113e-10,5.889093038703287e-10
ch9,-1.8399893262529872e-07,2.874129987340716e-05,0.041904397960727285,1.8364505518360676,2.0859433051182093e-11,2.232505603128523e-11,6.5168469275165955e-12,1.6307257166947527e-10,5.063031348221222e-10
ch10,5.149917976991436e-07,4.0933746493152174e-05,0.26562789056945096,1.8908141284353697,4.4629940141575926e-11,6.799090537118721e-11,4.993280593835502e-12,4.526686911931318e-10,9.041873169740519e-10
ch11,-1.043528338665514e-07,2.3502682507246838e-05,-0.30947286613936603,1.2259573147600245,1.2461414462419345e-11,1.373398972711499e-11,3.569058682953733e-12,1.0033920794570965e-10,3.2386856625559943e-10
ch12,1.7686567447955871e-07,2.7995099891639196e-05,-0.082973025533764,1.7854491700145312,1.504384414778717e-11,1.6802949332549605e-11,3.4664314663531897e-12,1.314648594597729e-10,5.146458473899757e-10
ch13,2.493493092972785e-08,2.9838734546665234e-05,-0.05084217786889244,1.4976978494749211,2.5099199310035535e-11,3.989046705765007e-11,4.898860580929174e-12,2.0253752010939954e-10,5.483173017592047e-10
ch14,-6.175145827821804e-07,4.827267548937947e-05,-0.2508717009623297,1.6351727332778605,5.561290776921206e-11,2.9542474621636857e-11,4.098721469020599e-12,6.171056941302854e-10,1.4196085753257524e-09
ch15,-4.4080028556979833e-07,4.4593897540216985e-05,0.135318609867739,1.294130064972932,4.80176131388731e-11,3.689707480902518e-11,4.169842947608082e-12,3.689288472182385e-10,1.1389898704089236e-09
ch16,3.5084476996820056e-07,4.589759497818573e-05,-0.2975912293968303,1.4802677048338158,5.675114388630516e-11,3.27942387264402e-11,6.09678564411116e-12,4.461123987394523e-10,1.3156463276527843e-09
ch17,2.591145287757875e-07,3.509366037381918e-05,0.3219566127605567,1.6211970819610695,4.0404259464341844e-11,6.155819826744646e-11,7.502503507883628e-12,2.7275409542742424e-10,7.307110732516539e-10
