,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.1480518068001146e-07,4.7592885112473916e-05,0.3410038334646878,5.712508001115069,3.2803663345437326e-11,2.401853571452402e-10,3.944360048643844e-10,1.1135768408118281e-10,9.35300259612609e-10
ch1,-3.0856948998671515e-07,7.115911883132343e-05,2.271841771259569,14.076121202748425,9.322395945327702e-11,3.417510311617912e-10,3.5062223585357626e-10,5.220349898562629e-10,3.0138117543060584e-09
ch2,2.0472314122836398e-07,2.6447217061868357e-05,1.2256789220193074,25.246609921976905,2.747595338053274e-11,1.8354203379041727e-10,2.3664311919095167e-10,5.612636034149763e-11,1.376856598042686e-10
ch3,1.5112612931856395e-07,7.676374878379346e-05,1.29128510903803,12.58459955579377,6.713579166978812e-11,1.5577495904810634e-10,1.832649945891034e-10,4.709632107287598e-10,3.855173582068514e-09
ch4,-6.181007592927695e-08,2.0717973510878933e-05,0.6852977533778656,4.259750077096655,2.1561945025310304e-11,6.961888211885488e-11,4.715858219355613e-11,8.286995297931266e-11,1.5263426884337898e-10
ch5,-1.478461272611421e-07,2.069650441428044e-05,-1.3781334753890844,15.835866827039066,1.8883803306568695e-11,8.748182558393288e-11,1.3195339717166894e-10,4.492732733191564e-11,8.740164707996368e-11
ch6,3.6341131812480275e-07,1.8094749101656878e-05,0.34556110725373035,5.293762934887971,1.7264980632167448e-11,3.239551065449769e-11,3.159637902812744e-11,5.714138307795798e-11,1.316633965698395e-10
ch7,-1.613807935657367e-07,5.4663449908105666e-05,1.7222448478808572,11.5483446777269,6.827304251171088e-11,3.113709918274383e-10,3.8107903878806776e-10,2.8176102943773153e-10,1.53323801809834e-09
ch8,-1.7701213868043728e-07,2.3058638577520488e-05,0.2133451207053018,4.26150994199984,2.7277155184722864e-11,6.67551356875298e-11,5.5351380370560755e-11,9.194518183557176e-11,2.2024862079653765e-10
ch9,1.2309955734187977e-07,3.3502649628539166e-05,-0.7596746777202739,6.5155824111492,2.862525994207698e-11,2.2089913617394295e-10,4.1364830861519515e-10,5.160140219591937e-11,2.480562686662935e-10
ch10,2.609779553537994e-07,2.2790477615227174e-05,0.20445817086794016,2.8987731168877664,2.756194007049897e-11,4.1139451812221697e-11,1.4527335647507225e-11,1.638739366793559e-10,2.1494204355816752e-10
ch11,-2.2884917764909063e-07,6.0329589380146424e-05,1.6916110070878396,12.735611896326391,4.959407183293069e-11,1.4522177183696705e-10,1.6141696115090702e-10,2.985568930529616e-10,2.0680822376310654e-09
ch12,2.3194813725979152e-07,4.730533348474553e-05,0.2876449977381382,6.395392566406217,3.4902959837014626e-11,1.8080748815138188e-10,3.346549175442345e-10,1.2380291865240905e-10,1.1300280369933087e-09
ch13,3.048475550342144e-07,1.2760665202398052e-05,-0.024619384008377307,2.1988229066014755,1.0764333752016452e-11,1.8350786415620577e-11,9.674990010160989e-12,3.060348331501843e-11,6.681516684832808e-11
ch14,2.9565301896608377e-07,3.6181241743464756e-05,0.6852215666522488,10.263967615526164,4.0857804058734076e-11,2.865787506889928e-10,4.4042825275681494e-10,7.498867401827325e-11,2.7966289819719996e-10
ch15,3.1889112133569293e-07,1.6472876923779123e-05,0.13259798747732143,2.081386747620958,1.9437553461497294e-11,2.978251665195869e-11,1.727923456916832e-11,4.75916659041093e-11,1.1588440548849659e-10
ch16,1.2881838719743452e-07,1.635827949386562e-05,0.29696123463147434,4.32000536641401,1.5134268408765877e-11,3.640706111654937e-11,3.9936377323432934e-11,4.655177063351116e-11,9.611022535382587e-11
ch17,7.858880406162353e-08,1.9702685996423392e-05,0.02398091791385256,1.8155037558135723,2.5782821470212044e-11,3.297595433215515e-11,1.4439305460069297e-11,1.1069712533822232e-10,1.5744370454472314e-10
