,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.102444136494677e-07,4.222575034205354e-05,0.3451496726367471,3.4008180050227086,6.307411327836262e-11,4.2103621721315773e-10,7.396563309057232e-10,1.4285805233087454e-10,3.05718569883623e-10
ch1,-7.498641142999321e-08,4.4107113362109016e-05,1.3321240043020433,10.983090286730908,5.155282480948606e-11,2.2307722737602152e-10,3.5184237694103895e-10,2.2585719126319597e-10,9.083460963603165e-10
ch2,2.3461352224771444e-07,2.7661973257940275e-05,0.6753911933039861,18.892050010065397,6.760519588849555e-11,1.3092354048178778e-10,2.8272062230977577e-10,8.216159683638775e-11,1.590463632992136e-10
ch3,9.505293806534803e-10,4.426297343865475e-05,1.4246807438815257,12.40343460627651,3.71147654297829e-11,1.389999147821292e-10,2.3852860053682824e-10,1.9601067420131125e-10,1.1264436681539088e-09
ch4,1.3225799717277572e-07,2.3728333406941545e-05,0.2660246674906936,1.4657531422475385,1.005859690877597e-10,6.38888937070394e-11,3.9906935933807724e-11,1.191397408373575e-10,1.9718074619193205e-10
ch5,2.6489143304263805e-07,3.059797493733632e-05,0.09376864937222942,3.03750827893474,6.894098098403143e-11,4.969987042605958e-11,3.8273067241006924e-11,1.8142636139189972e-10,4.663945671665993e-10
ch6,3.1452422838766207e-07,2.6202866218107514e-05,0.10865199560843207,8.931184008787524,7.320799385333699e-11,1.0386720928186447e-10,2.013794272815335e-10,1.0646594434627967e-10,1.6458498368746066e-10
ch7,1.4083252364985172e-07,5.814991155298198e-05,0.07730393127634438,27.174930171354816,8.263301526323628e-11,1.8242204348260012e-10,3.704786663114925e-10,3.479868833085547e-10,1.8765841761952373e-09
ch8,1.0591478359325159e-07,3.2289489613616044e-05,2.4544906721373185,52.86848947783419,1.208951995135574e-10,8.115832287901721e-11,6.411934162449697e-11,1.741376718162699e-10,4.1780544865871715e-10
ch9,5.579794728246765e-07,4.209580735261538e-05,-0.5369165545519535,3.6594856358080365,1.0637424054808273e-10,4.92196439785964e-10,7.224744564141411e-10,9.979942528973396e-11,2.7852638092991554e-10
ch10,-1.80115091683531e-07,2.2308072420592256e-05,0.2282991484894274,1.4089048601414644,5.2069438552956183e-11,3.3823833121541255e-11,1.018125634337497e-11,1.434757566762039e-10,2.0950232686597824e-10
ch11,-2.6556845358767957e-07,4.816981358911759e-05,2.0261689403478056,17.887818623220305,4.299325039210871e-11,8.702653991663583e-11,1.8748314301360094e-10,2.3351212215427293e-10,1.4830416202927744e-09
ch12,-1.6386015545496458e-08,4.2167352793920364e-05,0.346684887132108,6.02004222196917,6.033019134732943e-11,4.745561916985727e-10,7.059651491712123e-10,9.187180524838889e-11,3.5091128547151225e-10
ch13,-7.797178908339593e-08,2.685976283513584e-05,-0.013003145008789515,1.331817775268596,1.0446812508769911e-10,4.478721712826004e-11,9.868552239538762e-12,1.1907981590506667e-10,3.667185638318635e-10
ch14,4.0219526006656345e-07,4.361827136188235e-05,-0.25478636980866726,2.392567925997832,7.832975257097971e-11,4.4030168833874934e-10,7.395562363442933e-10,1.5329790671054737e-10,3.736312003592618e-10
ch15,2.750060630328823e-07,2.7093915637627744e-05,0.049821337335547805,1.4717511272326016,5.642741427367825e-11,3.3098353337357e-11,7.99006892968435e-12,1.192507000651838e-10,4.1279848705634834e-10
ch16,2.296301283419317e-07,2.8078876289490153e-05,0.23090600339901354,3.009095693784815,7.126152032587929e-11,3.65025812079889e-11,1.5334721508813146e-11,1.683852133810435e-10,3.738130209930581e-10
ch17,5.3293288142244855e-08,2.7208715500608964e-05,0.07835117079937112,1.222100384234996,6.538426881518295e-11,3.6521934932770805e-11,7.111555986103933e-12,1.5101267505934763e-10,4.089156780232514e-10
