,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-3.7795704743558935e-07,0.00011980813187576362,-0.09301645337462015,1.5066332309497206,1.8505600651349e-10,2.1761738591574454e-10,3.607410577530978e-10,1.495330283843237e-09,9.155498093408356e-09
ch1,1.3122173310612697e-06,8.855979941494508e-05,-0.03370821019985881,1.604914019396344,9.18740544117562e-11,5.1951989532203835e-11,9.281035382557162e-12,7.862396188201703e-10,5.617010753951567e-09
ch2,1.2665238898991647e-06,5.4403660892465056e-05,0.02321570165527555,2.595753020559436,5.3445282907956684e-11,4.7375659892844384e-11,4.744591660267777e-11,3.680173057913131e-10,1.9184459435917053e-09
ch3,1.344685882358786e-07,9.125086969904543e-05,-0.04867821118099968,1.3435673588579942,6.707779545362241e-11,7.684246615641322e-11,1.4504087953606e-10,6.430629010947311e-10,5.752999357579384e-09
ch4,2.9959016706045853e-07,0.0001192051757667748,0.09393995948531482,1.8924664509573041,1.2382625898536647e-10,7.562570807616844e-11,2.712803224605098e-11,1.10913236312183e-09,9.50095755506786e-09
ch5,1.802292388233918e-06,0.00010847802585017873,-0.01620642245992735,1.7627873787893336,2.15323703562386e-10,9.917104368707808e-11,6.223691575122467e-11,1.3212497823850397e-09,8.329291084937345e-09
ch6,-5.914503505679812e-07,5.387973317534471e-05,0.05659742640779836,2.0637302257717973,6.51405051494851e-11,6.666347871256865e-11,3.5741963417725447e-11,4.991499895712828e-10,1.7182174447849003e-09
ch7,7.136575312066784e-07,6.07148218223355e-05,-0.41667967875728273,4.17845502035174,4.8961475664798e-11,4.702827428859664e-11,1.2873514001617532e-11,4.4592760263142054e-10,2.3058373073190466e-09
ch8,1.4150675190051265e-06,5.9245194075814575e-05,0.0021445305639163905,4.3637639265556585,4.943361529400549e-11,5.5708448988475665e-11,1.0469914664221485e-11,2.891092719055868e-10,2.6924133653576363e-09
ch9,1.4451975418606956e-06,5.666596032535558e-05,-0.22964649229181913,7.34064603386377,8.791127728814957e-11,1.9108010267281172e-10,4.014056916415888e-10,3.633950670847479e-10,1.7434607789666664e-09
ch10,1.8165604809290087e-06,7.712264017395963e-05,0.031623183714411016,2.7168589511914263,5.911845241078819e-11,5.041260490048949e-11,4.807314145334771e-12,4.836030892709199e-10,4.055593343226018e-09
ch11,8.560729568989494e-07,6.590594177312552e-05,0.3751516458173646,9.770867719951196,7.914641796329858e-11,9.095284462524608e-11,1.1798656230624808e-10,3.732339266443472e-10,2.9676348200551613e-09
ch12,-1.0044101991679227e-06,7.165567462004649e-05,-0.37477716495776947,9.009718888751845,7.72199208990935e-11,2.0338271356096983e-10,4.681212381560224e-10,4.135183235661556e-10,3.4901792223583576e-09
ch13,9.926494437075697e-07,5.2866391229711494e-05,-0.14209911053891636,2.521267409716123,1.0774417031957065e-10,9.474883975572103e-11,2.1498387745450725e-11,3.865064213742663e-10,1.8016481130675314e-09
ch14,6.706635290104812e-07,7.47177721408776e-05,0.16990384947261672,2.8527451661634453,1.3179342460736768e-10,2.2974934494984014e-10,3.463079137696239e-10,6.808633812795612e-10,3.6237778253343917e-09
ch15,4.806389611940612e-07,6.722787549842901e-05,0.12289487282347242,1.1347620236200608,1.5208903217346742e-10,9.038884189527255e-11,1.943494319279359e-11,6.84342620852417e-10,3.1360321659274407e-09
ch16,1.1163637209242087e-07,9.265162156106388e-05,-0.23573388401197048,3.366060520453713,1.3258457813426213e-10,7.335361148360081e-11,3.2514839334122374e-11,1.2069448532797714e-09,6.0784541240655385e-09
ch17,2.191922298931403e-07,5.187350867841542e-05,0.01871981334944749,1.1907495390347327,6.91136352373199e-11,4.862687029039741e-11,7.554277862801956e-12,3.513222128647989e-10,1.689564277585471e-09
