,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.0694313561648465e-06,3.497867125445899e-05,0.3698282937460429,2.8008785858334715,4.1634606952436823e-11,1.148397435905149e-10,1.2594162884599684e-10,1.566692058575151e-10,5.781914562679948e-10
ch1,-3.2108789086664747e-07,8.695661841587672e-05,0.07467461315549721,2.605034555399251,1.7442834312556373e-10,1.9345196201529465e-09,4.018363567079978e-09,3.021499662426941e-10,8.723365576310286e-10
ch2,-7.784692466683272e-08,2.3543189572787438e-05,0.22496268459924648,9.624160322306249,5.287016144670499e-11,6.769306323107628e-11,5.382426889387912e-11,1.2082816163406592e-10,2.1903295351152757e-10
ch3,-1.7116054479740835e-06,6.157449632305923e-05,0.10812502001267542,2.5533902933686967,7.302686021589304e-11,6.515152623922825e-10,1.374606241554009e-09,2.2412533149916884e-10,1.0128885699576108e-09
ch4,3.0389907179970986e-08,3.561388762856974e-05,-0.04900271591534964,1.9037225142948282,3.699177768785072e-11,2.4205034104367324e-10,5.309847094695978e-10,8.77445651006601e-11,2.526346042415269e-10
ch5,-9.063857277451213e-08,3.924622670087997e-05,-1.6031447470272573,29.01569170784753,1.2917192502668955e-10,1.2732661179974316e-10,7.368499081980265e-11,2.9086159108014544e-10,7.632918360030942e-10
ch6,-1.49448293857727e-07,2.4462490999794463e-05,-0.26977106495156317,0.7823277788243987,6.038800719294575e-11,4.832343364086599e-11,1.9285233788377305e-11,1.2665145850598e-10,2.7949535873673543e-10
ch7,-2.6073288210049825e-08,6.965591229151022e-05,-0.024562140261825644,2.207282889489985,9.535533312993817e-11,9.760353125300161e-10,2.3865026731585438e-09,2.409150951313266e-10,8.994405739819904e-10
ch8,-3.8510739053920407e-07,3.716213440616737e-05,-0.2842871081512448,2.1968091582583362,3.486218166078108e-11,3.019499539491666e-10,6.973918240592429e-10,7.304359596993883e-11,1.6879311507082304e-10
ch9,-3.0458475620025514e-07,2.5385974190268112e-05,0.09954543303514443,2.8637408896774117,3.445288738472846e-11,1.3423121647389724e-10,1.2983798728297238e-10,9.348624938777908e-11,2.0109372473716892e-10
ch10,-6.489256533024524e-08,2.4797949022919332e-05,0.02797699239521479,1.0233966257005056,2.5957592808310244e-11,9.883921000498251e-11,1.7530979523464346e-10,8.374650866442945e-11,1.93622053439148e-10
ch11,5.263520955839298e-07,6.901257758239354e-05,0.0924688636806928,2.6827540785614854,1.0700367981140158e-10,8.549737556122055e-10,1.9234946830403786e-09,2.913280428702024e-10,1.1094461051870274e-09
ch12,-8.953656896168694e-07,3.538682326098921e-05,-0.15147168963525626,5.869857172414161,3.2902955501553317e-11,1.5538588658396633e-10,2.321439645201021e-10,9.664042375482555e-11,4.906270334200178e-10
ch13,-1.9577935746258885e-07,1.70315204861804e-05,0.8565626659670186,33.761681785830376,2.3274575575539683e-11,2.4813309053945023e-11,2.1867208960607358e-11,4.796054936678616e-11,1.2012026247685936e-10
ch14,1.5579774500841194e-07,3.278243241812336e-05,2.6436904964727095,57.08453889268877,4.9716172924127606e-11,1.0406390582386759e-10,1.1109260749860664e-10,1.657115664733096e-10,5.268243644235835e-10
ch15,-6.039568552448704e-08,1.4922604916061558e-05,0.21865469326316442,4.221880990911429,1.78139976708048e-11,1.8478709101969147e-11,1.0476478243757287e-11,4.76630279930611e-11,1.0252701212972825e-10
ch16,-2.0835286560482168e-07,2.158018573939509e-05,-0.31894695264573575,1.184601484670627,5.7529034171681716e-11,3.437784125630295e-11,9.532301238858256e-12,1.1089304827852111e-10,2.0426277223769195e-10
ch17,-2.244525608241124e-07,1.7702135263429574e-05,-0.19385052010134607,0.9859261069387015,2.4747568480163172e-11,2.00655416149067e-11,9.493548877114752e-12,6.463419841072221e-11,1.513821918203808e-10
