,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,4.3184363696526947e-07,4.835682179489462e-05,0.2937765259714983,2.00911611197649,9.854718340307929e-11,4.482083678942069e-10,7.850088799715281e-10,2.7260327577488075e-10,5.74210160214689e-10
ch1,3.945218078103479e-07,3.510722129663554e-05,1.5606677498687194,12.40613853135002,4.581777303562609e-11,6.276278547289954e-11,3.738088804725081e-11,2.2687026388300635e-10,7.491257681769869e-10
ch2,1.5387439499040745e-08,3.557482979815755e-05,0.10784110705389155,2.9488072618795185,8.108964818614607e-11,2.632044725824153e-10,4.140985266158843e-10,1.0828132902270823e-10,3.064804972062136e-10
ch3,6.428034217391589e-07,4.174508204905032e-05,1.0322344086954909,8.001179367399246,5.3808239601307874e-11,4.115497383648225e-11,2.6854557791948554e-11,2.748699968711967e-10,1.1138094631302865e-09
ch4,9.145517279758184e-07,9.36376862585541e-05,-0.5523189668838309,18.669330440103664,5.416745853388577e-10,6.41790790351063e-10,2.8180616955181067e-10,1.6147224194415112e-09,4.333177084406094e-09
ch5,-1.381800346510909e-08,3.7128607939778266e-05,-0.4221606795818937,4.231524095626779,9.939664923808234e-11,8.114731908985311e-11,8.421823550390141e-11,2.287364114353328e-10,7.299343053775074e-10
ch6,8.009382261604695e-08,3.5216253536237824e-05,0.15531325555968167,3.2295606619717914,8.016547327192334e-11,2.6313254832383076e-10,4.398503254678991e-10,1.0512823780027557e-10,2.6257058312299797e-10
ch7,4.0445215016927326e-08,4.024352636543592e-05,1.7096239287282577,15.520158557576156,4.7682228905592375e-11,6.595329345818702e-11,3.85013239818007e-11,2.6089914783599965e-10,1.0472246034037467e-09
ch8,3.1576239847211063e-07,5.430034475078818e-05,1.044330690461881,37.15889868381726,1.6575812963777546e-10,2.630231935875665e-10,9.398302671789464e-11,4.129307420620496e-10,1.4013671291951987e-09
ch9,-5.987522011556751e-08,4.0360982206608743e-05,-0.23563694828552625,4.340366449360974,1.1265645097398979e-10,3.2008248830083244e-10,5.168235733288989e-10,1.4150530522004404e-10,4.24943796083225e-10
ch10,-5.8327084157089e-07,6.923760008700317e-05,0.2899748027921015,22.068942155069344,4.301987208799838e-10,5.652332586237923e-10,2.694384859875044e-10,1.1527467718399591e-09,2.1763411050423816e-09
ch11,5.5678308020963e-08,4.768309179024598e-05,1.030066658447719,10.978179017809913,6.975716091383502e-11,4.1575440497297215e-11,2.7459703790275776e-11,3.158151965458577e-10,1.4769389076347291e-09
ch12,1.4312978084691764e-08,4.64710030529667e-05,0.5698141548147367,4.355721090756422,7.700015038058522e-11,2.977212179537623e-10,4.922081068891783e-10,1.5190063778613874e-10,8.36063288159159e-10
ch13,-4.088567398685595e-07,6.042882708405184e-05,-0.4928387680945316,24.4765178193786,2.054088314541133e-10,2.5500930420590143e-10,9.482868573283312e-11,4.67926927995693e-10,1.7942920519242182e-09
ch14,-8.176367017163757e-08,5.0439166117309384e-05,-0.1261936763860745,1.8328238800154493,1.2950206061265896e-10,5.136665680344879e-10,8.314894547911317e-10,2.3091753899342383e-10,7.005743814830313e-10
ch15,-2.6975505188186733e-07,0.00010772743172840112,-0.09912308229439638,13.99613243392233,5.94630098569627e-10,7.135304953002407e-10,3.133704547817691e-10,1.7701836078722887e-09,6.178850935362807e-09
ch16,-4.6924481469350335e-08,6.943730955947646e-05,1.2053017766777232,37.28011692652471,1.1834417609984076e-10,1.1987457853201198e-10,6.813112746656683e-11,3.8440444457188744e-10,3.39087618520782e-09
ch17,-2.231321773271669e-06,0.0001668334207116843,0.31211934801203534,13.427398155098565,2.129120931712751e-09,3.8626424443763205e-09,1.597263940157233e-09,6.692125340137388e-09,1.1105517741979842e-08
