,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.1396299379816397e-06,0.00011377023756530348,-0.23805235502248812,0.8533524995065838,1.0399684745715658e-10,1.5854302943529768e-10,5.635086824955487e-11,1.0482193356544888e-09,9.435895091477044e-09
ch1,1.674664972100512e-07,9.571739552659485e-05,0.09776363072570032,1.7873422009320592,7.936726662084628e-11,3.453678463145268e-11,2.879367516320724e-12,9.542317483911789e-10,6.922014344061658e-09
ch2,-1.849673275930714e-07,6.841445871663419e-05,-0.4456011831134373,1.2878304181109952,6.102605187783977e-11,4.449633283693543e-11,7.310180672431168e-12,5.087423513165814e-10,3.3682881740048786e-09
ch3,-6.213785332699987e-07,9.172499998812851e-05,0.010690284263591174,0.9059432496384123,6.545668634358357e-11,2.457178911468444e-11,6.877866106965853e-12,5.508607078940401e-10,6.3042025166433195e-09
ch4,-1.1625803766731535e-06,0.00010643943256410952,-0.14131030318237695,1.9979994605189155,1.1547655995200879e-10,6.083000418205083e-11,6.1283621943877754e-12,9.129225408667454e-10,8.167843850555086e-09
ch5,1.7002114207839912e-06,0.00010158588370862834,0.12918990193285074,0.5139874426671169,9.391384398319182e-11,4.140728537506556e-11,9.783015005841809e-12,7.1375813237292e-10,8.16172529506784e-09
ch6,-2.4174050898535034e-07,6.327300667976064e-05,-0.09326770408911839,0.9362888753646428,9.782823814262022e-11,6.904327501503911e-11,9.499610855203547e-12,5.771489157103116e-10,2.702425870322032e-09
ch7,-4.472233279464761e-07,7.130319604931067e-05,-0.26102899630168674,2.7993996426760654,7.120810007528213e-11,4.256369758776108e-11,4.058094021300042e-12,6.731258797420607e-10,3.3563942201456074e-09
ch8,2.4462881889530767e-07,7.260169150096978e-05,-0.1947972389260436,2.5786478825315324,6.977187184498713e-11,5.121760311844529e-11,3.5973853825773347e-12,4.1216077218692447e-10,4.120430993406747e-09
ch9,1.7410233345884328e-07,5.993546593668606e-05,-0.08049949977592337,0.6873226374183123,1.0524780803322601e-10,7.871368081116568e-11,2.8802246300031437e-11,4.717482149279384e-10,2.5530874003919776e-09
ch10,-4.187360774603201e-07,7.63172283485326e-05,-0.14969496491545597,1.6447697632397649,6.345166363376854e-11,4.3252368808847456e-11,4.008173171770487e-12,5.073906763913896e-10,4.164782705102178e-09
ch11,-6.44649560850076e-07,6.225353258998485e-05,-0.16367529030730066,2.5642110539206566,3.341044633261767e-11,2.215335204817172e-11,9.734407959475494e-12,2.588522054371548e-10,2.662599059559921e-09
ch12,5.819876387958578e-07,6.816647720183e-05,0.12791695697652106,1.392426790795266,4.141842504716596e-11,4.982002646259461e-11,3.0729598202591926e-11,3.005578282314189e-10,3.84685529825782e-09
ch13,3.484730347720336e-07,5.538181751493712e-05,-0.057953337633181334,0.7708352155932299,1.6921142585025189e-10,1.1167526893512634e-10,7.117415011131407e-12,3.8381403740882235e-10,2.081093781833076e-09
ch14,3.431670868092749e-07,6.608006053523278e-05,-0.005338304726876896,1.0614709531296596,7.700692651929166e-11,1.5368036982295727e-10,5.536989494108392e-11,4.790795550646274e-10,3.1730258362029922e-09
ch15,-5.278183199664843e-07,5.621700014748073e-05,0.10150359836520638,1.5713217785513809,1.0435086967987037e-10,6.04693805725928e-11,4.266762765263309e-12,5.659621225273958e-10,2.109842867431138e-09
ch16,1.7914072502711356e-06,8.122027334557434e-05,-0.16677506046984966,0.6979378538813661,1.0132748814171647e-10,5.383227029576971e-11,7.0183150794181214e-12,8.595789633552331e-10,5.0620892378626685e-09
ch17,-1.0894558403130928e-07,4.364004203687214e-05,-0.07104768963265579,0.6272910736303796,6.597311552324778e-11,4.70224911286144e-11,6.473501067194593e-12,3.2457340136894663e-10,1.2081623625783857e-09
