,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,8.129555497984861e-08,4.111001590193838e-05,0.47023156539771316,3.558876570625613,6.883485464208908e-11,1.2169150437175602e-10,9.213927717489647e-11,2.359027969609415e-10,8.329166882006417e-10
ch1,1.160437699254009e-07,3.5471488532832284e-05,1.1040237846146845,6.618810280324119,5.847049578908444e-11,8.921806968950963e-11,3.002643557133263e-11,2.3037137867469698e-10,6.327547326483497e-10
ch2,1.0036280498711409e-07,3.0787544451343115e-05,-0.22726718150726044,3.5760325343937147,1.371351949510199e-10,1.1080859839134213e-10,1.1059896879733835e-10,2.0924194519576666e-10,3.2812122143688227e-10
ch3,-1.9723463548116364e-07,3.668527072874764e-05,0.8789754822868875,6.4121727903425345,3.9059485505810565e-11,4.421443514706782e-11,1.1654379248692586e-11,1.5285779677695188e-10,7.144749004499364e-10
ch4,9.577821907035744e-08,3.265337657361854e-05,-0.024483754483879502,0.4596832120183043,1.3914494935862243e-10,9.977433198699776e-11,3.763320482928273e-11,3.645442066517649e-10,3.7427529601210527e-10
ch5,3.8019210626102266e-07,3.3829941640565575e-05,-0.501163450917902,3.3887423699534693,1.6589894663985082e-10,1.4358725361196895e-10,7.792928111449581e-11,2.726092484537785e-10,3.6672331226852196e-10
ch6,-1.3978380694299674e-07,3.073378742075177e-05,0.09793887366862723,0.9015664442803026,1.6214020911649586e-10,9.901380710329977e-11,3.9271103296282454e-11,2.2778600045471205e-10,3.492418035603069e-10
ch7,-3.5278791772700476e-07,3.7391594821071774e-05,1.4564428287455722,8.799295965972666,6.588933798504886e-11,7.606447366254029e-11,2.173306425294215e-11,1.858566178444765e-10,7.894578480451974e-10
ch8,1.3526148464235886e-07,2.6263124130072387e-05,0.0362308538794422,0.669357336833825,1.2654635151334962e-10,8.83814323161686e-11,2.6735441253593944e-11,2.0267700500489824e-10,1.9697533870013695e-10
ch9,1.5236807266431306e-08,3.352407476504481e-05,-0.14050421533589666,16.087538054654594,6.901719205929605e-11,2.0695089197836824e-10,2.7386194415928553e-10,1.7398852821657554e-10,2.7773884461770756e-10
ch10,4.176140013335336e-07,3.4132065034729315e-05,0.028060995143515316,1.0492505732705188,2.5973821797452503e-10,8.65651433418668e-11,2.09489111152156e-11,3.8188411131257964e-10,3.577267799076146e-10
ch11,-1.9466983784947344e-08,3.389377345219835e-05,1.395248443821908,8.594040340122966,4.1855915101541977e-11,5.5824424372612505e-11,2.4954362057719283e-11,1.3463065832897002e-10,6.53670746957563e-10
ch12,-2.9275711772281144e-07,3.286081831247681e-05,0.2539408798480793,5.135115556223084,7.863193999526298e-11,1.6499959763604028e-10,1.885118014015353e-10,1.6452197443022817e-10,3.2766850217567423e-10
ch13,1.675456952596448e-07,1.7596321679023712e-05,-0.08622035160772774,0.5749927614129322,5.361168053230008e-11,4.0400512941413333e-11,1.3012897158319567e-11,7.986446781619658e-11,9.258488674812543e-11
ch14,-4.529974722919144e-07,3.1255473892134625e-05,0.21406016033536768,4.256702066139885,6.556206523737426e-11,1.5879496172123154e-10,1.2278306146908983e-10,2.3448049673567136e-10,3.056181032959094e-10
ch15,-9.30815210307907e-08,2.8925313504192192e-05,0.07074528628954056,0.32536061957699935,1.136876449051442e-10,6.843026250788466e-11,1.5502757494644497e-11,3.361311223806957e-10,2.6516306916504236e-10
ch16,-3.008310000273182e-07,3.088513283449386e-05,-0.04589217763996881,0.6136623116092044,1.4972767332209584e-10,1.2290698516350088e-10,6.023339722300288e-11,2.2706444994462753e-10,2.979025705989206e-10
ch17,1.0789112229190548e-07,2.76726747531541e-05,-0.08127705957422585,0.604646186723611,1.405758216890467e-10,6.998186667351637e-11,1.5143964876429666e-11,2.2954339987743077e-10,2.493313690626331e-10
