,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-5.962795851125375e-08,4.1617486628898254e-05,-0.42109524856856306,2.6794639536958353,5.5838726208651417e-11,1.0297532439623381e-10,1.3917450471437467e-10,1.475595323681345e-10,8.847768688133718e-10
ch1,8.820518968027319e-07,4.0414056051472975e-05,0.1432696809471679,2.971391838573358,1.2556310842381412e-10,2.1853738400537687e-10,3.894993847827365e-11,1.4666630245023766e-10,8.953719621836596e-10
ch2,3.7480026264274516e-07,3.0040903105744613e-05,0.17947035090164,1.8766891800177419,4.0461510832939316e-11,4.8099548508386754e-11,2.929264945674364e-11,1.7274717092286502e-10,4.359324841982377e-10
ch3,-9.967586831185433e-08,3.274840414565383e-05,0.2864205127660756,5.917611606420763,7.264963002465917e-11,1.0597080938064444e-10,1.4529119840441109e-10,8.490975616301375e-11,5.213832855408532e-10
ch4,4.5415961239792836e-07,3.744162949878863e-05,-0.3595704076584928,2.0244075154833903,8.700245248373569e-11,1.54539742210087e-10,1.4169555792064126e-11,1.2393377399925678e-10,7.606860705110885e-10
ch5,8.438710640749182e-07,3.7032807920924024e-05,-0.012470159351733765,2.258583221643722,6.59105942355324e-11,6.539201454609809e-11,3.0553902918917157e-11,3.083269431156829e-10,7.162493537529281e-10
ch6,4.357388327547322e-07,3.762072568469377e-05,0.07594662968647141,2.1144755264830115,5.336714319727644e-11,6.121249361825942e-11,2.8729255362624678e-11,2.1948524125184826e-10,7.189356855503831e-10
ch7,-2.1422124663355078e-06,4.372578769095257e-05,1.211132429949937,15.469240310662688,1.0842423217007888e-10,1.907365242782709e-10,4.782189039258504e-11,1.51950031507127e-10,8.546283410663996e-10
ch8,3.448902355260131e-07,3.416960742049389e-05,-0.26284353580680503,11.904723634627787,7.080357480397933e-11,1.3107205377818423e-10,6.35642700835922e-11,1.984993743654409e-10,5.473397029917118e-10
ch9,1.0112847766267584e-06,2.982568389972327e-05,-0.27500080502332597,4.571558758168136,4.698573289100901e-11,6.62328730768492e-11,7.283360915529122e-11,1.2796960936123435e-10,3.954129409910744e-10
ch10,4.4766823740417977e-07,5.149788486030799e-05,-0.7542602189453277,42.91228354592157,2.62296143878918e-10,2.689639210812696e-10,6.780919119764346e-11,6.790765158692565e-10,1.2487732685736448e-09
ch11,-2.497707294401217e-06,4.2599462862260194e-05,1.6676798424681818,20.28461874802901,8.684386710233222e-11,1.7857061827244498e-10,2.0163010518198486e-10,1.2252843126520542e-10,6.336251132595275e-10
ch12,5.796763511537163e-07,3.5749495376240556e-05,-0.3397775359309763,6.197884659057401,4.176410161092037e-11,1.0997311016096848e-10,1.701774940790254e-10,1.1420505424972408e-10,6.048824463785555e-10
ch13,8.464982052138517e-07,2.9510793728976964e-05,0.37414282818654687,25.38233720680672,3.79905472123189e-11,7.36315641685634e-11,4.843477662819896e-11,1.781615581810473e-10,4.4192571152421915e-10
ch14,4.425003748163539e-07,3.0533182181399965e-05,-0.19059009965213405,4.441963159043197,3.2466656112787066e-11,5.046302304821055e-11,6.594647331494355e-11,1.3665186440098705e-10,4.708292896333912e-10
ch15,-6.25938837179608e-07,3.12508462882222e-05,1.0104334016313556,35.71434316869724,6.820423269739459e-11,9.539764835672883e-11,3.0776092831051955e-11,1.2014765452097936e-10,4.92866094276483e-10
ch16,4.272450045138108e-07,3.4854146534281036e-05,-1.157143729510393,26.754469055130194,6.820279570161183e-11,8.277072530284676e-11,3.935318267681487e-11,2.3155862860746294e-10,6.073099136035615e-10
ch17,-1.7346707055674164e-06,4.9138442753048914e-05,0.4147613935206223,53.42673092686208,2.918757504452974e-10,1.7883163895253238e-10,8.012849310090166e-11,5.981470987394278e-10,1.2049271333576598e-09
