,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.8230473151591289e-07,3.6272068542523167e-05,0.9787183358741612,9.536689947321435,3.019769742969026e-11,2.1197142540171035e-10,3.9811406317121786e-10,1.04553880694023e-10,4.3700074810677644e-10
ch1,1.259455503780363e-07,6.618178836916956e-05,1.527520380155986,15.042820504719081,9.304196371477144e-11,6.839185267069856e-10,8.998539813956488e-10,4.242347422468872e-10,1.9659127796107336e-09
ch2,-2.8546348999785624e-07,1.7699623395063213e-05,-0.19130729375745908,0.7518147173524605,2.2975796125812825e-11,5.576239666818568e-11,8.509630491911062e-11,5.067786576241055e-11,7.58078422390277e-11
ch3,7.02937374025485e-08,6.350019599175318e-05,2.05560313759395,18.5297233489508,6.671081587105252e-11,4.276074959841988e-10,6.486180095739571e-10,3.9894680648567153e-10,2.1697654441948934e-09
ch4,1.4258434406263963e-07,2.5126283570445174e-05,0.648197096706621,6.755159130793917,2.892083229895422e-11,8.37650973443796e-11,1.246757962823555e-10,9.21112327024231e-11,2.4301300002002614e-10
ch5,1.6665420252850977e-08,1.6113159799200246e-05,-0.2505437037603399,1.3554170948372306,2.3345226158913392e-11,3.064949833907625e-11,3.8511721033950364e-11,6.075183229583783e-11,8.491819716770951e-11
ch6,1.6860126932529068e-07,2.1736756447429604e-05,-0.057503146229202017,0.49330024218810564,3.6846006865397445e-11,7.217922983127861e-11,9.856622813658481e-11,8.496602529525648e-11,1.3747227467798055e-10
ch7,5.59374658050429e-07,6.320762637343449e-05,2.1474846573770345,18.407971464203733,6.692244349777205e-11,5.155704956970735e-10,6.174039355248515e-10,4.605105942351376e-10,2.027492870252563e-09
ch8,4.565223019446371e-08,2.0863699368070448e-05,0.6866284300541328,5.50311808746846,2.1352296201973546e-11,5.445197344164914e-11,5.64878700591973e-11,7.7574981255948e-11,1.816964070141043e-10
ch9,-3.771026096447011e-07,2.775238438277684e-05,-0.7308529361109176,8.794443934725734,5.00096849903555e-11,2.127387140151867e-10,2.355592918387255e-10,7.537466017362186e-11,1.424964399155651e-10
ch10,3.343098590526224e-07,2.0386081390017214e-05,0.4796364198855581,3.99652949150477,1.76993428830745e-11,1.9452371677003698e-11,1.1829971296606029e-11,1.0530227475001429e-10,2.1324484548259796e-10
ch11,-6.200473374948881e-08,6.455549864962114e-05,2.654976502082016,24.47825128631779,6.231160653973178e-11,3.745520054485235e-10,5.885102555611838e-10,4.5372436846249917e-10,2.277658145549898e-09
ch12,1.020551621050412e-06,3.646574483908294e-05,1.017894246660972,6.283944045514977,2.3001033276085766e-11,1.5888986703628178e-10,2.7850791631749323e-10,8.385114961179374e-11,6.057274112434168e-10
ch13,-4.953942578578393e-07,1.859063272823263e-05,-0.14418015770860526,3.7849720412206915,3.056279799832489e-11,4.664722308505723e-11,5.1295377593388915e-11,5.665168652951425e-11,1.2298905563873833e-10
ch14,-4.5764522107177725e-08,3.2974071467069214e-05,-0.9610344900287398,14.595528756875005,4.474111961496319e-11,2.429304104246308e-10,4.1718111353158174e-10,8.251188625170535e-11,1.9310198067415676e-10
ch15,-3.21776945741968e-07,2.2859580764105927e-05,1.4110504986139794,24.023170839086664,4.0745164892788496e-11,1.0505541532281847e-10,1.3381202083356922e-10,6.933277664596427e-11,1.1960082501213297e-10
ch16,2.7071910948346605e-07,1.7174819055619838e-05,0.028297955724708904,1.52874782452683,2.564107647470996e-11,2.7187663043632553e-11,2.9705149882321956e-11,7.041831842234237e-11,1.085641997405522e-10
ch17,-4.1832130194036874e-07,2.0287240489128548e-05,0.1702989054066268,0.7744848722748565,5.18837188536816e-11,3.110704521589338e-11,1.2672787689568138e-11,1.1473672843573764e-10,1.671522073997491e-10
